TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"28,055,962,486,199","29,981,285,687,955","30,494,639,754,256","30,471,566,196,894","34,134,100,270,691","39,021,211,004,177","43,319,362,756,352","56,800,328,871,828","63,943,158,727,826","82,425,689,816,656","95,958,382,276,120","94,154,411,120,305","100,439,719,965,356","120,220,561,631,693","96,870,553,001,623","80,514,710,854,455","85,412,137,003,655","84,954,320,215,485","78,482,566,275,784","82,716,439,173,043","94,032,457,790,196","84,466,831,221,789","80,841,803,394,106","87,078,573,452,172"
I. Tiền và các khoản tương đương tiền,"6,110,879,210,952","5,900,076,071,570","3,972,943,652,210","4,564,902,312,859","6,157,827,189,416","7,479,589,626,409","5,628,548,667,015","13,001,001,772,526","14,018,629,193,714","14,644,183,731,657","13,376,486,099,355","22,471,375,562,130","19,060,014,590,301","20,325,198,022,112","11,881,408,346,665","8,324,588,920,227","7,868,451,566,326","13,252,855,086,239","9,696,669,423,876","12,267,401,160,884","12,428,888,036,237","13,032,037,853,283","8,500,998,079,280","6,887,646,139,852"
1. Tiền,"1,630,505,248,103","1,558,920,071,570","1,595,113,515,004","1,678,316,312,859","2,648,767,189,416","2,415,989,626,409","2,014,168,667,015","2,094,316,772,526","3,909,152,193,714","3,633,423,731,657","4,651,836,099,355","6,316,299,666,510","4,211,608,173,801","8,458,873,108,447","3,099,218,346,665","3,458,049,733,104","2,277,800,566,326","4,042,254,726,239","5,978,902,713,876","3,771,595,160,884","6,475,979,036,237","5,550,323,853,283","2,781,657,706,285","2,919,531,945,908"
2. Các khoản tương đương tiền,"4,480,373,962,849","4,341,156,000,000","2,377,830,137,206","2,886,586,000,000","3,509,060,000,000","5,063,600,000,000","3,614,380,000,000","10,906,685,000,000","10,109,477,000,000","11,010,760,000,000","8,724,650,000,000","16,155,075,895,620","14,848,406,416,500","11,866,324,913,665","8,782,190,000,000","4,866,539,187,123","5,590,651,000,000","9,210,600,360,000","3,717,766,710,000","8,495,806,000,000","5,952,909,000,000","7,481,714,000,000","5,719,340,372,995","3,968,114,193,944"
II. Các khoản đầu tư tài chính ngắn hạn,"3,219,966,168,421","2,607,379,478,851","1,840,768,046,165","1,374,340,352,910","1,617,338,585,240","4,667,803,760,493","8,790,110,507,972","8,822,092,675,380","10,806,768,801,746","17,182,805,095,788","21,440,678,216,078","18,236,152,616,078","27,249,295,250,368","24,440,598,374,838","27,029,902,625,837","26,268,246,676,354","27,420,903,628,936","22,848,207,160,936","19,957,222,511,116","22,161,903,502,481","22,271,418,573,603","15,314,673,148,945","16,386,803,148,945","18,974,716,730,905"
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,"3,219,966,168,421","2,607,379,478,851","1,840,768,046,165","1,374,340,352,910","1,617,338,585,240","4,667,803,760,493","8,790,110,507,972","8,822,092,675,380","10,806,768,801,746","17,182,805,095,788","21,440,678,216,078","18,236,152,616,078","27,249,295,250,368","24,440,598,374,838","27,029,902,625,837","26,268,246,676,354","27,420,903,628,936","22,848,207,160,936","19,957,222,511,116","22,161,903,502,481","22,271,418,573,603","15,314,673,148,945","16,386,803,148,945","18,974,716,730,905"
III. Các khoản phải thu ngắn hạn,"4,989,303,397,720","4,848,757,055,698","3,854,081,869,718","3,574,874,546,688","5,012,639,384,483","4,222,428,620,373","5,830,460,844,355","6,124,790,460,291","8,684,635,872,093","7,946,101,345,417","10,856,205,170,508","7,662,232,268,645","12,128,156,547,984","14,321,534,634,657","12,007,503,450,736","9,892,869,502,308","13,830,143,965,796","14,349,412,286,228","12,506,103,872,593","10,702,136,439,996","12,105,116,296,231","10,392,801,855,660","9,140,948,029,240","7,622,381,535,327"
1. Phải thu ngắn hạn của khách hàng,"2,519,025,013,348","2,475,094,711,967","2,462,803,413,789","2,699,937,350,329","3,925,408,341,409","3,177,457,033,535","4,051,028,423,677","3,949,486,943,250","5,709,067,395,365","4,389,238,118,215","7,171,602,960,535","4,973,095,672,343","5,577,320,901,036","5,491,000,474,000","3,304,999,656,381","2,958,587,125,337","3,876,680,655,931","5,125,655,648,303","4,016,303,720,785","5,999,539,831,497","6,913,270,575,750","6,754,215,453,415","4,980,712,149,392","4,352,135,419,872"
