quarter,P,EPS,D/E,PE
2019Q1,13.346203334995957,0.004437144853276698,1.4847662159632706,3007.8358440653988
2019Q2,14.157984400552417,0.22699688514798053,1.4570473349899384,62.37083117384077
2019Q3,15.050795242190361,0.11834972884974247,1.4739155476341943,127.1721987745231
2019Q4,15.18999570608139,0.0034280043426638588,1.6197943631997525,4431.148326456739
2020Q1,15.274435181771555,0.005167328923933574,1.7372951559312855,2955.9634013280606
2020Q2,14.636611620585123,0.09582230251076937,2.013383749202944,152.74744226627334
2020Q3,16.27718359231949,0.07649755468628142,1.6097568088312866,212.7804432321094
2020Q4,16.604532465338707,0.180772026365272,1.2319544418801418,91.8534399331632
2021Q1,17.106404038726307,0.03223764507096127,1.2639332182186702,530.6344182731654
2021Q2,17.22023812551347,0.17642524888317226,1.3025975405941304,97.606426713427
2021Q3,17.903230220079422,0.1720340716989198,1.460689431785337,104.0679328418862
2021Q4,17.618526697158813,0.0030727723658753718,1.3218804265536988,5733.75590486985
2022Q1,16.31875887224751,0.0015651317240466685,2.059371670967737,10426.44438262049
2022Q2,14.519684268582251,0.0004208482440761571,2.484093979686129,34500.997623159274
2022Q3,14.433433696627617,0.00030803346932116573,2.511462902648024,46856.70595612728
2022Q4,12.94600692627922,0.014251427694087411,2.4957243744477977,908.4007023135106
2023Q1,13.775433017361548,0.00025113111279412797,2.6993493711771936,54853.54986124065
2023Q2,13.544946178313225,0.0013496664445763857,2.9443270594977786,10035.773085078456
2023Q3,13.176881532820444,0.00038500203472172404,2.7680074429179937,34225.48543761483
2023Q4,13.06466057187035,-0.0002410442346353031,2.8172218866086753,-54200.261589483845
2024Q1,14.418190190049469,-5.011635156679146e-05,3.009262540732467,-287694.3300797534
2024Q2,14.011389217679463,,,
2024Q3,15.510845690965652,0.00043806282986597273,3.269727622073354,35407.81055473541
2024Q4,15.504812013535272,0.0003715493143931302,3.265248740414712,41730.15912802865
