quarter,P,EPS,D/E,PE
2019Q1,894.2557343029586,,1.0714169594125225,
2019Q2,1004.7999945746528,,1.0728626707285618,
2019Q3,740.812497138977,,1.0762123959514331,
2019Q4,372.824999332428,,1.0780086470859396,
2020Q1,178.61225768058532,,,
2020Q2,113.78222232394748,,,
2020Q3,95.02031195163727,,,
2020Q4,72.87968742847443,,,
2021Q1,111.7737699414863,,,
2021Q2,86.63333299424913,,,
2021Q3,71.06953155994415,,,
2021Q4,67.25468760728836,,,
2022Q1,42.35806440537976,,,
2022Q2,25.03548385250953,,,
2022Q3,14.695312514901161,,,
2022Q4,11.929365097530304,,,
2023Q1,8.748548407708444,,,
2023Q2,5.894032255295785,,,
2023Q3,5.817777800181555,,,
2023Q4,4.822539647420247,,,
2024Q1,3.870163956626517,,,
2024Q2,6.331666666363913,,,
2024Q3,5.92406253516674,,,
2024Q4,4.918412685394287,,,
