Date,Open,High,Low,Close,Adj Close,Volume
2023-07-16,28850.0,28900.0,28000.0,28000.0,,41755400.0
2023-07-18,28450.0,28600.0,28200.0,28250.0,,11967700.0
2023-07-19,28250.0,28300.0,27600.0,27850.0,,27303420.0
2023-07-20,27950.0,28750.0,27800.0,28750.0,,30065860.0
2023-07-23,28750.0,28900.0,28450.0,28700.0,,17377080.0
2023-07-25,28500.0,28500.0,28200.0,28300.0,,14699850.0
2023-07-27,28100.0,28750.0,28100.0,28650.0,,20958860.0
2023-08-02,29150.0,29200.0,28600.0,28600.0,,21402500.0
2023-08-03,28600.0,28950.0,28500.0,28950.0,,18096270.0
2023-08-06,29050.0,30250.0,29050.0,30050.0,,49704690.0
2023-08-07,30350.0,30400.0,29750.0,29800.0,,15598600.0
2023-08-08,29850.0,31200.0,29650.0,31200.0,,37886020.0
2023-08-09,31150.0,31300.0,30550.0,30550.0,,13398690.0
2023-08-10,30750.0,32100.0,30550.0,31850.0,,35658910.0
2023-08-13,31900.0,32000.0,31500.0,31900.0,,16893150.0
2023-08-14,31900.0,32000.0,31450.0,31500.0,,19408820.0
2023-08-15,31500.0,32900.0,31200.0,32900.0,,45033630.0
2023-08-16,32600.0,32800.0,32250.0,32350.0,,14884200.0
2023-08-17,32100.0,32450.0,30300.0,31300.0,,45170610.0
2023-08-20,31600.0,32700.0,31300.0,31800.0,,36013980.0
2023-08-21,32000.0,32150.0,30500.0,32150.0,,32940990.0
2023-08-22,32100.0,32200.0,30750.0,30900.0,,39433930.0
2023-08-23,31100.0,31700.0,30900.0,31550.0,,14088430.0
2023-08-24,31300.0,31500.0,30950.0,31100.0,,18936510.0
2023-08-27,31150.0,31900.0,30950.0,31650.0,,18698300.0
2023-08-28,31800.0,31900.0,31350.0,31750.0,,17862300.0
2023-08-29,31800.0,32500.0,31800.0,32500.0,,27367000.0
2023-08-30,32500.0,32650.0,32350.0,32650.0,,18726700.0
2023-09-04,32700.0,33150.0,32400.0,32700.0,,23384900.0
2023-09-05,32600.0,33050.0,32150.0,33050.0,,24004500.0
2023-09-06,33000.0,33250.0,32650.0,33000.0,,21545300.0
2023-09-07,32800.0,32950.0,32500.0,32500.0,,19307110.0
2023-09-10,32700.0,32700.0,31550.0,31600.0,,32699500.0
2023-09-11,31800.0,32350.0,31350.0,32350.0,,14737200.0
2023-09-12,32500.0,32550.0,31850.0,31950.0,,17037500.0
2023-09-13,32000.0,32450.0,31800.0,31800.0,,14940900.0
2023-09-14,32300.0,33150.0,32100.0,32500.0,,35096000.0
2023-09-17,32300.0,33050.0,32300.0,32600.0,,15196000.0
2023-09-18,32700.0,33600.0,32650.0,33300.0,,33669810.0
2023-09-19,33300.0,33550.0,33200.0,33250.0,,10589700.0
2023-09-20,33200.0,33700.0,32350.0,32350.0,,31049800.0
2023-09-21,32000.0,33000.0,31350.0,32900.0,,36016000.0
2023-09-24,32800.0,33150.0,31400.0,31650.0,,32245800.0
2023-09-25,31950.0,32200.0,31350.0,31350.0,,17076300.0
2023-09-26,31500.0,31800.0,30550.0,31800.0,,26094500.0
2023-09-27,31700.0,31700.0,30450.0,30750.0,,29418900.0
2023-09-28,31000.0,31250.0,30650.0,30650.0,,12280500.0
2023-10-01,30750.0,31100.0,30600.0,30850.0,,12415000.0
2023-10-02,30650.0,30650.0,29050.0,29200.0,,33420930.0
2023-10-03,28900.0,30600.0,28850.0,30200.0,,21204450.0
2023-10-04,30100.0,30350.0,29850.0,29900.0,,10308820.0
2023-10-05,29850.0,30950.0,29650.0,30950.0,,13136100.0
2023-10-08,30950.0,31300.0,30600.0,31200.0,,9255711.0
2023-10-09,31350.0,31650.0,31250.0,31250.0,,14138500.0
2023-10-10,31250.0,31800.0,31150.0,31750.0,,8362806.0
2023-10-11,31950.0,31950.0,31300.0,31600.0,,8190505.0
2023-10-12,31200.0,31600.0,31000.0,31500.0,,11308800.0
2023-10-15,31400.0,31450.0,30200.0,30200.0,,25870910.0
2023-10-16,30450.0,30700.0,30000.0,30000.0,,15770400.0
2023-10-17,30100.0,30300.0,29350.0,29700.0,,22147610.0
2023-10-18,29500.0,29900.0,28950.0,29000.0,,22421700.0
2023-10-19,29000.0,30300.0,28850.0,30100.0,,20503900.0
2023-10-22,29800.0,30100.0,29400.0,29700.0,,15702000.0
2023-10-23,30000.0,30200.0,29750.0,30000.0,,11951200.0
2023-10-24,30000.0,30200.0,29550.0,29550.0,,9074600.0
2023-10-25,29000.0,29200.0,27700.0,28100.0,,41857400.0
2023-10-26,28550.0,29250.0,28150.0,28700.0,,17878600.0
2023-10-29,28750.0,28800.0,27000.0,27000.0,,21871700.0
2023-10-30,27100.0,27550.0,26550.0,27000.0,,27998300.0
2023-10-31,27500.0,27700.0,27100.0,27650.0,,8556100.0
2023-11-01,27950.0,29050.0,27900.0,29000.0,,15771400.0
2023-11-02,29200.0,29200.0,28400.0,28500.0,,19090700.0
2023-11-05,28650.0,29500.0,28600.0,29450.0,,27745600.0
2023-11-06,29150.0,29300.0,28900.0,29000.0,,11144900.0
2023-11-07,28900.0,30100.0,28750.0,30000.0,,20906400.0
2023-11-08,30050.0,30300.0,29650.0,29650.0,,23477400.0
2023-11-09,29400.0,30000.0,29250.0,29500.0,,15739800.0
2023-11-12,29500.0,29600.0,29000.0,29250.0,,23212800.0
2023-11-13,29600.0,30450.0,29500.0,30000.0,,20566200.0
2023-11-14,30600.0,30700.0,29800.0,30000.0,,22967100.0
2023-11-15,29900.0,30200.0,29750.0,30200.0,,11613300.0
2023-11-16,30250.0,30400.0,29050.0,29350.0,,22314800.0
2023-11-19,28700.0,29450.0,28700.0,29200.0,,18040800.0
