,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"1,298,966,351,908","1,253,980,071,900","1,253,980,071,900","1,588,987,247,977","942,618,534,395","1,025,152,962,679","894,030,516,745","1,223,536,462,428","979,159,944,539","1,395,853,014,102","909,401,660,226","1,361,543,869,583","1,795,946,171,170","707,767,244,038","1,160,606,343,379","1,662,404,212,413","1,431,695,612,254","1,233,581,984,940","1,324,708,488,822","2,168,701,369,231","1,261,471,077,048","1,633,992,468,792","1,632,896,249,698","1,777,058,657,260"
2. Các khoản giảm trừ doanh thu,"447,292,854","475,709,122","475,709,122","3,803,731,334","17,370,914","72,849,238","299,410,940","417,469,255","211,924,026","862,049,016","14,094,544","89,714,552","213,599,982","112,646,201","1,327,387,962","581,130,725","28,014,918","836,477,552","188,057,413","276,365,876",,"314,199,823","42,958,479","1,121,545"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"1,298,519,059,054","1,253,504,362,778","1,253,504,362,778","1,585,183,516,643","942,601,163,481","1,025,080,113,441","893,731,105,805","1,223,118,993,173","978,948,020,513","1,394,990,965,086","909,387,565,682","1,361,454,155,031","1,795,732,571,188","707,654,597,837","1,159,278,955,417","1,661,823,081,688","1,431,667,597,336","1,232,745,507,388","1,324,520,431,409","2,168,425,003,355","1,261,471,077,048","1,633,678,268,969","1,632,853,291,219","1,777,057,535,715"
4. Giá vốn hàng bán,"1,184,565,364,514","1,220,826,895,671","1,220,826,895,671","1,621,830,077,587","897,421,967,368","997,041,340,240","840,554,687,294","1,084,764,055,378","805,915,409,339","1,107,375,260,850","748,195,641,802","1,305,982,639,344","1,655,921,025,219","568,100,635,579","1,102,547,543,758","1,713,068,952,658","1,382,963,642,978","1,194,953,194,314","1,288,736,059,013","2,135,067,223,620","1,219,108,640,127","1,700,097,447,474","1,697,519,857,022","1,986,061,756,275"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"113,953,694,540","32,677,467,107","32,677,467,107","-36,646,560,944","45,179,196,113","28,038,773,201","53,176,418,511","138,354,937,795","173,032,611,174","287,615,704,236","161,191,923,880","55,471,515,687","139,811,545,969","139,553,962,258","56,731,411,659","-51,245,870,970","48,703,954,358","37,792,313,074","35,784,372,396","33,357,779,735","42,362,436,921","-66,419,178,505","-64,666,565,803","-209,004,220,560"
6. Doanh thu hoạt động tài chính,"1,571,943,442","3,885,765,035","3,885,765,035","4,429,622,563","2,711,063,414","27,538,750,606","4,734,053,940","6,218,252,409","6,521,520,872","9,496,228,902","8,189,173,755","36,683,807,805","15,756,571,121","9,536,153,683","4,529,001,308","22,506,683,936","2,328,831,000","5,271,997,658","12,927,111,130","8,199,408,466","7,900,135,472","9,858,705,284","36,873,782,491","10,703,385,813"
7. Chi phí tài chính,"16,139,038,357","21,960,799,993","21,960,799,993","27,473,061,915","21,499,038,197","30,556,813,448","18,990,099,243","16,675,536,625","11,522,559,892","19,691,397,813","18,252,763,834","20,636,923,145","20,462,047,051","92,394,993,472","31,319,839,346","69,295,764,415","23,084,424,848","26,370,338,675","27,448,169,266","33,918,986,120","22,117,946,630","53,105,988,402","25,407,039,466","48,329,124,546"
- Trong đó: Chi phí lãi vay,"15,930,343,656","19,861,713,951","19,861,713,951","26,698,963,574","20,858,321,290","26,127,645,667","16,244,730,066","17,272,744,097","10,793,164,520","15,450,446,246","15,550,028,587","14,263,416,371","15,851,799,596","16,721,636,804","25,388,393,168","39,175,001,554","28,566,065,126","35,914,378,279","24,642,662,467","27,416,450,253","20,205,565,557","27,796,345,013","21,497,473,556","34,351,915,891"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","1,613,495,873","-1,013,732,329","-1,013,732,329","-9,713,633,043","757,772,178","-21,598,574,316","158,113,003","6,117,113,570","10,236,009,195","10,717,604,183","5,281,919,149","-1,625,709,225","2,678,567,257","4,900,125,991","1,752,674,807","-5,787,245,073","625,320,536","318,702,769","465,105,572","-1,119,949,491","93,107,451","-17,365,816,511","-43,282,984,201","-32,462,130,338"
9. Chi phí bán hàng,"8,607,068,769","10,489,574,292","10,489,574,292","16,749,950,358","11,336,802,782","8,141,386,980","11,377,184,299","21,322,803,666","24,511,188,664","31,448,398,326","12,961,749,474","17,731,143,011","15,303,690,792","12,236,375,758","9,373,269,016","10,780,303,932","11,360,099,395","9,978,648,494","10,167,205,805","11,324,404,187","14,430,384,273","14,107,056,003","11,911,939,140","16,850,211,943"
