,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"648,179,109,662","798,328,891,929","444,269,519,963","698,140,821,890",,,,,,,,,,,,,,,,,,,,
2. Các khoản giảm trừ doanh thu,"770,811,750","1,200,781,676","1,089,373,941","585,295,024",,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"647,408,297,912","797,128,110,253","443,180,146,022","697,555,526,866",,,,,,,,,,,,,,,,,,,,
4. Giá vốn hàng bán,"617,563,205,667","743,583,213,784","378,786,878,000","696,246,360,624",,,,,,,,,,,,,,,,,,,,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"29,845,092,245","53,544,896,469","64,393,268,022","1,309,166,242",,,,,,,,,,,,,,,,,,,,
6. Doanh thu hoạt động tài chính,"489,154,701","809,786,831","2,503,094,853","1,574,330,125",,,,,,,,,,,,,,,,,,,,
7. Chi phí tài chính,"20,103,702,783","22,904,649,026","21,584,646,407","24,982,491,852",,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay,"19,710,945,371","21,699,728,089","20,080,552,736","23,241,921,629",,,,,,,,,,,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"12,584,929,533","12,377,489,658","12,827,483,911","4,313,803,361",,,,,,,,,,,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,"9,595,178,243","12,158,769,246","13,595,007,813","12,510,900,159",,,,,,,,,,,,,,,,,,,,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"-11,949,563,613","6,913,775,370","18,889,224,744","-38,923,699,005",,,,,,,,,,,,,,,,,,,,
12. Thu nhập khác,"371,856,279","471,755,198","635,526,539","605,018,501",,,,,,,,,,,,,,,,,,,,
13. Chi phí khác,"14,197,592,203","13,624,484,485","11,955,759,266","13,489,872,587",,,,,,,,,,,,,,,,,,,,
14. Lợi nhuận khác(40=31-32),"-13,825,735,924","-13,152,729,287","-11,320,232,727","-12,884,854,086",,,,,,,,,,,,,,,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"-25,775,299,537","-6,238,953,917","7,568,992,017","-51,808,553,091",,,,,,,,,,,,,,,,,,,,
16. Chi phí thuế TNDN hiện hành,,,"674,773,682",,,,,,,,,,,,,,,,,,,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"-25,775,299,537","-6,238,953,917","6,894,218,335","-51,808,553,091",,,,,,,,,,,,,,,,,,,,
19. Lợi nhuận sau thuế công ty mẹ,"-25,775,299,537","-6,238,953,917","6,894,218,335","-51,808,553,091",,,,,,,,,,,,,,,,,,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),-443,-107,118,-890,,,,,,,,,,,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
