,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"2,454,984,160","2,516,516,245","3,232,472,305","2,973,630,596","2,963,100,590","2,674,804,754","3,025,818,585","2,998,727,214","2,624,247,136","2,221,122,930","2,269,089,372","2,621,354,587","2,427,912,586","2,827,099,080","2,472,454,495","2,276,131,895","1,677,055,395","2,274,489,535","1,978,392,000","2,136,319,524","1,320,917,647",,"1,482,074,754","2,093,978,847"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"646,839,137","3,176,067,079","5,121,913,886","6,709,929,234","4,843,748,834","6,244,381,235","5,748,458,248","6,160,333,801","502,046,558","1,956,359,011","449,939,518","2,378,118,182","-342,011,733","949,363,925","-3,075,705,512","-5,773,028,010","-13,153,083,692","-16,466,604,297","-7,998,396,270","-3,133,882,351","-10,204,535,056",,"-11,267,502,742","-4,782,158,312"
12. Thu nhập khác,"3,114,550",,"23,941,900","4,479,700","3,000,000","10,668,000","13,000,000","15,383,000","1,319,000",,,,"454,554,613","340,253,636",,,,"490,609,471",,,"284,400,000",,,"39,055,000"
13. Chi phí khác,"37,422,646","34,588,788",,,,877,"1,619,629,057","118,877",,,,,"11,205,968","10,871,955","10,871,955","352,269,934","2,772,494","50,476,032","33,112,972","3,257,139,724","39,796,699",,"2,666,988,341","2,359,066,839"
14. Lợi nhuận khác(40=31-32),"-34,308,096","-34,588,788","23,941,900","4,479,700","3,000,000","10,667,123","-1,606,629,057","15,264,123","1,319,000",,,"-9,443,111","443,348,645","329,381,681","-10,871,955","-352,269,934","-2,772,494","440,133,439","-33,112,972","-3,257,139,724","244,603,301",,"-2,666,988,341","-2,320,011,839"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"612,531,041","3,141,478,291","5,145,855,786","6,714,408,934","4,846,748,834","6,255,048,358","4,141,829,191","6,175,597,924","503,365,558","1,956,359,011","449,939,518","2,368,675,071","101,336,912","1,278,745,606","-3,086,577,467","-6,125,297,944","-13,155,856,186","-16,026,470,858","-8,031,509,242","-6,391,022,075","-9,959,931,755",,"-13,934,491,083","-7,102,170,151"
16. Chi phí thuế TNDN hiện hành,"129,990,737","626,124,206","1,036,088,915","1,364,704,052","976,267,524","1,253,227,605","1,159,209,407","1,262,501,118","107,590,869","870,258,855","96,905,661","602,566,137","29,426,334","627,025,399",,"-619,549,023",,,,,,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"482,540,304","2,515,354,085","4,109,766,871","5,349,704,882","3,870,481,310","5,001,820,753","2,982,619,784","4,913,096,806","395,774,689","1,086,100,156","353,033,857","1,766,108,934","71,910,578","651,720,207","-3,086,577,467","-5,505,748,921","-13,155,856,186","-16,026,470,858","-8,031,509,242","-6,391,022,075","-9,959,931,755",,"-13,934,491,083","-7,102,170,151"
19. Lợi nhuận sau thuế công ty mẹ,"482,540,304","2,515,354,085","4,109,766,871","5,349,704,882","3,870,481,310","5,001,820,753","2,982,619,784","4,913,096,806","395,774,689","1,086,100,156","353,033,857","1,766,108,934","71,910,578","651,720,207","-3,086,577,467","-5,505,748,921","-13,155,856,186","-16,026,470,858","-8,031,509,242","-6,391,022,075","-9,959,931,755",,"-13,934,491,083","-7,102,170,151"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),48,252,411,535,387,500,298,491,40,109,35,177,07,65,-309,-551,"-1,316","-1,603",-803,-639,-996,,"-1,393",-710
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
