,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"386,986,350,109","411,060,102,084","395,698,760,397","458,964,043,435","404,165,578,781","427,370,643,826","436,223,331,694","421,208,633,501","431,572,284,285","449,950,420,661","471,777,011,232","486,615,627,177","429,344,210,219","618,180,555,372","484,280,904,750","534,580,109,828","449,227,754,772","377,586,678,611","478,799,904,638","493,827,678,061","364,535,064,902",,"378,781,817,174","528,568,097,191"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,"18,632,733,255","18,283,485,961","24,360,998,104","14,204,851,826",,"22,674,577,780","22,674,577,780"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"386,986,350,109","411,060,102,084","395,698,760,397","458,964,043,435","404,165,578,781","427,370,643,826","436,223,331,694","421,208,633,501","431,572,284,285","449,950,420,661","471,777,011,232","486,615,627,177","429,344,210,219","618,180,555,372","484,280,904,750","534,580,109,828","449,227,754,772","358,953,945,356","460,516,418,677","469,466,679,957","350,330,213,076",,"356,107,239,394","505,893,519,411"
4. Giá vốn hàng bán,"343,714,646,950","361,035,446,886","359,868,835,596","407,892,831,931","363,308,395,456","372,597,027,429","385,039,386,327","355,591,926,136","378,741,323,735","384,917,487,444","416,873,459,486","411,946,442,427","375,062,670,813","494,136,707,293","393,763,635,594","439,717,789,653","368,055,109,435","294,349,367,777","412,956,507,274","382,837,154,887","332,676,491,874",,"304,391,773,645","428,068,337,504"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"43,271,703,159","50,024,655,198","35,829,924,801","51,071,211,504","40,857,183,325","54,773,616,397","51,183,945,367","65,616,707,365","52,830,960,550","65,032,933,217","54,903,551,746","74,669,184,750","54,281,539,406","124,043,848,079","90,517,269,156","94,862,320,175","81,172,645,337","64,604,577,579","47,559,911,403","86,629,525,070","17,653,721,202",,"51,715,465,749","77,825,181,907"
6. Doanh thu hoạt động tài chính,"283,340,087","357,387,332","290,765,541","406,039,944","1,120,476,050","314,497,045","624,356,756","442,711,348","540,082,446","558,769,231","423,790,390","657,030,257","839,205,210","1,438,060,973","1,965,201,074","1,020,651,525","746,833,523","351,426,535","1,011,151,265","65,686,460","1,165,504,612",,"285,125,011","1,573,122,238"
7. Chi phí tài chính,"5,164,702,804","5,760,229,125","5,656,680,495","6,115,010,208","4,560,406,876","5,419,411,078","3,160,105,191","3,096,848,523","3,432,518,833","2,899,430,661","2,624,907,696","1,791,386,798","1,681,396,544","1,805,440,392","2,878,743,415","7,332,253,529","4,788,317,046","3,937,341,173","3,003,852,176","2,944,935,047","1,026,720,730",,"1,319,012,488","495,247,570"
- Trong đó: Chi phí lãi vay,"5,158,004,492","5,717,797,418","5,524,893,603","5,972,022,015","4,560,406,876","4,639,334,199","3,134,299,941","3,050,589,309","3,268,377,910","2,772,871,011","2,346,212,530","1,560,159,938","1,537,093,156","1,804,705,491","2,878,147,128","3,929,449,821","4,416,734,754","3,936,988,040","3,004,205,309","2,944,935,047","1,026,720,730",,"691,709,933","996,365,868"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"16,174,997,396","17,310,094,923","14,504,721,052","17,241,442,664","19,032,726,263","28,875,639,033","27,479,702,775","44,160,876,839","34,893,467,048","45,354,826,274","40,110,698,069","49,943,132,142","32,952,243,856","77,383,172,768","56,042,880,926","54,554,911,514","54,038,194,937","40,196,937,766","54,666,977,462","61,162,429,984","35,308,738,514",,"44,455,972,968","65,604,138,946"
10. Chi phí quản lý doanh nghiệp,"19,338,047,367","21,557,335,065","12,573,653,956","18,482,827,535","18,220,750,207","20,695,613,151","20,700,354,255","19,616,316,273","14,769,953,664","16,821,993,831","14,441,464,638","23,183,837,886","20,468,377,083","31,991,811,748","28,438,538,300","29,472,256,390","22,600,560,777","21,163,000,136","19,628,603,406","28,060,357,952","22,897,047,190",,"19,610,186,628","30,184,526,932"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"2,877,295,679","5,754,383,417","3,385,634,839","9,637,971,041","163,776,029","97,450,180","468,139,902","-814,622,922","275,103,451","515,451,682","-1,849,728,267","407,858,181","18,727,133","14,301,484,144","5,122,307,589","4,523,550,267","492,406,100","-341,274,961","-28,728,370,376","-5,472,511,453","-40,413,280,620",,"-13,384,581,324","-16,885,609,303"
12. Thu nhập khác,"479,767,985","1,425,612,055","938,222,297","541,783,064","155,959,795","274,701,021","130,882,757","1,657,318,700","140,578,699","238,408,150","3,906,974,016","622,556,978","426,005,056","1,473,064,863","1,019,725,699","442,174,286","357,526,120","813,230,127","2,486,006,718","301,623,437","264,990,196",,"2,365,960,387","1,043,641,085"
13. Chi phí khác,,"43,313,759","609,798,837","3,257,403",,,"16,994,683","254,530,704","7,674,393",,"1,460,237,516","22,778,443",,"33,063,988","178,212,950","-20,000","124,830,106","195,408,498","495,973,419","145,429,484","1,896,600",,"153,307,534","94,444,135"
14. Lợi nhuận khác(40=31-32),"479,767,985","1,382,298,296","328,423,460","538,525,661","155,959,795","274,701,021","113,888,074","1,402,787,996","132,904,306","238,408,150","2,446,736,500","599,778,535","426,005,056","1,440,000,875","841,512,749","442,194,286","232,696,014","617,821,629","1,990,033,299","156,193,953","263,093,596",,"2,212,652,853","949,196,950"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"3,357,063,664","7,136,681,713","3,714,058,299","10,176,496,702","319,735,824","372,151,201","582,027,976","588,165,074","408,007,757","753,859,832","597,008,233","1,007,636,716","444,732,189","15,741,485,019","5,963,820,338","4,965,744,553","725,102,114","276,546,668","-26,738,337,077","-5,316,317,500","-40,150,187,024",,"-11,171,928,471","-15,936,412,353"
16. Chi phí thuế TNDN hiện hành,,,,,,"103,178,394","116,405,595","8,718,738,884","81,601,552","8,284,805,116","119,401,647","8,542,284,583","4,112,555,817","9,111,385,921","2,451,066,077","445,085,509","500,297,931","206,711,662","-891,421,919",,,,,
17. Chi phí thuế TNDN hoãn lại,,"2,039,321,390",,"2,073,122,297",,"-140,601,648",,"-8,468,781,464",,"-8,134,033,148",,"-8,200,854,514","-4,023,609,379","-4,411,808,195",,"-1,441,674,483","-163,764,731","-163,764,731","625,760,394",,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"3,357,063,664","5,097,360,323","3,714,058,299","8,103,374,405","319,735,824","409,574,455","465,622,381","338,207,654","326,406,205","603,087,864","477,606,586","666,206,647","355,785,751","11,041,907,293","3,512,754,261","5,962,333,527","388,568,914","233,599,737","-26,472,675,552","-5,316,317,500","-40,150,187,024",,"-11,171,928,471","-15,936,412,353"
