,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"7,557,609,285,209","6,922,420,157,079","7,243,649,790,324","6,357,523,506,755","6,597,688,642,656","5,786,705,656,797","6,954,874,484,755","8,437,960,617,814","9,167,199,061,789","10,861,759,782,895","13,035,928,326,400","15,922,446,541,201","17,005,852,337,540","12,702,172,579,145","12,233,956,658,179","8,152,489,405,311","7,942,001,885,518","7,081,785,888,227","8,825,360,498,716",,"9,249,620,869,660",,"10,986,177,055,158","10,223,342,839,464"
2. Các khoản giảm trừ doanh thu,"12,172,384,423","11,138,849,244","15,403,371,194","7,703,015,831","12,689,482,286","8,188,305,579","120,860,871,722","92,667,452,885","67,608,113,815","15,770,761,902","52,033,980,353","125,398,622,479","72,224,701,503","41,100,698,755","56,720,819,850","213,371,516,572","24,573,266,722","100,919,254,794","179,582,258,811",,"176,396,727,781",,"145,796,484,319","114,638,372,003"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"7,545,436,900,786","6,911,281,307,835","7,228,246,419,130","6,349,820,490,924","6,584,999,160,370","5,778,517,351,218","6,834,013,613,033","8,345,293,164,929","9,099,590,947,974","10,845,989,020,993","12,983,894,346,047","15,797,047,918,722","16,933,627,636,037","12,661,071,880,390","12,177,235,838,329","7,939,117,888,739","7,917,428,618,796","6,980,866,633,433","8,645,778,239,905",,"9,073,224,141,879",,"10,840,380,570,839","10,108,704,467,461"
4. Giá vốn hàng bán,"6,938,343,920,747","6,128,868,686,256","6,257,870,428,132","5,518,633,261,087","5,631,901,059,990","4,702,644,291,988","5,771,150,231,346","6,817,769,555,610","7,600,738,924,861","8,955,708,918,438","10,030,159,798,762","13,323,080,434,240","14,810,351,326,627","11,231,063,020,706","10,582,264,858,812","8,169,792,182,280","7,757,461,411,410","6,077,142,168,575","7,753,682,842,081",,"8,123,530,589,517",,"9,503,466,005,063","9,260,081,624,530"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"607,092,980,039","782,412,621,579","970,375,990,998","831,187,229,837","953,098,100,380","1,075,873,059,230","1,062,863,381,687","1,527,523,609,319","1,498,852,023,113","1,890,280,102,555","2,953,734,547,285","2,473,967,484,482","2,123,276,309,410","1,430,008,859,684","1,594,970,979,517","-230,674,293,541","159,967,207,386","903,724,464,858","892,095,397,824",,"949,693,552,362",,"1,336,914,565,776","848,622,842,931"
6. Doanh thu hoạt động tài chính,"23,936,253,929","9,348,498,719","14,939,032,382","16,927,727,561","6,720,371,407","24,350,205,633","21,202,896,704","34,045,007,480","14,841,583,447","66,014,579,021","152,701,691,837","133,275,415,183","153,040,387,534","78,328,203,518","44,070,725,961","97,404,396,125","32,049,202,015","73,138,746,651","12,714,863,276",,"43,756,716,481",,"30,643,312,804","128,744,528,572"
7. Chi phí tài chính,"198,227,899,631","203,621,427,234","200,088,993,069","199,349,086,924","174,020,486,499","222,901,652,918","145,884,673,278","125,577,631,578","122,643,731,977","119,080,392,161","150,928,692,258","161,315,945,911","168,990,724,113","128,015,151,497","218,442,212,991","111,462,117,441","113,597,148,643","74,663,384,451","64,154,868,097",,"49,551,969,633",,"64,508,986,628","97,789,592,668"
- Trong đó: Chi phí lãi vay,"187,040,186,546","192,420,411,211","178,349,555,282","185,552,127,572","157,976,183,288","151,674,135,447","136,485,157,060","113,950,660,131","91,845,086,689","77,078,839,889","79,458,539,288","106,666,082,947","75,432,057,646","52,046,334,384","59,241,516,019","73,522,016,290","47,864,076,978","57,069,959,356","54,630,974,661",,"25,318,241,519",,"39,340,801,219","39,610,103,824"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"435,815,513,154","434,032,224,684","468,746,667,553","411,059,847,645","467,638,546,563","503,610,066,891","477,537,778,902","772,296,681,754","595,425,651,914","647,566,225,161","857,091,521,374","1,244,403,838,105","1,226,880,157,592","926,923,900,276","1,014,890,610,022","662,138,667,103","668,467,268,095","535,694,503,601","720,474,822,205",,"734,992,345,785",,"900,886,044,821","908,893,468,251"
