,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"113,068,983,712","123,967,660,649","108,332,380,584","136,509,717,598","104,543,348,180","142,091,890,744","94,549,714,122","106,477,311,608","105,024,017,548","69,662,761,355","108,576,352,498","142,553,232,537","134,043,713,707","169,043,052,543","115,371,788,308","103,791,828,286","99,485,305,598","99,872,822,452","115,497,186,360",,"104,267,348,253",,"129,116,640,153","148,967,545,769"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"-116,083,162,529","30,139,807,731","208,146,982,174","101,196,305,231","213,616,090,545","231,619,654,310","366,094,112,089","557,216,991,859","690,600,205,121","1,119,985,302,899","1,989,839,672,992","1,058,969,883,112","746,402,101,532","284,354,958,886","290,337,094,157","-1,010,662,510,246","-689,533,312,935","266,632,501,005","4,683,384,438",,"104,638,605,172",,"273,046,206,978","-178,283,235,185"
12. Thu nhập khác,"217,750,750,475","25,514,094,757","9,042,342,901","2,731,280,514","6,254,304,679","7,867,071,723","8,920,846,974","10,154,004,752","2,790,161,120","8,142,641,520","2,734,302,199","2,067,452,170","4,533,057,296","8,198,213,063","23,587,606,531","19,780,114,602","22,890,455,426","35,325,093,649","7,632,152,138",,"13,253,025,050",,"15,598,748,734","4,416,775,870"
13. Chi phí khác,"222,832,318","1,225,324,257","1,223,808,843","8,278,835,649","31,833,148","9,520,241,538","6,550,824,566","16,853,790,273","1,582,268,589","2,312,594,441","1,084,307,532","12,224,381,245","1,000,289,639","1,539,354,019","909,540,383","6,482,540,770","720,170,063","4,419,957,899","109,136,736",,"2,677,667,757",,"1,394,831,037","2,067,646,317"
14. Lợi nhuận khác(40=31-32),"217,527,918,157","24,288,770,500","7,818,534,058","-5,547,555,135","6,222,471,531","-1,653,169,815","2,370,022,408","-6,699,785,521","1,207,892,531","5,830,047,079","1,649,994,667","-10,156,929,075","3,532,767,657","6,658,859,044","22,678,066,148","13,297,573,832","22,170,285,363","30,905,135,750","7,523,015,402",,"10,575,357,293",,"14,203,917,697","2,349,129,553"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"101,444,755,628","54,428,578,231","215,965,516,232","95,648,750,096","219,838,562,076","229,966,484,495","368,464,134,497","550,517,206,338","691,808,097,652","1,125,815,349,978","1,991,489,667,659","1,048,812,954,037","749,934,869,189","291,013,817,930","313,015,160,305","-997,364,936,414","-667,363,027,572","297,537,636,755","12,206,399,840",,"115,213,962,465",,"287,250,124,675","-175,934,105,632"
16. Chi phí thuế TNDN hiện hành,"33,649,851,749","13,385,371,909","55,317,865,933","1,430,215,773","46,297,782,775","53,455,475,893","61,620,446,529","98,449,571,486","122,820,461,089","117,837,604,776","294,848,263,107","169,056,553,487","135,468,723,876","44,437,569,319","49,190,237,207","-141,404,745,680","7,680,968,962","11,467,780,065","22,887,270,833",,"21,404,514,178",,"21,555,262,473","14,457,973,187"
17. Chi phí thuế TNDN hoãn lại,"7,142,482,504","-12,164,338,233","-426,300,813","10,286,273,378","-7,564,480,453","-24,531,303,253","-11,264,174,177","2,035,030,872","-3,028,407,392","-26,936,487,722","-5,182,882,316","-60,618,480,428","-23,857,292,667","12,501,668,146","-1,184,920,847","31,014,928,811","5,189,504,110","35,467,954,328","-24,841,593,485",,"-9,553,103,350",,"-7,717,606,287","-4,504,894,397"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"60,652,421,375","53,207,544,555","161,073,951,112","83,932,260,945","181,105,259,754","201,042,311,855","318,107,862,145","450,032,603,980","572,016,043,955","1,034,914,232,924","1,701,824,286,868","940,374,880,978","638,323,437,980","234,074,580,465","265,009,843,945","-886,975,119,545","-680,233,500,644","250,601,902,362","14,160,722,492",,"103,362,551,637",,"273,412,468,489","-185,887,184,422"
19. Lợi nhuận sau thuế công ty mẹ,"60,657,746,313","53,203,569,357","161,058,286,615","83,926,854,971","181,105,912,191","201,041,965,983","318,377,347,052","450,077,109,134","572,022,644,799","1,034,919,888,247","1,701,824,995,725","940,375,087,478","638,326,800,607","234,077,881,487","265,001,644,864","-886,952,560,468","-680,240,868,688","250,587,028,021","14,147,544,591",,"103,352,251,012",,"273,403,232,357","-185,890,767,533"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"-5,324,938","3,975,198","15,664,497","5,405,974","-652,437","345,872","-269,484,907","-44,505,154","-6,600,844","-5,655,323","-708,857","-206,500","-3,362,627","-3,301,022","8,199,081","-22,559,077","7,368,044","14,874,341","13,177,901",,"10,300,625",,"9,236,132","3,583,111"
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
