,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"696,766,940,410","538,640,562,024","512,933,672,957","483,664,830,034","477,703,583,790","506,931,606,440","602,910,204,743","585,001,425,882","689,549,893,766","646,003,179,134","580,305,462,349","707,237,926,044","855,027,108,680","505,196,174,797","477,693,450,688","500,061,029,272","506,888,310,539","358,637,194,148","390,126,438,573","471,302,753,735","283,507,268,134","348,741,222,971","384,797,627,605","344,873,016,137"
2. Các khoản giảm trừ doanh thu,"2,013,225,614","3,319,555,102","3,743,214,517","7,254,286,503","7,150,503,299","2,332,697,532","2,277,397,122","1,393,917,840","2,046,492,861","2,556,810,437","1,916,693,230","3,246,626,460","2,169,039,864","793,439,287","490,986,635","-684,786,693","611,398,249","326,601,223","433,049,265","620,991,985","1,049,777,980","1,212,998,267","1,753,072,121","145,233,898"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"694,753,714,796","535,321,006,922","509,190,458,440","476,410,543,531","470,553,080,491","504,598,908,908","600,632,807,621","583,607,508,042","687,503,400,905","643,446,368,697","578,388,769,119","703,991,299,584","852,858,068,816","504,402,735,510","477,202,464,053","500,745,815,965","506,276,912,290","358,310,592,925","389,693,389,308","470,681,761,750","282,457,490,154","347,528,224,704","383,044,555,484","344,727,782,239"
4. Giá vốn hàng bán,"666,535,989,941","509,090,795,517","491,202,949,472","457,649,453,295","443,091,932,290","488,205,047,684","583,960,193,841","558,453,860,841","651,049,438,126","612,060,468,743","566,683,790,469","686,163,453,673","825,402,689,149","509,541,257,180","487,121,310,651","479,841,581,673","478,605,559,479","349,849,304,906","382,668,671,238","457,415,000,476","273,332,513,602","341,321,472,721","378,874,525,853","334,590,570,988"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"28,217,724,855","26,230,211,405","17,987,508,968","18,761,090,236","27,461,148,201","16,393,861,224","16,672,613,780","25,153,647,201","36,453,962,779","31,385,899,954","11,704,978,650","17,827,845,911","27,455,379,667","-5,138,521,670","-9,918,846,598","20,904,234,292","27,671,352,811","8,461,288,019","7,024,718,070","13,266,761,274","9,124,976,552","6,206,751,983","4,170,029,631","10,137,211,251"
6. Doanh thu hoạt động tài chính,"57,229,911","95,751,219","52,770,690","102,745,832","388,678,319","471,574,092","142,954,119","202,887,185","101,116,947","72,681,949","194,685,285","97,748,317","354,502,900","352,429,643","90,968,401","222,337,761","74,232,069","130,363,912","18,386,259","10,539,805","86,064,695","189,626,735","46,463,271","743,189,404"
7. Chi phí tài chính,"2,624,017,798","3,942,903,398","4,294,049,895","3,296,008,785","3,811,612,098","2,402,337,606","1,202,562,124","265,285,132","4,441,018,931","-1,758,041,879","2,443,708,739","2,096,122,722","2,759,938,931","3,425,627,587","3,518,447,680","3,681,420,947","2,312,772,771","2,032,260,295","3,256,211,019","1,297,524,078","1,684,008,894","817,530,065","811,017,126","361,250,399"
- Trong đó: Chi phí lãi vay,"2,624,015,925","3,919,065,862","4,224,259,640","3,271,263,906","3,807,386,677","1,787,035,647","1,173,212,844","189,782,425","4,400,673,229","-1,835,916,807","2,317,096,261","1,939,269,155","2,640,944,148","3,423,460,224","3,516,937,345","3,593,252,079","2,243,041,523","2,022,419,275","3,253,704,272","1,290,084,434","1,679,105,538","813,620,467","796,497,713","328,606,011"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"7,838,050,328","4,850,187,773","4,974,632,696","5,137,767,225","5,229,672,747","5,113,861,863","6,130,024,708","4,556,965,919","6,911,891,782","1,611,606,345","2,182,792,477","4,186,635,672","6,227,235,456","3,427,554,474","4,545,760,361","3,643,931,150","4,080,128,995","2,261,719,170","4,099,371,695","3,972,798,853","2,814,858,213","3,336,997,070","3,402,852,510","3,184,297,342"
10. Chi phí quản lý doanh nghiệp,"5,775,006,416","6,723,761,325","6,332,045,783","4,020,787,055","8,942,846,240","3,652,738,647","4,859,975,282","15,037,845,803","10,985,827,773","-4,236,866,609","4,798,403,154","19,138,521,303","7,694,734,749","-12,283,603,454","5,179,555,242","6,896,835,370","14,778,323,868","3,197,984,208","3,061,259,626","3,455,308,885","3,271,612,432","1,431,472,795","4,139,422,352","4,402,096,908"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"12,037,880,224","10,809,110,128","2,439,551,284","6,409,273,003","9,865,695,435","5,696,497,200","4,623,005,785","5,496,437,532","14,216,341,240","35,841,884,046","2,474,759,565","-7,495,685,469","11,127,973,431","644,329,366","-23,071,641,480","6,904,384,586","6,574,359,246","1,099,688,258","-3,373,738,011","4,551,669,263","1,440,561,708","810,378,788","-4,136,799,086","2,932,756,006"
12. Thu nhập khác,"98,140,000","131,363,636","889,085,573","723,566,478","5,454,546","325,324,371","73,585,991","183,417,455","6,363,637","5,390,000","9,000,000","16,819,267",,,,"114,381,000","90,206,667",,,,,,,
13. Chi phí khác,"750,000","1,235,975,192",,"565,000,000",,,"2,100,000","20,627,273",,01,,"100,000,000",,"16,220,877","679,991,352",,,,,,,,,
14. Lợi nhuận khác(40=31-32),"97,390,000","-1,104,611,556","889,085,573","158,566,478","5,454,546","325,324,371","71,485,991","162,790,182","6,363,637","5,389,999","9,000,000","-83,180,733",,"-16,220,877","-679,991,352","114,381,000","90,206,667",,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"12,135,270,224","9,704,498,572","3,328,636,857","6,567,839,481","9,871,149,981","6,021,821,571","4,694,491,776","5,659,227,714","14,222,704,877","35,847,274,045","2,483,759,565","-7,578,866,202","11,127,973,431","628,108,489","-23,751,632,832","7,018,765,586","6,664,565,913","1,099,688,258","-3,373,738,011","4,551,669,263","1,440,561,708","810,378,788","-4,136,799,086","2,932,756,006"
16. Chi phí thuế TNDN hiện hành,"2,427,054,045","1,940,899,714","665,727,371","1,331,586,296","1,974,229,996","1,220,391,715","843,465,715","1,142,433,542","2,844,540,975","7,183,450,809","496,751,912","-1,505,310,039","2,225,594,686","125,621,698","-1,790,321,400","362,023,511","1,332,913,183","219,937,651","-674,747,602","944,402,524","288,112,342","162,075,757","-827,359,817","387,086,186"
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"9,708,216,179","7,763,598,858","2,662,909,486","5,236,253,185","7,896,919,985","4,801,429,856","3,851,026,061","4,516,794,172","11,378,163,902","28,663,823,236","1,987,007,653","-6,073,556,163","8,902,378,745","502,486,791","-21,961,311,432","6,656,742,075","5,331,652,730","879,750,607","-2,698,990,409","3,607,266,739","1,152,449,366","648,303,031","-3,309,439,269","2,545,669,820"
