TÀI SẢN,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,940,389,940,000","2,926,449,990,000","2,977,288,710,000","3,075,625,890,000","2,956,244,750,000","3,848,683,270,000","5,222,460,930,000","6,342,806,740,000","7,113,171,810,000","7,833,013,220,000","7,290,045,950,000","6,430,493,840,000","5,427,448,330,000","6,115,162,260,000","6,494,623,030,000","7,023,102,520,000","7,007,205,340,000","6,623,086,370,000","6,672,701,080,000","8,312,170,800,000","9,339,081,720,000","11,447,859,360,000","13,599,971,760,000","16,568,965,940,000","16,981,438,890,000","16,347,393,950,000","15,612,205,900,000","14,157,693,070,000","14,917,464,340,000","14,440,733,290,000","16,838,819,370,000","17,174,448,620,000","19,458,498,860,847","23,009,916,452,730","20,322,217,963,459","26,491,835,561,026"
I. Tiền và các khoản tương đương tiền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,937,604,580,000","2,827,219,910,000","2,879,138,180,000","3,067,338,630,000","2,948,367,090,000","3,664,749,260,000","4,984,505,520,000","6,224,215,990,000","7,024,172,080,000","7,828,907,950,000","7,285,630,350,000","6,427,809,230,000","5,408,072,300,000","6,069,551,630,000","6,477,582,510,000","7,007,668,780,000","6,838,844,930,000","6,416,196,590,000","6,663,766,650,000","8,214,643,150,000","9,220,995,040,000","11,377,241,520,000","13,466,149,370,000","16,415,069,530,000","16,826,108,490,000","16,190,251,410,000","15,453,789,290,000","14,105,852,060,000","14,766,756,730,000","14,388,071,240,000","16,612,389,730,000","16,979,554,560,000","19,197,280,192,757","22,609,415,802,879","20,188,143,737,526","26,323,154,756,009"
1. Tiền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"551,987,530,000","222,394,340,000","467,566,020,000","545,870,780,000","236,160,440,000","501,488,780,000","102,555,740,000","486,703,200,000","106,056,760,000","587,625,260,000","324,440,600,000","1,144,361,570,000","453,964,040,000","546,573,400,000","823,959,010,000","794,511,760,000","980,082,440,000","1,897,867,430,000","429,220,640,000","642,512,980,000","219,637,700,000","1,390,655,600,000","655,194,210,000","1,131,748,600,000","1,419,586,240,000","2,985,622,340,000","1,839,232,490,000","3,423,501,610,000","3,029,413,850,000","1,903,146,290,000","1,774,586,200,000","787,897,820,000","1,040,594,399,692","3,903,157,759,657","2,543,516,547,760","4,743,771,932,745"
2. Các khoản tương đương tiền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"705,733,970,000","481,797,660,000","667,427,750,000","751,988,930,000","740,880,850,000","692,845,310,000","696,675,300,000","444,076,740,000","567,730,190,000","376,724,740,000","449,046,730,000","425,293,510,000","659,549,880,000","999,854,720,000","961,229,510,000","794,903,060,000","689,252,160,000","785,123,690,000","557,627,380,000","614,823,600,000","917,360,420,000","810,092,760,000","939,452,700,000","1,221,516,470,000","921,710,380,000","1,231,102,620,000","1,388,383,800,000","665,257,900,000","611,832,440,000","557,177,970,000","1,123,270,040,000","122,137,630,000","839,129,200,975","1,007,406,220,282","476,160,607,000","846,252,317,226"
II. Các khoản đầu tư tài chính ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"365,038,490,000","80,290,000","3,058,990,000","1,843,190,000","4,364,920,000","424,080,000","3,885,240,000","3,788,980,000","6,093,430,000","4,567,550,000","7,757,970,000","318,830,000","686,340,000","68,030,470,000","120,507,850,000","345,404,420,000","384,099,280,000","24,596,890,000","27,756,870,000","24,687,000,000","29,878,100,000","21,556,710,000","22,512,050,000","20,164,830,000","24,151,010,000","6,850,720,000","3,128,950,000","2,306,030,000","3,099,660,000","2,546,840,000","7,700,220,000","227,931,440,000",,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III. Các khoản phải thu ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,785,360,000","99,230,090,000","98,150,520,000","8,287,260,000","7,877,660,000","183,934,010,000","237,955,400,000","118,590,750,000","88,999,730,000","4,105,270,000","4,415,590,000","2,684,620,000","19,376,030,000","45,610,630,000","17,040,520,000","15,433,740,000","168,360,410,000","206,889,780,000","8,934,430,000","97,527,650,000","118,086,680,000","70,617,840,000","133,822,390,000","153,896,410,000","155,330,400,000","157,142,540,000","158,416,610,000","51,841,010,000","150,707,600,000","52,662,040,000","226,429,640,000","194,894,060,000","261,218,668,090","400,500,649,851","134,074,225,933","168,680,805,017"
1. Phải thu ngắn hạn của khách hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,462,100,000","788,540,000","1,735,640,000","506,350,000","582,280,000","571,910,000","1,623,920,000","439,970,000","2,737,670,000","489,730,000","892,530,000","2,136,160,000","854,460,000","1,376,400,000","937,490,000","548,840,000","455,600,000","366,960,000","478,260,000","631,990,000","463,980,000","689,430,000","456,810,000","530,110,000","2,923,870,000","991,730,000","847,330,000","973,200,000","138,660,000","110,760,000","437,890,000","83,000,000","132,177,490","117,690,584","93,050,000","117,700,000"
