quarter,P,EPS,D/E,P/E,SIZE
2005Q1,,,,,
2005Q2,,,,,
2005Q3,,,,,
2005Q4,,,,,
2006Q1,,,0.5160079898581673,,27.26024294257352
2006Q2,,,,,
2006Q3,,,0.5160079898581673,,27.26024294257352
2006Q4,,,0.5160079898581673,,27.26024294257352
2007Q1,,,0.9816291027516906,,28.07203288916321
2007Q2,,,0.9816291027516906,,28.07203288916321
2007Q3,,,0.9816291027516906,,28.07203288916321
2007Q4,,,0.9816291027516906,,28.07203288916321
2008Q1,,,0.8340173058116109,,28.000756912827846
2008Q2,,,0.8340173058116109,,28.000756912827846
2008Q3,,,0.8340173058116109,,28.000756912827846
2008Q4,,,0.8340173058116109,,28.000756912827846
2009Q1,,,1.7322105550739162,,28.43470336940181
2009Q2,,,1.7322105550739162,,28.43470336940181
2009Q3,,,1.7322105550739162,,28.43470336940181
2009Q4,,,1.7322105550739162,,28.43470336940181
2010Q1,,,1.5292004077372032,,28.403135197491956
2010Q2,,,1.5292004077372032,,28.403135197491956
2010Q3,,,1.5292004077372032,,28.403135197491956
2010Q4,,,1.5292004077372032,,28.403135197491956
2011Q1,,,1.493292683073248,,28.392234653530398
2011Q2,,,1.493292683073248,,28.392234653530398
2011Q3,,,1.493292683073248,,28.392234653530398
2011Q4,,,1.493292683073248,,28.392234653530398
2012Q1,,,1.2312719518485828,,28.302350244292423
2012Q2,6052.930078125,,1.2312719518485828,,28.302350244292423
2012Q3,5777.173758370535,,1.2312719518485828,,28.302350244292423
2012Q4,5205.412881174395,,1.2312719518485828,,28.302350244292423
2013Q1,6383.381966145834,,0.7931297591820637,,28.214906843238722
2013Q2,6700.914039611816,,0.7931297591820637,,28.214906843238722
2013Q3,6471.634803771973,,0.7931297591820637,,28.214906843238722
2013Q4,8266.277503967285,,0.7931297591820637,,28.214906843238722
2014Q1,11764.219326331968,,0.7358851913388165,,28.219486203703152
2014Q2,10230.21402219742,,0.7358851913388165,,28.219486203703152
2014Q3,11363.901153564453,,0.7358851913388165,,28.219486203703152
2014Q4,14112.149993896484,,0.7358851913388165,,28.219486203703152
2015Q1,12178.642610143443,,0.5341971715717966,,28.117103616487007
2015Q2,10944.969819568452,,0.5030575599846344,,28.088575100107978
2015Q3,9969.333099365234,,0.5192132197090722,,28.10219455965444
2015Q4,9494.743545532227,,0.44661538664233164,,28.050278682780622
2016Q1,8474.029561027151,,0.4345410660529659,,28.05392602585938
2016Q2,8538.856811523438,,0.6169222553175898,,28.225703132471633
2016Q3,8998.90625,,0.619372281763617,,28.216847577353754
2016Q4,8017.460317460317,,0.5353149884489157,,28.16534485865932
2017Q1,7575.806451612903,,0.5174048682382352,,28.166654485398496
2017Q2,7305.873015873016,,0.48216977495338315,,28.105391990969817
2017Q3,7507.142857142857,,0.45688029403054337,,28.10177873204723
2017Q4,7439.68253968254,,0.43611439546942943,,28.0935635557733
2018Q1,7692.459016393443,,0.4419576643489985,,28.117707693493827
2018Q2,7145.625,,0.4323683741560915,,28.076035125111858
2018Q3,6966.0317460317465,,0.4106548743782868,,28.07454511968428
2018Q4,6984.444444444444,,0.3765963815541541,,28.065055682552376
2019Q1,6977.377049180328,,0.36146691380744206,,28.03318114342469
2019Q2,5965.714285714285,,0.3723227169910116,,27.963631192172766
2019Q3,5231.71875,,0.3435910801345614,,27.96365528295171
2019Q4,5026.55737704918,,0.3239666407774309,,27.993007026063058
2020Q1,4851.774193548387,,0.30011392690750127,,27.978707574091995
2020Q2,4794.444444444444,,0.3146445550557845,,28.010840522076112
2020Q3,5784.375,,0.27178559582551043,,27.98266342910718
2020Q4,7237.03125,,0.45032216500664196,,28.102240137571254
2021Q1,9513.606557377048,,0.4603055780468812,,28.124754538460188
2021Q2,8750.50847457627,,0.4674970670298747,,28.102800206898916
2021Q3,8867.8125,,0.4345014851912486,,28.06706146125226
2021Q4,12008.59375,,0.35852295971209874,,28.018306345087666
2022Q1,10821.666666666666,,0.3031071049165526,,27.94852509977771
2022Q2,,,0.26321638691243693,,27.875255879966996
2022Q3,,,0.24490634629347616,,27.899774895885344
2022Q4,,,0.1271182806888363,,28.00899173338875
2023Q1,,,0.08006408442544091,,27.98857075525171
2023Q2,,,0.1115276769666248,,27.95998961684788
2023Q3,,,0.1248063302435853,,27.990041486756397
2023Q4,,,0.11999818092109227,,27.986632441133064
2024Q1,,,0.09091168820821605,,27.975565129475367
2024Q2,,,0.10210248844034116,,27.936510306021564
2024Q3,,,0.10469240858522015,,27.955798763298695
2024Q4,,,0.08238553080500059,,27.963347727832048
