,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"5,251,675,109","8,495,389,770","6,438,206,965","9,852,839,218","5,250,035,855","6,627,597,356","5,427,019,761","12,213,678,975","11,730,226,533","21,891,406,158","8,582,822,839","18,636,733,024","15,675,712,119","19,791,569,950","16,272,684,948","17,223,357,002","19,318,332,320","13,869,526,009","14,337,080,697","19,885,272,183","14,450,893,946","14,281,447,575","14,281,371,840","15,065,802,795"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"-1,238,379,411","5,620,599,519","-1,828,661,542","127,492,361,934","-1,223,902,901","40,583,305,229","31,977,351,899","126,484,017,707","27,080,751,640","-24,057,391,425","48,675,093,494","85,513,702,859","6,071,330,095","116,993,014,315","40,933,524,025","26,344,159,235","31,459,691,398","17,350,034,663","12,484,435,758","30,596,855,760","15,068,658,169","8,547,494,416","3,803,670,269","23,123,545,017"
12. Thu nhập khác,"2,783,028,770","11,105,330,728","4,615,032,002","9,436,268,233","4,377,631,574","6,032,105,433","9,592,917,809","449,493,119","4,795,945,597","24,721,880,623","364,772,728","10,937,735,212","1,622,065,151","9,212,284,626","1,541,919,308","3,884,994,479","845,385,895","1,477,655,203","381,078,113","45,366,513,763","3,560,155,368","12,028,020,768","8,836,949,637","1,503,288,471"
13. Chi phí khác,"1,205,856,138","11,410,457,642","1,109,135,235","14,696,396,017","2,032,855,012","3,004,649,263","3,766,526,404","42,400,639,799","3,791,355,593","-2,226,550,009","2,468,441,220","5,043,808,718","4,209,759,822","14,635,303,304","5,988,908,526","742,114,176","1,132,043,159","1,883,185,442","1,041,791,188","1,119,155,909","2,308,071,812","7,077,729,153","744,993,093","3,269,620,141"
14. Lợi nhuận khác(40=31-32),"1,577,172,632","-305,126,914","3,505,896,767","-5,260,127,784","2,344,776,562","3,027,456,170","5,826,391,405","-41,951,146,680","1,004,590,004","26,948,430,632","-2,103,668,492","5,893,926,494","-2,587,694,671","-5,423,018,678","-4,446,989,218","3,142,880,303","-286,657,264","-405,530,239","-660,713,075","44,247,357,854","1,252,083,556","4,950,291,615","8,091,956,544","-1,766,331,670"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"338,793,221","5,315,472,605","1,677,235,225","122,232,234,150","1,120,873,661","43,610,761,399","37,803,743,304","84,532,871,027","28,085,341,644","2,891,039,207","46,571,425,002","91,407,629,353","3,483,635,424","111,569,995,637","36,486,534,807","29,487,039,538","31,173,034,134","16,944,504,424","11,823,722,683","74,844,213,614","16,320,741,725","13,497,786,031","11,895,626,813","21,357,213,347"
16. Chi phí thuế TNDN hiện hành,"1,029,694,132","2,240,075,262","1,371,764,619","8,868,955,414","293,285,359","7,283,885,930","7,072,901,003","28,904,116,968","5,617,068,327","5,712,346,161","2,500,214,031","21,897,938,573","2,544,226,797","24,622,203,957","7,117,868,820","14,341,877,254","4,461,315,254","4,613,129,914","4,988,609,525","20,009,360,308","5,408,237,379","4,719,445,725","5,777,130,223","9,551,346,513"
17. Chi phí thuế TNDN hoãn lại,"-1,130,568,144","-1,279,091,101","-1,134,049,771","-955,222,931",,"1,403,745,811","-238,722,460","-1,303,107,217",,"1,416,631,204",,"-727,714,342",,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"439,667,233","4,354,488,444","1,439,520,377","114,318,501,667","827,588,302","34,923,129,658","30,969,564,761","56,931,861,276","22,468,273,317","-4,237,938,158","44,071,210,971","70,237,405,122","939,408,627","86,947,791,680","29,368,665,987","15,145,162,284","26,711,718,880","12,331,374,510","6,835,113,158","54,834,853,306","10,912,504,346","8,778,340,306","6,118,496,590","11,805,866,834"
19. Lợi nhuận sau thuế công ty mẹ,"690,111,279","8,924,593,368","1,479,913,248","111,603,601,666","877,971,522","33,595,727,108","30,202,133,991","58,071,208,595","22,467,364,207","-7,945,766,498","44,677,087,685","69,980,116,701","3,802,499,100","88,874,921,241","27,961,177,626","18,917,222,654","19,866,801,707","10,933,895,716","6,691,114,704","51,624,847,701","9,424,280,839","10,125,802,338","7,225,441,910","12,070,933,919"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"-250,444,046","-4,570,104,924","-40,392,871","2,714,900,001","-50,383,220","1,327,402,550","767,430,770","-1,139,347,319","909,110","3,707,828,340","-605,876,714","257,288,421","-2,863,090,473","-1,927,129,561","1,407,488,361","-3,772,060,370","6,844,917,173","1,397,478,794","143,998,454","3,210,005,605","1,488,223,507","-1,347,462,032","-1,106,945,320","-265,067,085"
21. Lãi cơ bản trên cổ phiếu(*),10,130,22,"1,626",13,489,440,846,327,-144,563,802,48,"1,019",321,197,207,114,70,538,98,106,75,126
22. Lãi suy giảm trên cổ phiếu (*),10,130,22,"1,626",13,489,440,846,327,-144,563,802,48,"1,019",321,197,207,114,70,538,98,106,75,126
