,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"61,501,229,860","49,019,068,917","23,460,492,505","317,095,583,356","26,513,053,119","186,572,098,394","133,533,561,545","614,094,833,378","157,635,062,712","88,615,163,260","107,511,288,181","425,985,160,753","118,934,034,944","310,680,945,083","242,691,837,660","175,847,545,510","131,880,254,415","145,649,429,689","134,028,846,788","188,310,975,671","135,246,809,941","136,304,760,918","134,718,464,858","168,133,114,441"
2. Các khoản giảm trừ doanh thu,,,,,,,,"-67,080,468",,"3,623,586,300",,,"365,248,981","397,878,559","364,845,042","4,984,897,483","39,173,726","86,962,397","-386,806,757","173,447,643","-417,816,409","-868,265,688","62,764,180",
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"61,501,229,860","49,019,068,917","23,460,492,505","317,095,583,356","26,513,053,119","186,572,098,394","133,533,561,545","614,161,913,846","157,635,062,712","84,991,576,960","107,511,288,181","425,985,160,753","118,568,785,963","310,283,066,524","242,326,992,618","170,862,648,027","131,841,080,689","145,562,467,292","134,415,653,545","188,137,528,028","135,664,626,350","137,173,026,606","134,655,700,678","168,133,114,441"
4. Giá vốn hàng bán,"58,997,409,227","24,669,645,148","15,009,107,571","172,351,281,016","19,766,220,949","136,582,117,715","89,898,393,875","428,486,684,630","101,156,432,443","70,022,900,084","38,687,219,518","314,323,273,499","80,145,055,412","154,190,462,985","166,326,874,592","105,701,938,906","77,124,279,476","94,287,108,552","86,733,732,604","116,288,596,368","86,853,306,562","93,147,508,895","96,199,112,936","106,832,931,673"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"2,503,820,633","24,349,423,769","8,451,384,934","144,744,302,340","6,746,832,170","49,989,980,679","43,635,167,670","185,675,229,216","56,478,630,269","14,968,676,876","68,824,068,663","111,661,887,254","38,423,730,551","156,092,603,539","76,000,118,026","65,160,709,121","54,716,801,213","51,275,358,740","47,681,920,941","71,848,931,660","48,811,319,788","44,025,517,711","38,456,587,742","61,300,182,768"
6. Doanh thu hoạt động tài chính,"4,642,862,114","745,205,184","379,165,782","1,101,254,818","76,651,094","472,824,445","407,815,777","626,564,463","86,414,196","894,441,078","220,105,665","10,804,274,336","2,168,825,877","-791,656,201","673,369,819","750,096,875","1,451,185,102","515,568,768","1,668,850,285","841,576,168","640,199,429","201,985,640","142,626,804","58,040,741"
7. Chi phí tài chính,"3,052,832,922","-3,620,549,183","4,206,005,293","2,671,976,125","2,495,647,801","1,594,843,274","2,456,844,024","37,423,127,731","15,092,323,600","16,342,261,176","11,746,257,995","14,313,174,106","17,695,466,960","16,805,087,945","16,515,627,839","19,145,019,191","3,327,148,321","18,026,969,560","21,102,386,139","20,420,632,774","18,408,955,507","19,947,641,063","18,691,483,079","19,024,898,033"
- Trong đó: Chi phí lãi vay,"3,052,832,922","4,457,027,449","4,206,005,293","2,865,874,945","2,495,647,801","1,594,843,274","2,456,844,024","33,630,674,774","15,091,909,253","15,738,408,299","11,746,086,771","14,467,474,438","18,674,317,645","10,994,301,685","12,218,705,842","15,648,888,456","19,541,722,126","18,023,078,718","21,099,109,137","20,420,632,774","18,408,955,507","19,944,915,063","17,529,357,832","17,243,201,473"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,"-12,604,158,938",,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"80,554,127","1,995,029,909","15,000,000","5,828,379,881","301,702,509","1,657,059,265","4,181,767,763","10,180,969,266","2,661,742,692","1,686,842,045","40,000,000","4,002,551,601","1,150,047,254","1,711,275,128","2,951,651,033","3,198,270,568","2,062,814,276","2,544,397,276","1,426,868,632","1,787,747,111","1,523,011,595","1,450,920,297","1,822,689,358","4,143,977,664"
