,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"103,047,364,932","83,902,156,661","77,429,538,676","610,400,491,519","187,890,203,986","159,821,496,687","92,601,000,587","361,927,820,720","183,876,258,769","112,328,745,663","210,445,908,706","152,609,635,944","205,524,453,686","170,144,954,526","249,894,550,012","237,767,743,814","85,908,444,913","35,316,624,833","336,146,600,915","522,718,211,991","107,366,643,687","143,220,780,925","177,037,289,650","372,520,507,119"
2. Các khoản giảm trừ doanh thu,,,,"19,912,160",,"6,818,182","263,636",,"97,246,303","13,290,000",,"17,846,967","6,818,182","8,886,261","29,137,326","3,422,669",,"240,000",,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"103,047,364,932","83,902,156,661","77,429,538,676","610,380,579,359","187,890,203,986","159,814,678,505","92,600,736,951","361,927,820,720","183,779,012,466","112,315,455,663","210,445,908,706","152,591,788,977","205,517,635,504","170,136,068,265","249,865,412,686","237,764,321,145","85,908,444,913","35,316,384,833","336,146,600,915","522,718,211,991","107,366,643,687","143,220,780,925","177,037,289,650","372,520,507,119"
4. Giá vốn hàng bán,"80,783,015,592","61,421,272,688","53,069,928,310","559,542,845,289","164,751,212,275","114,568,418,043","66,047,770,828","321,489,878,804","147,436,680,543","84,108,350,787","191,259,419,715","107,161,026,242","181,927,011,127","130,050,631,259","202,464,192,910","208,042,765,504","56,398,210,275","20,590,230,252","258,730,590,814","450,638,079,693","85,989,102,434","104,240,228,499","126,926,190,309","236,948,100,346"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"22,264,349,340","22,480,883,973","24,359,610,366","50,837,734,070","23,138,991,711","45,246,260,462","26,552,966,123","40,437,941,916","36,342,331,923","28,207,104,876","19,186,488,991","45,430,762,735","23,590,624,377","40,085,437,006","47,401,219,776","29,721,555,641","29,510,234,638","14,726,154,581","77,416,010,101","72,080,132,298","21,377,541,253","38,980,552,426","50,111,099,341","135,572,406,773"
6. Doanh thu hoạt động tài chính,"685,832,565","1,964,528,211","1,561,927,664","2,219,433,725","540,220,899","5,386,239,607","1,139,637,753","4,521,167,710","904,644,013","1,731,628,552","5,755,107,067","2,733,118,479","7,260,855,047","39,629,371,963","559,213,272","6,659,923,665","1,257,755,647","8,755,009,692","1,209,901,717","39,712,798,551","10,019,815,589","2,995,623,859","1,748,976,105","9,618,726,962"
7. Chi phí tài chính,"922,828,129","831,575,945","355,781,938","736,508,743","398,185,312","4,653,987,621","400,932,452","2,138,681,761","508,716,925","1,824,690,382","2,253,115,583","614,409,130","108,379,233","45,600,284,421","77,928,550","-1,209,128,469","224,936,970","430,130,621","4,562,298,357","2,840,424,787","-814,711,359","7,705,003,892","1,514,041,236","4,625,146,720"
- Trong đó: Chi phí lãi vay,"914,373,629","782,685,169","356,633,963","503,038,487","331,276,803","569,299,802","397,618,551","406,325,292","498,539,545","1,990,845,866","919,444,994","652,851,053","105,988,301","251,585,382","33,922,039","337,012,491","199,251,155","910,533,428","1,103,525,029","1,819,312,638","193,575,502","925,932,134","1,196,403,991","722,918,132"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,"-2,240,633",,"-23,078,076",,"-17,659,045",,"-1,611,148","-24,710,164","20,381,840,677","-11,373,611","-1,236,608,649","682,469,433","-110,783,935","-883,362","964,729,541","-792,834,177","-1,956,845,430",,,,"4,408"
9. Chi phí bán hàng,"8,775,531,775","8,662,093,328","9,952,599,894","8,197,643,985","6,926,682,745","6,398,050,103","7,220,939,907","9,832,248,092","9,940,652,375","7,087,359,373","5,952,741,188","16,970,701,314","8,514,718,328","9,233,375,025","14,562,397,342","12,970,809,693","12,329,737,830","4,824,921,146","11,083,305,876","18,075,822,996","8,078,953,139","9,298,967,102","19,273,996,348","12,426,139,542"
