,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"6,009,494,718","6,392,702,806","6,682,071,086","7,495,375,361","7,055,955,931","7,968,351,190","8,773,103,324","8,442,972,076","7,688,037,565","7,636,470,984","6,997,768,610","8,100,431,299","6,674,435,958","7,154,709,590","6,586,852,412","6,945,233,973","14,698,406,067","7,823,923,175","7,716,230,973","8,254,105,288","6,675,202,063",,"7,754,712,958","8,004,462,833"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"16,376,959,385","21,824,893,151","19,443,767,682","29,204,258,185","36,895,191,578","47,592,706,780","34,099,948,096","34,684,213,792","36,834,698,497","40,216,382,625","18,573,888,485","32,384,344,185","25,276,119,798","27,282,598,872","20,300,939,826","29,285,716,185","17,611,314,604","67,704,205,007","58,876,429,931","58,898,223,054","57,124,846,934",,"48,411,328,852","89,357,635,879"
12. Thu nhập khác,"30,004,622","1,000,000","1,236,040,202","50,135,238","19,846,950","543,446,092","15,797,753","150,622,703","63,188,600","315,107,019","584,269,172","2,711,855,970","183,141,040","111,268,307","712,895,710","364,727,585","1,722,341,324","130,000,000","27,447","347,698,600","325,002,462",,,"91,451,952"
13. Chi phí khác,"13,467,781","1,274,610,767","599,583,959",,"177,002,363","937,332","25,000,000","112,002,384","17,321,397","231,564,505","2,312,297","467,154,071","160,832,749","91,216,211","58,054,503","1,490,977,323","51,920,602","20,103,838","296,959,177","33,768","2,280,825",,"21,514,061","1,097,771"
14. Lợi nhuận khác(40=31-32),"16,536,841","-1,273,610,767","636,456,243","50,135,238","-157,155,413","542,508,760","-9,202,247","38,620,319","45,867,203","83,542,514","581,956,875","2,244,701,899","22,308,291","20,052,096","654,841,207","-1,126,249,738","1,670,420,722","109,896,162","-296,931,730","347,664,832","322,721,637",,"-21,514,061","90,354,181"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"16,393,496,226","20,551,282,384","20,080,223,925","29,254,393,423","36,738,036,165","48,135,215,540","34,090,745,849","34,722,834,111","36,880,565,700","40,299,925,139","19,155,845,360","34,629,046,084","25,298,428,089","27,302,650,968","20,955,781,033","28,159,466,447","19,281,735,326","67,814,101,169","58,579,498,201","59,245,887,886","57,447,568,571",,"48,389,814,791","89,447,990,060"
16. Chi phí thuế TNDN hiện hành,"938,610,935","940,150,059","1,352,558,858","1,720,744,327","4,574,967,499","6,243,107,453","4,456,495,396","5,001,028,737","4,347,660,371","5,324,971,828","2,644,413,106","5,284,799,503","3,090,102,388","3,601,711,609","5,797,507,577","1,071,941,951","2,642,586,111","8,729,677,101","7,659,268,364","9,346,898,313","15,960,682,418",,"13,918,055,326","15,738,522,671"
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,"-2,812,498,715","2,812,498,715",,,,"-1,891,965,545","-4,466,620,905",,"-4,216,849,371","2,141,025,316"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"15,454,885,291","19,611,132,325","18,727,665,067","27,533,649,096","32,163,068,666","41,892,108,087","29,634,250,453","29,721,805,374","32,532,905,329","34,974,953,311","16,511,432,254","29,344,246,581","22,208,325,701","23,700,939,359","17,970,772,171","24,275,025,781","16,639,149,215","59,084,424,068","50,920,229,837","51,790,955,118","45,953,507,058",,"38,688,608,836","71,568,442,073"
19. Lợi nhuận sau thuế công ty mẹ,"15,454,885,291","19,611,132,325","18,727,665,067","27,533,649,096","32,163,068,666","41,892,108,087","29,634,250,453","29,721,805,374","32,532,905,329","34,974,953,311","16,511,432,254","29,344,246,581","22,208,325,701","23,700,939,359","17,970,772,171","24,275,025,781","16,639,149,215","59,084,424,068","50,920,229,837","51,790,955,118","45,953,507,058",,"38,688,608,836","71,568,442,073"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,"1,323","1,327","1,452","1,561",737,"1,310",992,"1,058",802,"1,084",743,"2,638","2,273","2,312","2,052",,"1,727","3,195"
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
