,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"251,057,244,625","283,452,238,296","271,429,284,020","352,645,012,714","356,770,792,256","369,453,973,137","382,487,230,607","380,615,565,174","381,795,750,076","358,166,302,795","268,397,255,872","471,285,440,832","351,591,795,179","376,075,678,394","389,423,510,290","423,073,959,857","405,988,525,118","463,627,198,160","405,060,775,940","556,674,513,433","369,986,103,428",,"431,944,815,439","483,333,399,946"
2. Các khoản giảm trừ doanh thu,,,,,,,"1,933,299,858","17,280,352,995",,,,,,,,"10,255,821,358","3,010,778,920","2,321,790,000","1,531,382,627","14,834,213,344","6,211,986,400",,"11,422,480,011","4,384,075,346"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"251,057,244,625","283,452,238,296","271,429,284,020","352,645,012,714","356,770,792,256","369,453,973,137","380,553,930,749","363,335,212,179","381,795,750,076","358,166,302,795","268,397,255,872","471,285,440,832","351,591,795,179","376,075,678,394","389,423,510,290","412,818,138,499","402,977,746,198","461,305,408,160","403,529,393,313","541,840,300,089","363,774,117,028",,"420,522,335,428","478,949,324,600"
4. Giá vốn hàng bán,"205,712,686,358","228,089,206,405","216,803,508,813","272,972,641,216","272,912,215,933","285,260,211,584","293,208,671,594","274,345,091,917","302,516,469,552","275,875,891,057","218,309,383,657","384,946,277,949","286,536,358,727","315,766,786,405","325,352,081,264","331,380,850,856","311,230,072,645","350,948,520,260","293,118,393,259","377,553,165,671","267,651,696,502",,"316,326,613,064","356,644,454,143"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"45,344,558,267","55,363,031,891","54,625,775,207","79,672,371,498","83,858,576,323","84,193,761,553","87,345,259,155","88,990,120,262","79,279,280,524","82,290,411,738","50,087,872,215","86,339,162,883","65,055,436,452","60,308,891,989","64,071,429,026","81,437,287,643","91,747,673,553","110,356,887,900","110,411,000,054","164,287,134,418","96,122,420,526",,"104,195,722,364","122,304,870,457"
6. Doanh thu hoạt động tài chính,"692,090,884","1,885,885,631","1,370,161,149","1,835,889,092","733,605,954","4,553,662,012","1,091,419,283","2,930,221,001","893,090,183","2,704,754,411","1,110,379,067","2,176,645,974","767,570,755","2,409,241,499","1,444,361,969","5,712,513,093","3,891,319,059","5,990,673,520","6,465,834,848","6,998,792,621","3,732,410,552",,"4,871,391,084","5,284,681,265"
7. Chi phí tài chính,"555,771,077","1,315,614,710","524,080,716","315,207,760","1,122,062,634","601,578,431","367,551,963","296,825,507","448,190,690","245,688,919","302,177,181","654,224,573","561,394,906","909,099,544","1,275,434,806","2,874,710,399","2,621,364,030","3,095,840,456","4,946,790,115","4,058,497,052","2,967,785,927",,"2,318,376,414","3,565,907,192"
- Trong đó: Chi phí lãi vay,"384,132,453","770,668,295","372,868,320","137,411,251","137,494,762","173,813,629","125,679,483","165,095,994","127,309,447","142,460,434","35,669,550","154,521,533","104,502,450","76,577,909","123,323,677","1,353,938,600","1,943,822,902","2,279,834,296","3,012,732,245","2,021,613,363","1,744,087,673",,"1,229,536,907","2,094,135,662"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"23,094,423,971","27,715,706,855","29,346,016,872","44,493,419,284","39,518,972,134","32,584,787,164","45,196,075,055","48,496,329,888","35,201,443,955","36,896,623,621","25,324,417,006","47,376,808,800","33,311,056,545","27,371,725,482","37,352,563,951","48,044,140,179","60,707,907,911","37,723,592,782","45,337,383,883","100,075,101,645","33,086,996,154",,"50,582,695,224","26,661,545,818"
