,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"4,281,228,585","4,089,887,647","3,458,880,579","5,618,232,494","3,706,926,772","4,589,986,509","3,349,729,141","4,359,676,580","3,747,922,695","3,054,009,586","2,157,530,597","2,488,204,767","2,942,481,952","3,969,860,593","3,214,679,793","3,461,393,359","4,780,226,839","7,105,432,416","4,813,659,376","3,461,393,359","6,125,764,234","5,616,333,072","4,863,120,948","1,139,760,086"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"-4,992,862,239","-10,169,206,451","10,910,311,259","18,771,976,010","1,520,050,895","-2,764,550,872","2,560,240,946","11,019,236,450","-2,356,777,736","2,130,240,269","-4,020,426,721","2,475,831,705","-3,090,361,295","6,757,314,608","-961,962,793","6,888,227,083","-5,333,003,548","-6,414,117,345","-3,387,451,540","6,888,227,083","-6,854,324,842","-5,258,780,527","-2,325,418,589","20,583,789,688"
12. Thu nhập khác,"50,000,000","4,477,782,774","5,987,759","1,255,839,150","434,176,107","2,145,270,658","1,974,188,025","589,232,090","482,879,567","1,734,781,152","2,541,550","803,950,003","34,959,273","66,000","11,765,091","67,017,400","4,777,600","3,429,298,256","22,444","67,017,400","2,000","110,637,775","1,106,985,554","545,991,876"
13. Chi phí khác,"672,349,197","175,290,692","151,939,377","4,786,764,022","523,428,185","104,185,703","2,797,084,229","195,412,374","34,902,428","3,432,643","250,002","3,177,600",,"77,382,092","1,699,268","332,803,133","54,378,425","3,514,386,107","266,249,099","332,803,133","252,243","1,435,688,713","254,121,104","-13,112,756"
14. Lợi nhuận khác(40=31-32),"-622,349,197","4,302,492,082","-145,951,618","-3,530,924,872","-89,252,078","2,041,084,955","-822,896,204","393,819,716","447,977,139","1,731,348,509","2,291,548","800,772,403","34,959,273","-77,316,092","10,065,823","-265,785,733","-49,600,825","-85,087,851","-266,226,655","-265,785,733","-250,243","-1,325,050,938","852,864,450","559,104,632"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"-5,615,211,436","-5,866,714,369","10,764,359,641","15,241,051,138","1,430,798,817","-723,465,917","1,737,344,742","11,413,056,166","-1,908,800,597","3,861,588,778","-4,018,135,173","3,276,604,108","-3,055,402,022","6,679,998,516","-951,896,970","6,622,441,350","-5,382,604,373","-6,499,205,196","-3,653,678,195","6,622,441,350","-6,854,575,085","-6,583,831,465","-1,472,554,139","21,142,894,320"
16. Chi phí thuế TNDN hiện hành,"400,195,227","-19,623,903","306,547,606","2,767,936,045","323,834,966","11,146,540","242,520,643","1,887,929,364","93,324,958","391,902,922","-432,853,133","462,566,062","100,196,113","980,634,210","97,734,355","1,329,319,400","58,256,774","109,835,108","270,803,035","1,329,319,400",,,,"2,703,492,918"
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,"-333,795,243",,,"1,476,667",,"-217,101,335"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"-6,015,406,663","-5,847,090,466","10,457,812,035","12,473,115,093","1,106,963,851","-734,612,457","1,494,824,099","9,525,126,802","-2,002,125,555","3,469,685,856","-3,585,282,040","2,814,038,046","-3,155,598,135","5,699,364,306","-1,049,631,325","5,293,121,950","-5,440,861,147","-6,609,040,304","-3,590,685,987","5,293,121,950","-6,854,575,085","-6,585,308,132","-1,472,554,139","18,656,502,737"
19. Lợi nhuận sau thuế công ty mẹ,"-6,629,293,466","-5,791,574,021","9,991,724,542","11,929,527,932","981,699,133","-936,264,438","1,032,464,012","8,762,772,367","-2,116,307,651","3,427,330,618","-3,468,338,263","2,715,276,953","-3,279,031,443","5,424,966,976","-1,245,496,139","4,915,808,464","-5,493,325,162","-6,363,682,187","-2,750,531,485","4,915,808,464","-6,438,201,440","-6,226,060,662","-1,473,090,120","17,813,498,714"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"613,886,803","-55,516,445","466,087,493","543,587,161","125,264,718","201,651,981","462,360,087","762,354,435","114,182,096","42,355,238","-116,943,777","98,761,093","123,433,308","274,397,330","195,864,814","377,313,486","52,464,015","-245,358,117","-840,154,502","377,313,486","-416,373,645","-359,297,470","15,981","843,004,023"
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,"-1,213","-1,607",,,"-1,422","-1,374","-1,751","3,933"
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,"-1,213","-1,607",,,"-1,422","-1,374","-1,751","3,933"
