,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"1,125,700,835,465","1,196,490,318,376","2,296,181,066,665",,"1,058,051,157,974","1,245,743,465,230","1,545,958,511,959","1,438,982,213,825","1,300,978,002,218","1,373,646,381,256","1,838,358,831,869","1,781,232,277,447","1,709,653,313,475","1,838,533,347,550","2,302,108,141,457","1,835,962,848,264","1,772,547,904,851","1,789,629,790,782","2,117,794,495,739","1,649,223,424,367",,"1,793,656,400,604","2,184,511,898,410",
2. Các khoản giảm trừ doanh thu,"18,832,301,040","3,194,916,101","1,352,445,681",,"23,320,456","39,034,909","15,757,520","69,258,871,027","109,128,007","296,237,008","71,055,127","11,760,000","380,748,388","3,275,897,474",,"4,941,537,239","1,080,078,311","56,863,636","1,047,637,445","181,429,600",,"212,500,000",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"1,106,868,534,425","1,193,295,402,275","2,294,828,620,984",,"1,058,027,837,518","1,245,704,430,321","1,545,942,754,439","1,369,723,342,798","1,300,868,874,211","1,373,350,144,248","1,838,287,776,742","1,781,220,517,447","1,709,272,565,087","1,835,257,450,076","2,302,108,141,457","1,831,021,311,025","1,771,467,826,540","1,789,572,927,146","2,116,746,858,294","1,649,041,994,767",,"1,793,443,900,604","2,184,511,898,410",
4. Giá vốn hàng bán,"916,595,697,024","943,257,816,403","1,888,085,871,956",,"864,266,805,852","1,020,136,833,338","1,243,178,955,424","1,113,405,136,937","1,065,977,861,558","1,101,470,831,740","1,495,339,930,806","1,449,626,812,162","1,387,275,481,244","1,473,734,419,893","1,902,394,978,529","1,458,394,703,626","1,466,816,664,311","1,481,152,125,761","1,710,084,141,633","1,316,177,035,151",,"1,453,960,475,032","1,856,568,001,773",
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"190,272,837,401","250,037,585,872","406,742,749,028",,"193,761,031,666","225,567,596,983","302,763,799,015","256,318,205,861","234,891,012,653","271,879,312,508","342,947,845,936","331,593,705,285","321,997,083,843","361,523,030,183","399,713,162,928","372,626,607,399","304,651,162,229","308,420,801,385","406,662,716,661","332,864,959,616",,"339,483,425,572","327,943,896,637",
6. Doanh thu hoạt động tài chính,"8,594,604,030","9,072,958,366","16,300,135,868",,"21,675,412,155","23,034,756,417","22,144,737,385","19,331,534,237","20,908,015,795","24,258,581,947","19,115,595,448","21,059,241,702","16,497,771,106","25,986,669,480","21,961,446,318","36,741,290,836","27,050,361,269","35,129,608,072","28,759,035,960","27,770,602,566",,"26,612,169,333","33,857,109,847",
7. Chi phí tài chính,"20,255,625,470","15,117,099,381","33,087,305,764",,"17,548,891,895","21,952,663,714","20,269,700,804","16,781,838,501","17,240,908,820","18,398,132,220","20,145,678,818","18,113,067,049","22,948,208,335","29,678,104,805","32,536,167,666","35,703,595,203","25,771,614,641","25,969,669,468","29,481,896,960","19,995,256,689",,"23,446,923,323","25,642,068,945",
- Trong đó: Chi phí lãi vay,"19,629,527,220","13,795,040,299","32,329,200,646",,"16,972,481,045","20,782,490,473","19,513,642,160","16,524,064,472","17,482,399,080","17,702,554,318","1,918,289,079","16,341,496,200","17,992,174,016","29,054,239,362","25,871,195,744","28,883,314,737","20,487,444,338","22,802,533,994","24,797,266,527","16,072,795,006",,"18,209,569,564","20,326,909,911",
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","7,959,497,474","4,995,798,148","12,949,957,295",,"4,114,523,964","5,729,285,611","6,135,823,917","6,475,176,070","5,654,261,716","5,758,185,347","6,902,754,848","6,479,448,583","7,180,349,499","8,971,179,326","9,244,079,037","7,845,151,181","9,093,047,521","11,669,078,136","12,907,222,705","9,189,287,689",,"8,940,586,791","10,136,874,865",
9. Chi phí bán hàng,"78,915,718,568","84,478,307,463","170,617,384,232",,"76,727,542,654","92,097,760,061","96,338,050,145","84,627,747,996","91,510,612,671","94,216,966,832","110,758,647,036","138,278,494,735","103,279,889,675","130,783,852,300","141,944,646,412","162,610,926,451","99,387,896,087","113,411,313,314","121,770,534,145","140,704,571,490",,"120,246,938,151","131,288,108,928",
10. Chi phí quản lý doanh nghiệp,"80,331,308,003","86,717,917,483","127,092,462,862",,"77,007,889,165","56,552,785,358","115,449,943,526","114,698,546,965","80,684,388,866","74,911,146,458","105,955,567,868","129,768,046,742","113,548,837,824","119,416,199,567","124,105,022,188","139,788,902,686","106,986,212,657","126,575,211,071","128,148,677,585","134,600,057,162",,"116,967,072,102","126,303,448,968",
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"27,324,286,864","77,793,018,059","105,195,689,333",,"48,266,644,071","83,728,429,878","98,986,665,842","66,016,782,706","72,017,379,807","114,369,834,292","132,106,302,510","72,972,787,044","105,898,268,614","116,602,722,317","132,332,852,017","79,109,625,076","108,648,847,634","89,263,293,740","168,927,866,636","74,524,964,530",,"114,375,248,120","88,704,254,508",
12. Thu nhập khác,"4,396,705,018","5,437,560,764","7,500,610,944",,"2,771,188,548","-1,248,684,422","2,621,767,044","2,959,845,535","1,807,184,830","196,680,939","4,549,189,973","457,120,589","914,222,537","147,672,594","3,901,793,882","1,666,294,900","1,216,823,353","6,298,859,069","5,638,745,967","3,501,547,261",,"1,079,614,163","2,075,919,793",
13. Chi phí khác,"1,240,702,003","3,654,403,958","2,681,009,562",,"759,109,583","1,679,358,650","2,133,336,925","952,773,761","697,817,302","1,539,555,994","816,468,558","2,924,736,494","684,108,980","239,893,095","3,187,629,171","20,195,021,871","234,608,166","7,151,299,292","368,086,516","960,408,142",,"2,930,588,154","1,881,302,769",
14. Lợi nhuận khác(40=31-32),"3,156,003,015","1,783,156,806","4,819,601,382",,"2,012,078,965","-2,928,043,072","488,430,119","2,007,071,774","1,109,367,528","-1,342,875,055","3,732,721,415","-2,467,615,905","230,113,557","-92,220,501","714,164,711","-18,528,726,971","982,215,187","-852,440,223","5,270,659,451","2,541,139,119",,"-1,850,973,991","194,617,024",
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"30,480,289,879","79,576,174,865","110,015,290,715",,"50,278,723,036","80,800,386,806","99,475,095,961","68,023,854,480","73,126,747,335","113,026,959,237","135,839,023,925","70,505,171,139","106,128,382,171","116,510,501,816","133,047,016,728","60,580,898,105","109,631,062,821","88,410,853,517","174,198,526,087","77,066,103,649",,"112,524,274,129","88,898,871,532",
16. Chi phí thuế TNDN hiện hành,"8,937,184,532","11,715,850,668","24,800,292,668",,"7,500,561,851","15,325,295,779","11,386,739,486","14,414,289,953","10,668,355,089","16,802,283,736","16,689,319,897","9,024,424,675","14,199,960,501","12,928,686,904","8,764,248,899","6,175,907,116","13,159,558,740","7,510,453,744","21,091,871,962","16,752,580,263",,"15,367,479,440","11,354,411,596",
17. Chi phí thuế TNDN hoãn lại,"4,741,906","4,695,150","24,826,620",,"19,217,612","-9,780,556","19,217,612","-13,314,459","21,269,223","-7,728,945","21,269,224","-7,728,945","-13,574,441","-42,572,613","-478,760,109","2,184,950,205","-245,872,257","-34,639,607","-131,670,670","-118,062,065",,"-109,122,193","-196,940,999",
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"21,538,363,441","67,855,629,047","85,190,171,427",,"42,758,943,573","65,484,871,583","88,069,138,863","53,622,878,986","62,437,123,023","96,232,404,446","119,128,434,804","61,488,475,409","91,941,996,111","103,624,387,525","124,761,527,938","52,220,040,784","96,717,376,338","80,935,039,380","153,238,324,795","60,431,585,451",,"97,265,916,882","77,741,400,935",
