,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"25,309,615,197,439","26,974,108,534,093","25,485,647,042,510","25,715,675,898,405","29,673,745,407,169","26,593,356,800,952","26,021,650,222,198","27,512,501,260,337","31,156,445,464,032","31,982,973,207,655","24,504,825,927,283","36,497,281,090,978","36,819,173,885,619","34,702,840,342,036","32,322,456,456,197","30,877,778,203,705","27,335,086,613,676","29,725,046,708,024","30,520,841,321,411","31,653,210,181,975","31,685,017,802,969","34,384,590,572,937","34,361,569,620,937","34,793,923,302,149"
2. Các khoản giảm trừ doanh thu,"292,205,527,474","370,349,559,186","343,561,102,170","304,686,506,894","320,531,987,653","307,797,788,189","308,096,336,624","318,807,912,778","328,301,649,159","324,554,354,550","171,612,401,590","358,951,181,475","352,497,266,969","365,100,370,263","310,476,608,570","289,397,051,231","229,274,591,227","260,216,264,133","233,184,034,458","231,721,479,826","198,525,953,402","250,519,038,985","214,900,932,986","220,002,524,817"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"25,017,409,669,965","26,603,758,974,907","25,142,085,940,340","25,410,989,391,511","29,353,213,419,516","26,285,559,012,763","25,713,553,885,574","27,193,693,347,559","30,828,143,814,873","31,658,418,853,105","24,333,213,525,693","36,138,329,909,503","36,466,676,618,650","34,337,739,971,773","32,011,979,847,627","30,588,381,152,474","27,105,812,022,449","29,464,830,443,891","30,287,657,286,953","31,421,488,702,149","31,486,491,849,567","34,134,071,533,952","34,146,668,687,951","34,573,920,777,332"
4. Giá vốn hàng bán,"20,583,631,772,568","21,855,341,767,100","20,201,528,951,239","20,045,942,182,105","23,193,243,003,252","20,515,417,227,877","19,963,833,875,800","20,919,028,286,020","23,803,198,263,371","24,514,835,467,434","18,244,500,199,927","28,763,440,176,908","28,342,412,527,151","27,001,321,732,513","24,619,955,468,038","22,658,872,494,961","21,891,312,170,662","24,023,662,436,242","25,644,729,636,740","25,235,028,171,607","24,773,875,738,668","26,826,357,532,252","27,254,757,625,648","27,986,951,875,213"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"4,433,777,897,397","4,748,417,207,807","4,940,556,989,101","5,365,047,209,406","6,159,970,416,264","5,770,141,784,886","5,749,720,009,774","6,274,665,061,539","7,024,945,551,502","7,143,583,385,671","6,088,713,325,766","7,374,889,732,595","8,124,264,091,499","7,336,418,239,260","7,392,024,379,589","7,929,508,657,513","5,214,499,851,787","5,441,168,007,649","4,642,927,650,213","6,186,460,530,542","6,712,616,110,899","7,307,714,001,700","6,891,911,062,303","6,586,968,902,119"
6. Doanh thu hoạt động tài chính,"110,138,306,257","161,373,403,339","178,021,267,344","181,644,877,411","124,886,150,525","169,372,877,774","256,718,662,733","243,144,091,635","288,290,505,677","304,726,396,651","288,605,719,929","384,466,254,503","354,859,205,630","297,757,553,066","348,740,404,454","311,780,141,173","359,084,893,949","585,368,718,654","619,115,610,735","603,394,491,753","585,309,449,376","580,108,784,951","575,388,786,548","635,695,584,388"
7. Chi phí tài chính,"133,355,012,065","133,783,120,237","146,141,603,987","156,475,108,555","178,248,207,665","137,081,235,663","132,146,267,492","146,675,802,931","152,802,395,191","170,842,215,768","164,678,840,728","225,421,690,718","206,279,128,125","360,157,346,540","434,637,150,382","381,546,829,485","295,779,227,945","396,875,094,839","444,911,058,770","418,580,725,428","375,235,765,525","293,717,254,558","330,440,626,256","189,071,963,171"
- Trong đó: Chi phí lãi vay,"133,354,979,214","133,756,189,910","144,687,353,950","156,338,194,060","178,228,120,389","136,986,550,722","132,177,340,658","146,611,809,252","152,706,974,017","169,881,589,077","163,932,694,294","187,425,447,131","200,473,736,724","365,962,737,941","434,637,150,382","361,070,284,056","295,778,726,706","384,520,976,326","438,383,487,662","329,035,164,103","266,979,946,895","243,089,634,104","303,696,061,820","323,470,486,929"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","-35,448,106","-457,358,418","-1,068,783,689","-1,911,693,158","-1,403,854,944","-1,160,758,009","-1,229,081,747","86,755,229","-2,960,562,091","-3,413,282,846","-1,238,253,516","11,771,267,592",,,,,,,,,"-20,485,572,478","-26,681,279,547","147,877,008","2,422,520,118"
9. Chi phí bán hàng,"2,466,179,088,970","2,991,594,813,512","3,284,926,182,944","3,694,582,632,786","3,782,774,603,302","3,538,368,435,696","3,753,486,734,557","4,259,169,057,232","4,245,130,637,303","4,444,441,417,035","4,270,432,006,893","4,853,008,363,114","5,036,030,591,147","5,070,491,080,685","5,342,606,252,861","6,603,486,449,711","4,784,685,911,213","5,211,133,500,533","4,278,767,149,898","5,607,079,567,766","4,821,343,255,507","5,056,436,083,812","4,848,950,073,481","5,123,108,197,082"
10. Chi phí quản lý doanh nghiệp,"612,954,410,734","391,155,206,736","550,013,718,611","519,659,543,977","779,757,887,442","1,000,645,132,631","840,336,742,769","783,692,075,325","1,088,365,871,334","1,201,412,393,639","975,182,680,390","665,959,677,027","1,239,442,359,834","500,331,314,841","316,220,813,071","292,045,055,541","324,692,291,418","229,156,805,109","341,530,615,165","300,975,912,573","868,456,238,101","813,335,766,167","967,618,855,194","916,356,723,640"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"1,331,392,243,779","1,392,800,112,243","1,136,427,967,214","1,174,063,108,341","1,542,672,013,436","1,262,259,100,661","1,279,239,845,942","1,328,358,972,915","1,823,976,591,260","1,628,200,473,034","965,787,264,168","2,026,737,523,831","1,997,371,218,023","1,703,196,050,260","1,647,300,567,729","964,210,463,949","168,427,315,160","189,371,325,822","196,834,437,115","463,218,816,528","1,212,404,728,664","1,697,652,402,567","1,320,438,170,928","996,550,122,732"
12. Thu nhập khác,"12,839,074,324","7,754,060,839","7,733,815,701","13,230,090,677","8,821,976,765","8,818,668,922","8,623,043,630","17,249,006,154","19,012,499,941","9,964,870,578","20,139,201,987","32,650,468,169","16,405,756,757","19,248,084,910","16,988,306,067","8,964,564,942","13,472,209,198","9,445,876,713","10,998,898,676","6,948,746,152","24,626,671,159","-13,729,722,842","6,069,253,262","8,833,226,618"
