,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
13. Chi phí khác,"3,073,163,814","4,936,895,311","7,059,467,030","7,723,742,267","7,432,644,499","17,415,407,624","9,582,960,104","11,876,208,845","15,420,157,060","12,194,817,644","17,795,305,402","9,474,862,319","10,783,345,305","20,300,811,017","246,448,727,987","39,796,754,770","22,932,942,697","69,032,726,733","25,817,248,670","251,242,339,368","30,828,134,642","167,879,586,433","258,462,023,583","-30,087,904,648"
14. Lợi nhuận khác(40=31-32),"9,765,910,510","2,817,165,528","674,348,671","5,506,348,410","1,389,332,266","-8,596,738,702","-959,916,474","5,372,797,309","3,592,342,881","-2,229,947,066","2,343,896,585","23,175,605,850","5,622,411,452","-1,052,726,107","-229,460,421,920","-30,832,189,828","-9,460,733,499","-59,586,850,020","-14,818,349,994","-244,293,593,216","-6,201,463,483","-181,609,309,275","-252,392,770,321","38,921,131,266"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"1,341,158,154,289","1,395,617,277,771","1,137,102,315,885","1,179,569,456,751","1,544,061,345,702","1,253,662,361,959","1,278,279,929,468","1,333,731,770,224","1,827,568,934,141","1,625,970,525,968","968,131,160,753","2,049,913,129,681","2,002,993,629,475","1,702,143,324,153","1,417,840,145,809","933,378,274,121","158,966,581,661","129,784,475,802","182,016,087,121","218,925,223,312","1,206,203,265,181","1,516,043,093,292","1,068,045,400,607","1,035,471,253,998"
16. Chi phí thuế TNDN hiện hành,"296,115,403,581","314,079,591,514","295,669,869,167","342,488,217,572","423,562,131,247","367,654,198,546","351,255,145,052","455,942,346,374","469,249,631,981","418,683,245,504","228,919,266,264","520,012,449,565","553,604,483,814","546,716,320,960","496,121,675,738","196,556,329,590","140,455,828,472","99,502,489,884","127,016,638,271","66,282,219,888","311,262,244,178","340,747,935,233","273,572,425,416","200,117,379,723"
17. Chi phí thuế TNDN hoãn lại,"3,922,330,627","1,972,141,457","-14,099,895,007","-22,940,541,242","-11,620,461,310","-8,415,382,828","-24,007,652,958","-64,507,626,277","19,686,318,806","-6,391,121,954","-46,590,264,394","-33,412,449,119","4,144,772,495","24,758,223,926","14,939,300,698","117,799,841,398","-2,770,561,253","12,868,036,535","16,183,585,731","62,324,975,429","-8,032,551,439","2,911,129,611","-11,313,526,349","-16,790,252,015"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"1,041,120,420,081","1,079,565,544,800","855,532,341,725","860,021,780,421","1,132,119,675,765","894,423,546,241","951,032,437,374","942,297,050,127","1,338,632,983,354","1,213,678,402,418","785,802,158,883","1,563,313,129,235","1,445,244,373,166","1,130,668,779,267","906,779,169,373","619,022,103,133","21,281,314,442","17,413,949,383","38,815,863,119","90,318,027,995","902,973,572,442","1,172,384,028,448","805,786,501,540","852,144,126,290"
19. Lợi nhuận sau thuế công ty mẹ,"1,040,440,771,716","1,079,178,522,876","855,080,927,073","859,569,325,382","1,131,519,014,830","893,911,685,549","950,539,857,407","941,797,225,373","1,337,968,607,833","1,213,029,685,285","785,385,401,306","1,562,485,583,796","1,444,465,283,401","1,130,010,994,744","906,245,995,691","619,040,753,469","21,266,943,546","17,405,665,662","38,739,225,905","90,257,557,591","902,437,167,555","1,172,276,912,467","800,149,979,434","847,004,382,205"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"679,648,365","387,021,924","451,414,652","452,455,039","600,660,935","511,860,692","492,579,967","499,824,754","664,375,521","648,717,133","416,757,577","827,545,439","779,089,765","657,784,523","533,173,682","-18,650,336","14,370,896","8,283,721","76,637,214","60,470,404","536,404,887","107,115,981","5,636,522,106","5,139,744,085"
21. Lãi cơ bản trên cổ phiếu(*),"2,347","2,435","1,930",,"2,500","1,975","2,100","2,079","2,897","2,518","1,298",-511,"2,026",770,618,422,15,11,26,62,617,802,547,580
22. Lãi suy giảm trên cổ phiếu (*),"2,347","2,435","1,930",,"2,500","1,975","2,100","2,079","2,897","2,518","1,298",-511,"2,026",770,618,422,15,11,26,62,617,802,547,580
