TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,,,,,,,,,,,,,,,,,,,,,,,,
I. Tiền và các khoản tương đương tiền,"731,961,211,134","906,388,992,270","722,858,619,075","712,715,793,026","777,148,141,835","836,839,587,961","729,453,939,508","932,451,084,828","933,655,596,637","885,833,857,377","808,185,550,238","713,556,130,605","740,173,562,620","805,407,206,541","741,231,131,283","793,464,354,495","744,524,175,191","752,419,319,059","808,837,388,659","779,733,563,086","865,839,626,771",,"837,764,356,335","787,773,771,826"
1. Tiền,,,,,,,,,,,,,,,,,,,,,,,,
2. Các khoản tương đương tiền,,,,,,,,,,,,,,,,,,,,,,,,
II. Các khoản đầu tư tài chính ngắn hạn,"1,203,657,860,510","2,404,037,053,874","2,447,075,775,714","2,072,665,956,459","2,300,692,183,665","3,262,333,307,952","1,624,139,058,383","4,087,881,039,948","3,090,309,636,162","2,090,440,914,264","2,913,736,393,377","3,852,855,231,576","2,235,926,116,801","2,771,860,542,766","3,305,982,077,383","3,225,386,957,711","2,449,893,749,455","2,876,886,270,550","4,331,415,198,163","6,965,365,039,785","1,864,594,458,603",,"3,153,567,293,139","2,377,473,012,237"
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,,,,,,,,,,,,,,,,,,
III. Các khoản phải thu ngắn hạn,"12,975,670,679,778","10,467,825,648,613","7,697,290,932,603","17,493,631,511,831","14,504,274,995,772","8,285,654,109,249","6,209,942,002,625","16,383,840,701,485","18,361,892,941,276","12,068,288,961,791","10,277,826,896,383","22,594,539,046,752","27,274,485,363,704","27,190,224,090,594","23,763,914,693,290","20,636,255,208,899","22,714,914,613,513","22,490,909,523,715","25,073,224,596,250","33,900,216,479,510","41,036,685,023,087",,"42,307,083,448,670","39,126,199,257,631"
1. Phải thu ngắn hạn của khách hàng,"12,365,761,522,178","9,338,422,217,458","880,435,610,868","14,352,506,292,012","13,271,544,675,014","7,331,871,494,180","5,453,824,404,230","15,188,220,574,435","16,657,582,960,097","9,796,936,030,030","8,266,372,233,738","21,131,422,167,710","25,448,964,601,012","24,064,395,866,885","20,440,471,382,484","18,426,225,031,606","21,368,962,702,474","19,931,982,934,197","23,163,887,487,653","32,303,914,945,061","40,050,473,582,599",,"42,150,271,448,670","38,922,550,757,631"
