TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"4,845,177,613,712","5,027,865,688,897","5,010,274,563,661","5,240,203,531,281","5,434,344,180,814","5,577,444,433,897","4,826,380,050,216","3,756,870,150,694","3,588,295,327,128","3,648,581,725,857","3,707,618,764,493","1,845,736,184,819","1,925,973,924,712","2,708,852,642,279","2,769,028,513,701","2,820,434,450,954","3,360,106,529,640","3,086,689,574,476","2,760,767,137,420","2,679,933,640,918","2,749,544,078,645",,"2,858,373,115,415","3,005,662,749,703"
I. Tiền và các khoản tương đương tiền,"273,416,907,878","155,566,244,302","147,028,713,961","139,476,989,035","143,858,235,914","109,485,377,246","262,324,018,391","67,500,904,393","76,553,785,518","74,987,593,405","63,649,889,886","30,190,337,086","80,278,846,073","33,298,720,424","18,143,288,232","12,148,248,353","7,146,736,665","185,797,575,025","123,751,782,556","112,804,716,334","16,797,858,461",,"6,761,088,407","33,130,364,876"
1. Tiền,"253,616,054,592","110,759,526,030","98,044,837,138","109,926,696,808","143,858,235,914","109,485,377,246","262,324,018,391","67,500,904,393","76,553,785,518","74,987,593,405","63,649,889,886","30,190,337,086","80,278,846,073","33,298,720,424","18,143,288,232","12,148,248,353","7,146,736,665","185,797,575,025","6,751,782,556","15,714,716,334","16,707,858,461",,"6,761,088,407","33,130,364,876"
2. Các khoản tương đương tiền,"19,800,853,286","44,806,718,272","48,983,876,823","29,550,292,227",,,,,,,,,,,,,,,"117,000,000,000","97,090,000,000","90,000,000",,,
II. Các khoản đầu tư tài chính ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,"9,000,000,000"
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,,,,,,,,,,,,,,,,,,"9,000,000,000"
III. Các khoản phải thu ngắn hạn,"1,262,288,720,162","1,553,935,908,230","1,216,815,820,728","1,021,007,063,722","1,099,916,719,885","1,185,198,645,930","1,180,219,240,930","1,117,916,870,163","1,010,368,411,684","1,169,558,867,766","1,234,785,025,710","866,181,518,860","796,045,046,176","1,428,216,042,470","1,429,938,568,520","1,407,533,433,972","1,888,984,849,643","1,297,074,166,108","999,107,202,922","939,098,761,992","1,014,550,060,611",,"910,697,828,932","944,582,711,822"
1. Phải thu ngắn hạn của khách hàng,"347,412,933,433","354,589,459,394","335,534,465,280","344,225,490,134","343,914,880,776","392,759,085,643","577,147,415,984","536,343,363,143","409,512,556,354","568,879,626,760","654,600,283,668","304,117,361,640","290,432,468,159","347,904,574,022","370,844,866,007","353,430,869,507","306,318,807,677","358,987,932,170","351,068,260,474","360,409,156,665","338,893,505,293",,"321,371,938,863","309,659,600,391"
