TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"257,193,409,228","292,220,721,928","214,448,856,270","254,689,024,647","325,451,276,582","356,670,291,964","385,423,239,238","388,752,612,343","404,660,574,197","417,527,275,842","416,628,884,653","405,908,491,608","344,029,007,110","385,875,698,408","388,948,005,674","481,207,043,158","460,144,851,689","645,972,091,051","706,560,561,514","625,160,914,563","629,072,545,681",,"698,832,855,882","714,889,274,816"
I. Tiền và các khoản tương đương tiền,"51,244,857,481","90,512,453,595","45,531,716,520","36,532,947,546","60,318,321,048","59,528,347,631","57,948,813,978","39,563,916,661","53,340,820,243","105,346,396,762","129,130,664,343","41,410,827,367","44,911,134,778","139,345,168,572","134,523,109,179","192,322,689,219","124,822,481,284","170,749,288,073","153,149,073,665","263,529,637,698","216,506,238,189",,"369,663,725,623","346,842,018,387"
1. Tiền,"8,444,857,481","30,462,453,595","10,431,716,520","8,432,947,546","8,918,321,048","16,828,347,631","11,248,813,978","14,563,916,661","8,340,820,243","6,146,396,762","9,630,664,343","8,410,827,367","27,911,134,778","27,345,168,572","40,523,109,179","15,322,689,219","37,822,481,284","8,749,288,073","38,949,073,665","19,029,637,698","24,506,238,189",,"17,263,725,623","25,942,018,387"
2. Các khoản tương đương tiền,"42,800,000,000","60,050,000,000","35,100,000,000","28,100,000,000","51,400,000,000","42,700,000,000","46,700,000,000","25,000,000,000","45,000,000,000","99,200,000,000","119,500,000,000","33,000,000,000","17,000,000,000","112,000,000,000","94,000,000,000","177,000,000,000","87,000,000,000","162,000,000,000","114,200,000,000","244,500,000,000","192,000,000,000",,"352,400,000,000","320,900,000,000"
II. Các khoản đầu tư tài chính ngắn hạn,"25,300,000,000","25,300,000,000","20,500,000,000","63,500,000,000","82,400,000,000","95,300,000,000","85,300,000,000","85,300,000,000","74,800,000,000","40,400,000,000","44,500,000,000","94,975,000,000","71,975,000,000","24,357,000,000","8,000,000,000","6,500,000,000","72,500,000,000","228,000,000,000","297,000,000,000","119,000,000,000","168,000,000,000",,"27,600,000,000","85,100,000,000"
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,"25,300,000,000","25,300,000,000","20,500,000,000","63,500,000,000","82,400,000,000","95,300,000,000","85,300,000,000","85,300,000,000","74,800,000,000","40,400,000,000","44,500,000,000","94,975,000,000","71,975,000,000","24,357,000,000","8,000,000,000","6,500,000,000","72,500,000,000","228,000,000,000","297,000,000,000","119,000,000,000","168,000,000,000",,"27,600,000,000","85,100,000,000"
III. Các khoản phải thu ngắn hạn,"44,469,086,210","39,632,008,156","31,162,009,687","49,601,650,015","65,304,328,787","62,645,728,470","77,395,871,454","63,201,499,922","100,160,517,975","67,134,615,611","53,887,992,596","67,305,897,437","37,503,848,406","18,906,136,415","99,464,549,345","73,740,805,933","94,674,584,333","43,973,219,452","31,537,086,471","66,690,256,372","30,318,023,842",,"77,271,135,191","53,404,766,484"
1. Phải thu ngắn hạn của khách hàng,"43,179,546,503","37,256,287,217","29,200,163,595","47,480,165,795","61,773,666,859","57,772,479,927","73,669,877,140","58,608,876,742","90,485,749,258","56,959,934,671","45,255,744,966","64,703,359,421","35,496,166,881","15,949,584,414","37,036,520,775","70,216,051,396","88,175,052,172","36,640,851,289","22,488,180,410","62,611,417,844","26,394,195,207",,"70,638,939,136","47,836,026,902"
