Date,Open,High,Low,Close,Adj Close,Volume
2023-07-16,12000.0,12000.0,11800.0,11950.0,,277700.0
2023-07-18,11950.0,11950.0,11700.0,11900.0,,395500.0
2023-07-19,11850.0,11900.0,11700.0,11900.0,,180000.0
2023-07-20,11850.0,11900.0,11750.0,11900.0,,311500.0
2023-07-23,11800.0,11950.0,11700.0,11900.0,,813400.0
2023-07-25,11750.0,11850.0,11650.0,11850.0,,296300.0
2023-07-27,11650.0,11950.0,11450.0,11850.0,,494400.0
2023-08-02,11700.0,11800.0,11650.0,11800.0,,151600.0
2023-08-03,11700.0,11850.0,11600.0,11700.0,,355100.0
2023-08-06,11700.0,11700.0,11550.0,11700.0,,255100.0
2023-08-07,11600.0,11800.0,11400.0,11750.0,,1398800.0
2023-08-08,11650.0,11800.0,11400.0,11700.0,,718700.0
2023-08-09,11750.0,11750.0,11450.0,11650.0,,526100.0
2023-08-10,11700.0,11800.0,11300.0,11600.0,,905000.0
2023-08-13,11550.0,11600.0,11400.0,11600.0,,273400.0
2023-08-14,11550.0,11700.0,11350.0,11700.0,,2156400.0
2023-08-15,11750.0,11900.0,11600.0,11600.0,,619300.0
2023-08-16,11600.0,11750.0,11450.0,11600.0,,1054700.0
2023-08-17,11600.0,11600.0,10900.0,11600.0,,533400.0
2023-08-20,11500.0,11500.0,11300.0,11500.0,,331600.0
2023-08-21,11450.0,11500.0,11100.0,11450.0,,467900.0
2023-08-22,11500.0,11550.0,11350.0,11550.0,,577400.0
2023-08-23,11550.0,11600.0,11400.0,11600.0,,1233900.0
2023-08-24,11550.0,11600.0,11450.0,11600.0,,173100.0
2023-08-27,11600.0,11600.0,11500.0,11600.0,,408900.0
2023-08-28,11500.0,11600.0,11450.0,11550.0,,571000.0
2023-08-29,11500.0,11500.0,11350.0,11500.0,,703500.0
2023-08-30,11500.0,11500.0,11400.0,11500.0,,941200.0
2023-09-04,11450.0,12200.0,11400.0,12200.0,,628300.0
2023-09-05,12300.0,12300.0,11750.0,11800.0,,431000.0
2023-09-06,11800.0,12100.0,11800.0,12100.0,,618100.0
2023-09-07,12100.0,12500.0,11900.0,12300.0,,1188100.0
2023-09-10,12150.0,12400.0,11850.0,11850.0,,770200.0
2023-09-11,11850.0,11950.0,11650.0,11850.0,,283300.0
2023-09-12,11850.0,11950.0,11500.0,11550.0,,1578300.0
