Date,Open,High,Low,Close,Adj Close,Volume
2023-07-16,9560.0,9560.0,9020.0,9530.0,,2300.0
2023-07-18,9400.0,9570.0,9210.0,9210.0,,700.0
2023-07-19,9500.0,9500.0,9490.0,9490.0,,200.0
2023-07-20,9450.0,9450.0,9400.0,9400.0,,200.0
2023-07-23,9580.0,9580.0,9100.0,9100.0,,1000.0
2023-07-25,9400.0,9400.0,9080.0,9080.0,,400.0
2023-07-27,9590.0,9600.0,9070.0,9500.0,,800.0
2023-08-02,9200.0,9200.0,9100.0,9100.0,,7900.0
2023-08-06,9200.0,9200.0,9200.0,9200.0,,2100.0
2023-08-07,9200.0,9200.0,9200.0,9200.0,,100.0
2023-08-08,9300.0,9300.0,9150.0,9200.0,,2200.0
2023-08-09,9200.0,9600.0,9200.0,9600.0,,2600.0
2023-08-13,9300.0,9450.0,9300.0,9300.0,,4000.0
2023-08-14,9100.0,9100.0,9100.0,9100.0,,400.0
2023-08-15,9060.0,9100.0,9000.0,9100.0,,6500.0
2023-08-16,9050.0,9110.0,9040.0,9110.0,,6200.0
2023-08-17,9040.0,9190.0,8800.0,9190.0,,1700.0
2023-08-20,9190.0,9190.0,9190.0,9190.0,,100.0
2023-08-22,8900.0,9180.0,8900.0,9180.0,,2801.0
2023-08-24,8850.0,9750.0,8820.0,9750.0,,4700.0
2023-08-27,9490.0,9490.0,9100.0,9440.0,,1200.0
2023-08-29,9300.0,9440.0,9100.0,9440.0,,2800.0
2023-08-30,9500.0,9600.0,9500.0,9600.0,,200.0
2023-09-04,9450.0,9450.0,9220.0,9220.0,,4900.0
2023-09-05,9110.0,9700.0,9110.0,9540.0,,5700.0
2023-09-07,9100.0,9510.0,9000.0,9450.0,,3001.0
2023-09-10,9250.0,9250.0,9150.0,9250.0,,9200.0
2023-09-11,9150.0,9290.0,9150.0,9290.0,,1100.0
2023-09-12,9710.0,9710.0,9160.0,9160.0,,2700.0
2023-09-13,9160.0,9450.0,9120.0,9120.0,,2200.0
2023-09-14,9290.0,9430.0,9290.0,9430.0,,200.0
2023-09-17,9200.0,9500.0,9110.0,9140.0,,18200.0
2023-09-18,9110.0,9110.0,9110.0,9110.0,,101.0
2023-09-19,9390.0,9390.0,9110.0,9110.0,,200.0
2023-09-20,9110.0,9110.0,8800.0,8870.0,,1500.0
2023-09-21,9290.0,9290.0,9290.0,9290.0,,102.0
2023-09-24,9290.0,9940.0,9290.0,9940.0,,72300.0
2023-09-25,10600.0,10600.0,10000.0,10600.0,,371400.0
2023-09-26,10600.0,10800.0,9870.0,10550.0,,94700.0
2023-09-27,10550.0,10950.0,9820.0,9990.0,,56200.0
2023-09-28,9390.0,10200.0,9340.0,9390.0,,29300.0
2023-10-01,9020.0,9980.0,9000.0,9970.0,,52800.0
2023-10-02,9300.0,9980.0,9280.0,9970.0,,20300.0
2023-10-03,9290.0,9950.0,9280.0,9280.0,,30600.0
2023-10-04,9080.0,9280.0,9020.0,9020.0,,14800.0
2023-10-05,9020.0,9270.0,8530.0,9070.0,,33800.0
2023-10-08,8950.0,9070.0,8830.0,9000.0,,31100.0
2023-10-09,8800.0,9210.0,8550.0,8980.0,,22400.0
2023-10-10,8550.0,8980.0,8360.0,8370.0,,64200.0
2023-10-11,8500.0,8600.0,7790.0,8300.0,,97200.0
2023-10-12,7840.0,8300.0,7720.0,8300.0,,92400.0
2023-10-15,7870.0,8240.0,7870.0,7870.0,,17600.0
2023-10-16,8030.0,8220.0,7820.0,7960.0,,10900.0
2023-10-17,8040.0,8080.0,7610.0,7880.0,,23500.0
2023-10-18,7430.0,7850.0,7420.0,7770.0,,26100.0
2023-10-19,7380.0,7800.0,7380.0,7800.0,,6200.0
2023-10-22,7570.0,7900.0,7560.0,7760.0,,4700.0
2023-10-23,7780.0,7860.0,7600.0,7820.0,,3400.0
2023-10-24,7860.0,7960.0,7810.0,7810.0,,4400.0
