Date,Open,High,Low,Close,Adj Close,Volume
2023-07-16,5770.0,6150.0,5770.0,5830.0,,572900.0
2023-07-18,5800.0,5820.0,5710.0,5750.0,,331500.0
2023-07-19,5750.0,5870.0,5700.0,5860.0,,334000.0
2023-07-20,5900.0,6100.0,5880.0,5910.0,,538500.0
2023-07-23,5910.0,5920.0,5750.0,5800.0,,685000.0
2023-07-25,5750.0,5780.0,5740.0,5760.0,,764200.0
2023-07-27,5740.0,5880.0,5740.0,5810.0,,1007200.0
2023-08-02,5910.0,5920.0,5830.0,5880.0,,583800.0
2023-08-03,5890.0,5930.0,5880.0,5920.0,,394900.0
2023-08-06,5920.0,6320.0,5920.0,6170.0,,815100.0
2023-08-07,6180.0,6500.0,6170.0,6350.0,,842400.0
2023-08-08,6500.0,6520.0,6300.0,6490.0,,664200.0
2023-08-09,6500.0,6520.0,6240.0,6260.0,,854700.0
2023-08-10,6230.0,6450.0,6070.0,6260.0,,445700.0
2023-08-13,6260.0,6680.0,6260.0,6540.0,,808900.0
2023-08-14,6540.0,6570.0,6400.0,6540.0,,547500.0
2023-08-15,6540.0,6540.0,6430.0,6460.0,,326500.0
2023-08-16,6470.0,6800.0,6470.0,6670.0,,678400.0
2023-08-17,6450.0,6540.0,6210.0,6210.0,,1032500.0
2023-08-20,5900.0,6100.0,5780.0,5970.0,,771000.0
2023-08-21,5600.0,6090.0,5560.0,6070.0,,373500.0
2023-08-22,5800.0,6150.0,5800.0,6030.0,,393400.0
2023-08-23,6070.0,6180.0,6060.0,6120.0,,248400.0
2023-08-24,6050.0,6160.0,6010.0,6050.0,,339100.0
2023-08-27,6220.0,6220.0,6050.0,6140.0,,220500.0
2023-08-28,5750.0,6140.0,5750.0,6110.0,,290500.0
2023-08-29,6110.0,6360.0,6090.0,6300.0,,413600.0
2023-08-30,6400.0,6420.0,6110.0,6300.0,,652900.0
2023-09-04,6300.0,6450.0,6200.0,6260.0,,490000.0
2023-09-05,6280.0,6450.0,6260.0,6360.0,,768500.0
2023-09-06,5950.0,6360.0,5950.0,6250.0,,487100.0
2023-09-07,6250.0,6310.0,6240.0,6290.0,,585700.0
2023-09-10,6290.0,6290.0,6000.0,6000.0,,721400.0
2023-09-11,6000.0,6190.0,6000.0,6160.0,,737900.0
