Date,Open,High,Low,Close,Adj Close,Volume
2023-07-16,21000.0,22000.0,21000.0,21500.0,,679400.0
2023-07-18,21500.0,21600.0,20850.0,20850.0,,423200.0
2023-07-19,20750.0,20850.0,20000.0,20600.0,,431500.0
2023-07-20,20950.0,21500.0,20450.0,21200.0,,687900.0
2023-07-23,21500.0,21850.0,21150.0,21450.0,,685400.0
2023-07-25,21050.0,21150.0,20600.0,20900.0,,319100.0
2023-07-27,23100.0,23900.0,23100.0,23750.0,,899900.0
2023-08-02,23400.0,24100.0,23050.0,23400.0,,534100.0
2023-08-03,23700.0,24300.0,23500.0,24000.0,,489400.0
2023-08-06,24450.0,24450.0,22900.0,23450.0,,864400.0
2023-08-07,23000.0,23400.0,22800.0,22900.0,,612400.0
2023-08-08,22950.0,23450.0,22400.0,23450.0,,551800.0
2023-08-09,23450.0,23500.0,22400.0,22400.0,,556100.0
2023-08-10,22700.0,22700.0,21400.0,22500.0,,680800.0
2023-08-13,22900.0,23600.0,22800.0,23150.0,,749500.0
2023-08-14,23400.0,23450.0,22900.0,23000.0,,389500.0
2023-08-15,23000.0,24000.0,22450.0,24000.0,,841100.0
2023-08-16,24000.0,25200.0,24000.0,24000.0,,1161200.0
2023-08-17,23900.0,23950.0,22350.0,22350.0,,781500.0
2023-08-20,21000.0,22350.0,20850.0,21000.0,,863700.0
2023-08-21,21250.0,21300.0,19550.0,20900.0,,725900.0
2023-08-22,21750.0,21750.0,20850.0,20900.0,,261302.0
2023-08-23,21000.0,21800.0,20700.0,21650.0,,497303.0
2023-08-24,21750.0,21800.0,21300.0,21350.0,,426302.0
2023-08-27,21400.0,21800.0,21200.0,21800.0,,358603.0
2023-08-28,21900.0,22850.0,21700.0,22000.0,,397902.0
2023-08-29,22000.0,22200.0,21600.0,21900.0,,352201.0
2023-08-30,22050.0,22700.0,22050.0,22200.0,,410401.0
2023-09-04,22850.0,22850.0,22350.0,22450.0,,425000.0
2023-09-05,22450.0,24000.0,21950.0,24000.0,,975702.0
2023-09-06,24500.0,24800.0,23900.0,23900.0,,729502.0
2023-09-07,23600.0,24000.0,23050.0,23300.0,,666801.0
2023-09-10,23500.0,23800.0,22050.0,22050.0,,727900.0
2023-09-11,22550.0,23050.0,21800.0,23000.0,,475521.0
2023-09-12,23350.0,23350.0,22300.0,22700.0,,546208.0
2023-09-13,22500.0,22600.0,21650.0,21800.0,,674900.0
2023-09-14,21700.0,21900.0,21100.0,21500.0,,369800.0
