,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"299,654,697,084","214,017,900,090","386,679,731,301","613,464,034,884","210,650,781,583","175,297,458,124","345,627,447,842","525,146,307,494","339,391,362,566","185,181,718,681","132,968,104,395","443,386,205,344","303,624,252,483","241,424,040,898","400,291,416,765","673,436,773,816","242,353,640,263","216,445,714,188","432,040,402,381","621,521,767,115","382,168,675,183","274,831,731,205","492,295,837,802","715,461,994,390"
2. Các khoản giảm trừ doanh thu,"3,028,579,374","4,837,360,489","866,409,404","1,522,775,773","4,195,601,672","4,327,250,571","482,886,167","1,190,366,274","3,117,178,412","4,401,276,810","601,367,137","1,809,195,122","1,850,165,396","1,540,694,619","1,330,194,172","1,392,270,459","5,627,803,913","6,315,413,538","4,396,670,012","8,331,679,248","22,549,304,939","15,090,632,050","12,780,238,601","33,626,133,039"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"296,626,117,710","209,180,539,601","385,813,321,897","611,941,259,111","206,455,179,911","170,970,207,553","345,144,561,675","523,955,941,220","336,274,184,154","180,780,441,871","132,366,737,258","441,577,010,222","301,774,087,087","239,883,346,279","398,961,222,593","672,044,503,357","236,725,836,350","210,130,300,650","427,643,732,369","613,190,087,867","359,619,370,244","259,741,099,155","479,515,599,201","681,835,861,351"
4. Giá vốn hàng bán,"211,605,257,881","146,552,109,673","246,941,100,904","415,242,200,685","154,214,218,554","137,221,451,604","245,927,570,636","348,342,663,873","234,791,968,765","135,275,796,259","102,146,750,432","303,749,755,577","224,863,953,686","186,632,467,368","269,139,638,343","455,355,626,695","169,277,610,505","167,385,544,761","273,693,035,729","378,358,090,816","250,192,425,637","186,158,692,975","296,248,754,382","426,457,035,384"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"85,020,859,829","62,628,429,928","138,872,220,993","196,699,058,426","52,240,961,357","33,748,755,949","99,216,991,039","175,613,277,347","101,482,215,389","45,504,645,612","30,219,986,826","137,827,254,645","76,910,133,401","53,250,878,911","129,821,584,250","216,688,876,662","67,448,225,845","42,744,755,889","153,950,696,640","234,831,997,051","109,426,944,607","73,582,406,180","183,266,844,819","255,378,825,967"
6. Doanh thu hoạt động tài chính,"6,199,078,237","6,294,103,872","3,317,901,041","5,517,163,190","5,398,703,729","6,054,746,368","6,558,622,292","7,320,782,123","5,223,372,447","3,141,269,920","2,765,463,853","1,881,662,859","6,019,895,360","7,483,205,856","12,537,072,064","8,445,125,342","10,254,006,676","12,288,214,269","11,682,733,002","11,665,309,139","14,820,193,655","13,716,301,313","11,464,776,501","11,689,142,744"
7. Chi phí tài chính,"45,562,635","26,834,498","1,086,236,622","1,007,120,877","206,102,810","2,765,659,038","3,158,316,204","1,975,010,926","2,089,511,212","300,893,843","451,597,989","677,788,716","270,340,468","1,707,554,759","4,939,665,550","4,526,099,401","3,061,818,032","5,738,933,620","4,806,956,792","5,856,145,956","9,519,550,690","3,112,144,561","9,171,308,686","2,695,189,059"
- Trong đó: Chi phí lãi vay,,,,,,"1,043,892,713","2,412,341,552","1,948,064,215","2,179,048,721","350,632,210",,"771,243,538","14,933,333","966,350,368","4,266,782,600","2,357,072,134","3,029,504,341","6,092,746,952","4,457,961,275","5,430,378,921","5,286,891,426","2,995,262,378","3,690,104,174","2,482,103,516"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"61,325,854,043","42,086,338,985","100,660,613,818","117,187,351,145","38,373,977,064","32,131,983,957","68,583,409,729","110,881,140,399","74,774,866,322","35,182,091,090","25,674,521,908","101,600,943,557","60,055,352,722","41,235,091,160","83,877,373,572","140,451,761,394","50,950,178,446","30,887,602,640","106,214,107,159","140,310,160,398","78,435,449,884","54,376,764,929","123,930,068,033","173,083,584,781"
