,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"16,734,166,270","14,484,041,886","16,349,906,405","20,938,629,124","17,955,664,739","19,281,246,425","21,347,203,794","24,849,595,329","21,321,446,892","12,911,461,102","10,212,686,273","21,727,783,874","18,931,083,376","18,199,525,020","24,995,618,780","40,013,986,080","21,154,544,909","17,333,923,681","25,898,369,082","24,811,475,203","19,216,232,314","18,833,790,166","22,647,140,803","26,797,941,321"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"13,114,355,118","12,325,318,431","24,093,365,189","63,083,120,470","1,103,920,473","-14,375,387,103","12,686,683,604","45,228,312,816","8,519,763,410","251,469,497","-3,353,355,491","15,702,401,357","3,673,252,195","-408,086,172","28,545,998,412","40,142,155,129","2,535,691,134","1,072,510,217","28,713,996,609","75,519,524,633","17,075,905,374","10,976,007,837","38,983,103,798","64,491,253,550"
12. Thu nhập khác,"1,200,149,557","4,052,102,218","2,386,887,620","2,934,836,956","3,312,934,112","103,771,067,969","3,689,798,680","-5,779,764,905","1,118,838,003","916,030,485","616,804,474","7,990,446,960","228,981,958,350","753,225,462","93,588,514","390,130,360","547,273,454","338,774,458","1,359,166,484","601,448,786","422,457,654","158,023,865","163,297,501","364,128,886"
13. Chi phí khác,"103,437,882","1,142,718,955","249,699,386","264,594,779","363,929,598","26,007,440,739","637,723,279","218,773,358","585,568,714","1,063,986,148","659,561,566","2,352,798,642","67,235,600,246","1,610,094,711","1,227,707,556","565,563,067","80,661,613","117,485,374","271,540,205","684,638,526","80,663,175","-18,372,403","276,106,543","709,644,283"
14. Lợi nhuận khác(40=31-32),"1,096,711,675","2,909,383,263","2,137,188,234","2,670,242,177","2,949,004,514","77,763,627,230","3,052,075,401","-5,998,538,263","533,269,289","-147,955,663","-42,757,092","5,637,648,318","161,746,358,104","-856,869,249","-1,134,119,042","-175,432,707","466,611,841","221,289,084","1,087,626,279","-83,189,740","341,794,479","176,396,268","-112,809,042","-345,515,397"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"14,211,066,793","15,234,701,694","26,230,553,423","65,753,362,647","4,052,924,987","63,388,240,127","15,738,759,005","39,229,774,553","9,053,032,699","103,513,834","-3,396,112,583","21,340,049,675","165,419,610,299","-1,264,955,421","27,411,879,370","39,966,722,422","3,002,302,975","1,293,799,301","29,801,622,888","75,436,334,893","17,417,699,853","11,152,404,105","38,870,294,756","64,145,738,153"
16. Chi phí thuế TNDN hiện hành,"2,366,381,907","2,422,876,982","6,098,289,938","14,625,192,300","2,954,260,704","14,375,374,072","6,309,471,148","4,445,321,554","1,583,799,247",,,"3,586,968,645","33,988,019,279","1,592,425,411","5,405,106,693","2,354,232,010",,"1,158,689,738","6,434,796,328","2,735,253,984",,"2,301,641,446","5,023,981,566","7,342,737,738"
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,"-4,933,664",,"235,388,317","-227,100,227","540,338,033"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"11,844,684,886","12,811,824,712","20,132,263,485","51,128,170,347","1,098,664,283","49,012,866,055","9,429,287,857","34,784,452,999","7,469,233,452","103,513,834","-3,396,112,583","17,753,081,030","131,431,591,020","-2,857,380,832","22,006,772,677","37,612,490,412","3,002,302,975","135,109,563","23,366,826,560","72,706,014,573","17,417,699,853","8,615,374,342","34,073,413,417","56,262,662,382"
19. Lợi nhuận sau thuế công ty mẹ,"11,844,684,886","12,811,824,712","20,132,263,485","51,128,170,347","1,098,664,283","49,012,866,055","9,429,287,857","34,784,452,999","7,469,233,452","103,513,834","-3,396,112,583","17,753,081,030","131,431,591,020","-2,857,380,832","22,006,772,677","37,612,490,412","3,002,302,975","135,109,563","23,366,826,560","72,706,014,573","17,411,550,093","8,620,638,897","34,073,980,187","56,257,706,995"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,"6,149,760","-5,264,555","-566,770","4,955,387"
21. Lãi cơ bản trên cổ phiếu(*),730,789,"1,240",315,68,"3,019",581,"2,143",460,06,-209,"1,094","6,658",-145,"1,115","1,905",160,07,165,"3,692",929,437,"1,726","2,975"
22. Lãi suy giảm trên cổ phiếu (*),,,,315,68,,,,,,,,,,,,,,,"3,692",,,,"2,975"
