,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"278,242,221,928","318,012,114,359","318,235,893,109","481,812,187,559","389,344,385,755","374,051,101,779","458,795,669,277","735,964,299,474","367,294,589,472","389,330,729,464","394,043,756,702","416,643,351,347","368,929,371,148","377,093,511,787","400,896,379,672","448,926,418,471","388,784,710,409","819,299,258,185","432,197,136,598","504,122,733,414","395,914,155,553",,"421,729,399,873","554,570,624,982"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"3,341,235,304,930","3,516,775,668,232","3,265,127,046,928","2,673,952,095,282","3,362,986,720,268","3,721,525,146,405","3,755,879,519,012","2,698,989,438,731","3,071,224,780,055","3,510,265,400,228","3,507,044,711,060","2,639,084,928,848","2,772,150,770,559","2,600,935,725,205","2,888,929,476,609","2,229,048,854,727","2,314,795,307,642","5,091,539,706,382","3,086,270,738,943","2,725,822,436,482","2,715,537,085,273",,"2,970,748,116,715","2,581,919,225,696"
12. Thu nhập khác,"42,944,840,145","66,987,285,143","74,087,108,721","65,427,025,170","36,671,885,321","40,150,489,277","84,975,939,469","50,587,881,068","120,489,176,600","37,278,305,250","142,312,452,646","122,743,257,794","49,186,371,697","50,244,850,545","41,224,997,384","148,365,579,501","41,111,331,702","74,631,712,185","37,955,648,630","240,821,530,736","37,007,652,440",,"37,227,938,682","121,552,139,821"
13. Chi phí khác,"41,397,280,968","33,931,187,119","85,458,005,938","90,040,261,969","41,399,602,611","50,295,058,214","63,835,668,510","77,700,603,192","37,803,733,850","53,858,755,239","62,753,873,794","73,791,162,679","56,985,518,420","75,122,932,001","70,271,306,667","82,172,192,394","43,860,213,391","126,126,448,611","48,436,566,422","114,579,366,839","46,704,335,991",,"66,174,414,919","60,102,594,612"
14. Lợi nhuận khác(40=31-32),"1,547,559,177","33,056,098,024","-11,370,897,217","-24,613,236,799","-4,727,717,290","-10,144,568,937","21,140,270,959","-27,112,722,124","82,685,442,750","-16,580,449,989","79,558,578,852","48,952,095,115","-7,799,146,723","-24,878,081,456","-29,046,309,283","66,193,387,107","-2,748,881,689","-51,494,736,426","-10,480,917,792","126,242,163,897","-9,696,683,551",,"-28,946,476,237","61,449,545,209"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"3,342,782,864,107","3,549,831,766,256","3,253,756,149,711","2,649,338,858,483","3,358,259,002,978","3,711,380,577,468","3,777,019,789,971","2,671,876,716,607","3,153,910,222,805","3,493,684,950,239","3,586,603,289,912","2,688,037,023,963","2,764,351,623,836","2,576,057,643,749","2,859,883,167,326","2,295,242,241,834","2,312,046,425,953","5,040,044,969,956","3,075,789,821,151","2,852,064,600,379","2,705,840,401,722",,"2,941,801,640,478","2,643,368,770,905"
16. Chi phí thuế TNDN hiện hành,"522,861,656,123","650,596,496,904","579,559,045,028","485,348,598,058","564,338,684,243","637,060,519,942","645,013,546,575","464,261,259,130","559,443,305,864","633,974,149,435","623,139,563,848","504,424,655,028","462,232,548,984","490,431,693,598","534,337,235,466","469,246,818,237","377,888,254,570","872,795,739,611","548,401,617,475","527,166,047,542","497,675,570,285",,"573,837,659,232","555,142,311,297"
17. Chi phí thuế TNDN hoãn lại,"22,540,309,094","-4,543,499,607","-2,539,547,647","-12,445,300,287","17,113,759,408","-10,245,770,048","-6,169,419,341","-28,568,727,010","-2,466,811,360","-2,558,664,410","2,737,563,151","-28,994,247,115","18,804,420,394","-16,640,960,424","2,673,735,355","-43,126,134,573","27,931,772,305","31,864,941,508","-5,876,182,583","-25,806,937,118","1,181,461,848",,"-35,189,074,022","-58,564,884,369"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"2,797,380,898,890","2,903,778,768,959","2,676,736,652,330","2,176,435,560,712","2,776,806,559,327","3,084,565,827,574","3,138,175,662,737","2,236,184,184,487","2,596,933,728,301","2,862,269,465,214","2,960,726,162,913","2,212,606,616,050","2,283,314,654,458","2,102,266,910,575","2,322,872,196,505","1,869,121,558,170","1,906,226,399,078","4,135,384,288,837","2,533,264,386,259","2,350,705,489,955","2,206,983,369,589",,"2,403,153,055,268","2,146,791,343,977"
19. Lợi nhuận sau thuế công ty mẹ,"2,790,729,116,151","2,898,738,430,907","2,690,192,377,294","2,201,515,747,637","2,764,911,978,211","3,071,714,073,426","3,077,140,792,284","2,185,170,012,447","2,575,916,578,653","2,834,789,042,592","2,925,766,998,017","2,196,004,480,636","2,265,518,089,530","2,082,981,126,147","2,298,398,907,051","1,869,125,571,613","1,856,733,257,236","4,055,544,441,797","2,492,254,015,001","2,326,013,960,066","2,194,666,965,600",,"2,403,519,104,884","2,123,649,268,483"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"6,651,782,739","5,040,338,052","-13,455,724,964","-25,080,186,925","11,894,581,116","12,851,754,148","61,034,870,453","51,014,172,040","21,017,149,648","27,480,422,622","34,959,164,896","16,602,135,414","17,796,564,928","19,285,784,428","24,473,289,454","-4,013,443","49,493,141,842","79,839,847,040","41,010,371,258","24,691,529,889","12,316,403,989",,"-366,049,616","23,142,075,494"
21. Lãi cơ bản trên cổ phiếu(*),"1,452","1,501","1,385","1,140","1,427","1,586","1,323",936,"1,101","1,212","1,262",943,973,877,985,797,796,"1,731","1,066",999,944,,"1,032",908
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
