,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"13,230,084,714,897","14,610,401,622,240","14,304,042,994,942","14,255,700,394,638","14,206,192,026,063","15,509,586,167,075","15,577,229,685,157","14,429,900,514,941","13,240,715,083,738","15,728,786,449,961","16,208,270,405,981","15,834,302,208,084","13,940,472,652,935","14,959,410,994,547","16,094,113,384,043","15,080,733,191,774","13,954,019,633,882","29,166,959,042,756","15,681,494,654,705","15,630,458,869,279","14,124,890,259,766",,"15,548,707,382,507","15,485,051,436,522"
2. Các khoản giảm trừ doanh thu,"40,784,427,090","11,441,072,483","13,142,547,924","16,738,916,476","53,092,072,488","14,352,408,276","14,071,686,928","5,105,999,997","50,444,960,886","12,980,283,496","14,218,402,422","15,265,654,814","62,646,829,737","29,135,701,910","14,621,959,913","12,078,534,321","35,627,707,242","53,742,160,423","44,506,970,023","11,747,924,789","12,478,942,708",,"11,370,069,034","7,978,311,081"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"13,189,300,287,807","14,598,960,549,757","14,290,900,447,018","14,238,961,478,162","14,153,099,953,575","15,495,233,758,799","15,563,157,998,229","14,424,794,514,944","13,190,270,122,852","15,715,806,166,465","16,194,052,003,559","15,819,036,553,270","13,877,825,823,198","14,930,275,292,637","16,079,491,424,130","15,068,654,657,453","13,918,391,926,640","29,113,216,882,333","15,636,987,684,682","15,618,710,944,490","14,112,411,317,058",,"15,537,337,313,473","15,477,073,125,441"
4. Giá vốn hàng bán,"7,034,297,778,254","7,585,015,000,599","7,567,934,476,550","7,558,658,856,714","7,547,288,345,650","8,357,339,161,700","8,296,414,517,093","7,766,620,813,396","7,435,389,686,438","8,861,448,981,220","9,250,304,913,128","9,093,719,773,053","8,253,022,172,432","8,853,615,491,038","9,729,311,781,833","9,223,066,245,408","8,520,365,614,981","17,564,998,501,788","9,082,087,041,307","9,177,098,353,000","8,200,889,872,493",,"9,135,891,859,183","9,267,382,480,456"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"6,155,002,509,553","7,013,945,549,158","6,722,965,970,468","6,680,302,621,448","6,605,811,607,925","7,137,894,597,099","7,266,743,481,136","6,658,173,701,548","5,754,880,436,414","6,854,357,185,245","6,943,747,090,431","6,725,316,780,217","5,624,803,650,766","6,076,659,801,599","6,350,179,642,297","5,845,588,412,045","5,398,026,311,659","11,548,218,380,545","6,554,900,643,375","6,441,612,591,490","5,911,521,444,565",,"6,401,445,454,290","6,209,690,644,985"
6. Doanh thu hoạt động tài chính,"176,287,359,587","190,720,049,829","206,732,692,690","233,576,605,377","284,879,682,275","335,351,494,778","358,591,147,428","602,270,330,836","284,839,944,505","292,767,071,141","314,242,042,431","322,834,761,317","320,283,365,813","341,814,888,660","338,615,402,043","379,190,751,224","419,705,072,231","803,669,017,004","483,829,853,834","428,868,705,495","387,368,759,884",,"430,476,492,135","394,631,907,537"
7. Chi phí tài chính,"28,768,197,631","42,152,766,378","44,895,193,422","71,153,524,397","122,428,728,401","674,383,923","120,470,092,893","64,996,123,618","6,424,291,388","42,133,666,112","63,549,064,354","90,231,210,378","132,476,618,856","135,024,600,156","142,793,205,373","207,242,758,610","158,240,818,929","274,198,508,718","110,138,422,955","118,785,839,541","102,489,879,376",,"97,962,433,824","140,107,172,656"
- Trong đó: Chi phí lãi vay,"19,835,521,940","25,355,145,802","27,795,829,812","35,838,396,433","42,061,538,321","37,641,854,799","38,257,217,439","25,857,854,618","12,905,990,201","28,072,255,034","24,374,567,105","23,446,278,323","26,168,600,367","36,701,642,341","49,942,302,240","53,226,546,796","82,291,916,805","178,262,554,562","79,600,679,532","96,231,603,161","86,395,425,954",,"62,624,826,693","66,109,861,870"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","-12,607,699,916","2,474,048,770","-9,779,647,914","14,196,707,957","-11,789,710,907","6,327,202,372","-5,701,551,848","15,046,249,059","-8,845,432,193","-19,582,360,879","14,548,700,320","-31,165,337,137","-35,236,298,601","10,625,616,792","4,691,288,456","-4,556,583,050","-13,760,236,004","-24,961,240,582","-27,632,597,830","-28,037,460,234","10,326,196,929",,"-5,059,420,447","23,396,009,808"
9. Chi phí bán hàng,"2,670,436,444,735","3,330,199,098,788","3,291,660,881,785","3,701,158,127,544","3,004,141,744,869","3,383,322,662,142","3,284,487,795,534","3,775,540,419,620","2,585,931,287,811","3,185,812,099,703","3,307,900,301,066","3,871,026,713,824","2,636,293,957,415","3,316,046,469,903","3,260,867,271,142","3,335,004,548,411","2,942,150,310,906","6,141,888,683,682","3,382,491,600,883","3,493,712,827,314","3,095,275,281,176",,"3,336,422,575,566","3,351,121,538,996"
