,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,"108,039,105,000","90,851,303,000",,,,,,,,,,,,,,,,
2. Các khoản giảm trừ doanh thu,,,,,,,"17,947,000","86,652,000",,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,"108,021,158,000","90,764,651,000",,,,,,,,,,,,,,,,
4. Giá vốn hàng bán,,,,,,,"71,584,610,068","75,095,905,065",,,,,,,,,,,,,,,,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,"36,436,547,932","15,668,745,935",,,,,,,,,,,,,,,,
6. Doanh thu hoạt động tài chính,,,,,,,"112,005,805","316,759,699",,,,,,,,,,,,,,,,
7. Chi phí tài chính,,,,,,,"296,174,855","236,905,594",,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay,,,,,,,"221,408,855","233,341,594",,,,,,,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,,,,,,,"652,625,648","1,096,783,648",,,,,,,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,,,,,,,"2,473,106,675","3,402,504,613",,,,,,,,,,,,,,,,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,"33,126,646,559","11,249,311,779",,,,,,,,,,,,,,,,
12. Thu nhập khác,,,,,,,,,,,,,,,,,,,,,,,,
13. Chi phí khác,,,,,,,,"8,592,554",,,,,,,,,,,,,,,,
14. Lợi nhuận khác(40=31-32),,,,,,,,"-8,592,554",,,,,,,,,,,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,"33,126,646,559","11,240,719,225",,,,,,,,,,,,,,,,
16. Chi phí thuế TNDN hiện hành,,,,,,,"3,331,542,423","1,173,603,322",,,,,,,,,,,,,,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,"29,795,104,136","10,067,115,903",,,,,,,,,,,,,,,,
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,"29,795,104,136","10,067,115,903",,,,,,,,,,,,,,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,"7,449","2,517",,,,,,,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
