,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"3,825,422,576,124","4,264,784,570,155","4,670,341,435,595","6,351,799,835,068","4,701,502,761,017","5,682,560,505,193","6,061,308,161,374","7,542,687,120,821","5,368,490,388,405","5,880,636,550,493","7,127,157,596,231","9,722,600,549,797",,"5,673,817,138,583","7,156,640,177,844","8,135,696,010,871","6,056,967,681,348","6,509,683,480,053","7,292,962,617,137","8,536,100,513,663","6,638,381,059,048","7,448,156,132,986","8,054,671,620,208","9,014,265,306,752"
2. Các khoản giảm trừ doanh thu,"128,480,917,233","151,328,057,971","160,958,260,198","184,039,345,032","165,986,125,874","188,920,990,599","144,603,354,534","145,813,596,001","105,086,938,581","122,706,523,443","65,579,954,558","31,876,450,611",,"40,846,963,890","68,628,172,797","64,888,465,838","20,120,169,381","32,360,439,274","59,587,353,884","42,653,696,825","57,953,750,369","60,614,260,163","67,695,977,003","71,984,506,222"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"3,696,941,658,891","4,113,456,512,184","4,509,383,175,397","6,167,760,490,036","4,535,516,635,143","5,493,639,514,594","5,916,704,806,840","7,396,873,524,820","5,263,403,449,824","5,757,930,027,050","7,061,577,641,673","9,690,724,099,186",,"5,632,970,174,693","7,088,012,005,047","8,070,807,545,033","6,036,847,511,967","6,477,323,040,779","7,233,375,263,253","8,493,446,816,838","6,580,427,308,679","7,387,541,872,823","7,986,975,643,205","8,942,280,800,530"
4. Giá vốn hàng bán,"2,094,496,957,714","2,437,819,489,181","2,605,748,589,358","3,391,803,277,692","2,656,947,322,600","3,247,071,926,294","3,375,508,184,928","4,143,992,907,224","3,105,972,066,542","3,408,707,435,171","3,932,601,600,986","5,535,414,601,069",,"3,307,669,039,796","4,228,750,760,097","4,723,343,668,622","3,427,800,146,735","3,498,587,850,191","3,863,819,296,166","4,476,417,002,015","3,504,601,831,923","3,971,180,336,788","4,250,821,102,719","4,765,937,113,588"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"1,602,444,701,177","1,675,637,023,003","1,903,634,586,039","2,775,957,212,344","1,878,569,312,543","2,246,567,588,300","2,541,196,621,912","3,252,880,617,596","2,157,431,383,282","2,349,222,591,879","3,128,976,040,687","4,155,309,498,117",,"2,325,301,134,897","2,859,261,244,950","3,347,463,876,411","2,609,047,365,232","2,978,735,190,588","3,369,555,967,087","4,017,029,814,823","3,075,825,476,756","3,416,361,536,035","3,736,154,540,486","4,176,343,686,942"
6. Doanh thu hoạt động tài chính,"144,679,141,399","149,167,988,888","165,421,372,089","160,579,328,737","177,133,342,873","205,460,212,061","186,850,678,000","185,364,190,508","180,872,661,925","186,773,309,798","160,662,794,693","191,762,807,445",,"214,389,670,995","232,434,271,112","299,989,157,558","432,606,089,815","457,541,774,772","482,993,920,662","480,370,625,162","445,985,645,111","455,028,123,862","471,164,507,760","428,480,690,295"
7. Chi phí tài chính,"58,752,485,179","55,071,367,666","59,887,154,330","66,429,900,273","88,731,709,166","83,956,315,427","72,727,385,542","70,017,837,461","55,494,299,322","62,249,517,723","60,738,109,930","79,529,503,327",,"106,393,047,581","84,229,137,833","108,974,381,273","143,016,441,693","135,185,292,921","153,834,113,642","105,992,440,181","83,443,901,035","78,208,930,370","89,393,495,065","126,862,456,674"
- Trong đó: Chi phí lãi vay,"57,860,475,338","52,821,014,357","59,675,585,770","65,464,604,002","77,592,676,876","78,944,381,085","67,137,093,788","62,821,382,981","51,849,928,923","54,128,223,451","56,681,904,920","63,499,121,324",,"72,662,604,457","71,918,124,489","96,264,387,271","139,349,836,647","123,595,042,023","130,789,256,912","91,551,644,483","75,833,235,658","60,940,943,683","78,322,809,083","112,431,544,470"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,"7,977,651,000",,,,,"13,296,085,000",,,"13,296,085,000",,,,"13,296,085,000",,,"13,296,085,000","20,466,614,348",,"24,898,599,347","12,451,327,193","17,537,949,674","17,537,949,674","17,537,949,674"
9. Chi phí bán hàng,"592,712,982,259","746,733,872,468","826,660,771,114","849,073,334,808","820,001,819,042","917,074,635,616","1,044,438,470,299","1,289,577,074,477","1,010,924,140,753","964,089,161,270","1,201,283,384,986","1,603,848,195,646",,"936,820,757,911","1,204,649,758,162","1,245,083,881,439","1,121,093,018,441","1,243,824,205,511","1,411,299,539,149","1,551,867,529,450","1,357,854,697,331","1,512,414,981,528","1,545,233,065,553","1,488,483,603,741"
10. Chi phí quản lý doanh nghiệp,"186,370,442,658","180,144,949,190","175,694,216,206","275,181,965,839","192,856,090,474","216,661,451,092","206,826,461,269","233,723,336,597","238,332,346,367","216,685,187,155","294,606,275,545","323,282,985,124",,"243,154,674,781","239,725,728,548","209,693,562,836","220,042,149,878","225,469,486,040","227,588,086,376","252,573,954,124","204,908,488,082","264,607,241,995","209,818,134,597","296,589,033,992"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"909,287,932,480","850,832,473,567","1,006,813,816,478","1,745,851,340,161","954,113,036,734","1,234,335,398,226","1,417,351,067,802","1,844,926,559,569","1,033,553,258,765","1,306,268,120,529","1,733,011,064,919","2,340,411,621,465",,"1,266,618,410,619","1,563,090,891,519","2,083,701,208,421","1,570,797,930,035","1,852,264,595,236","2,059,828,148,582","2,611,865,115,577","1,888,055,362,612","2,033,696,455,678","2,380,412,302,705","2,710,427,232,504"
12. Thu nhập khác,"61,154,609","40,526,577","1,293,168,658","228,301,405","35,814,337","740,000,950","347,604,562","1,028,074,496","165,256,432","393,653,819","933,513,314","3,781,428,635",,"593,215,935","1,640,454,280","836,346,070","2,168,242,309","412,955,282","1,752,810,438","5,243,029,590","608,888,648","2,274,611,297","203,149,863","676,210,448"
13. Chi phí khác,"3,723,308,889","7,591,553,477","1,733,000,370","9,581,538,117","293,868,297","1,793,382,311","5,062,509,107","10,885,474,394","1,428,002,673","8,907,852,958","1,771,744,003","-4,156,058,642",,"3,930,175,760","13,642,149,158","7,076,945,638","1,553,187,311","2,393,329,948","424,403,420","1,115,299,691","1,387,150,700","540,414,947","3,684,264,729","6,429,516,962"
14. Lợi nhuận khác(40=31-32),"-3,662,154,280","-7,551,026,900","-439,831,712","-9,353,236,712","-258,053,960","-1,053,381,361","-4,714,904,545","-9,857,399,898","-1,262,746,241","-8,514,199,139","-838,230,689","7,937,487,277",,"-3,336,959,825","-12,001,694,878","-6,240,599,568","615,054,998","-1,980,374,666","1,328,407,018","4,127,729,899","-778,262,052","1,734,196,350","-3,481,114,866","-5,753,306,514"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"905,625,778,200","843,281,446,667","1,006,373,984,766","1,736,498,103,449","953,854,982,774","1,233,282,016,865","1,412,636,163,257","1,835,069,159,671","1,032,290,512,524","1,297,753,921,390","1,732,172,834,230","2,348,349,108,742",,"1,263,281,450,794","1,551,089,196,641","2,077,460,608,853","1,571,412,985,033","1,850,284,220,570","2,061,156,555,600","2,615,992,845,476","1,887,277,100,560","2,035,430,652,028","2,376,931,187,839","2,704,673,925,990"
16. Chi phí thuế TNDN hiện hành,"103,383,306,898","37,029,951,809","114,706,754,309","155,332,831,909","126,628,476,322","202,287,489,487","259,630,546,928","297,270,311,374","146,633,894,612","153,648,999,317","350,707,220,315","328,183,952,744",,"140,350,331,175","197,147,813,899","216,086,357,465","203,227,586,637","243,147,925,083","281,991,243,052","326,652,034,364","254,111,705,847","199,354,834,530","328,789,029,653","345,538,521,550"
17. Chi phí thuế TNDN hoãn lại,"2,021,144,096","-3,135,494,501","-18,905,008,909","39,667,731,460","7,307,117,484","-16,546,471,505","-47,142,043,064","-27,708,915,091","-11,714,657,888","29,595,278,035","-92,996,844,961","-19,668,463,803",,"56,384,051,443","-64,970,860,691","-1,031,595,582","-19,623,630,931","-53,011,549,718","-60,905,188,519","-16,802,058,434","-36,187,930,061","47,193,429,896","-46,288,017,109","-8,736,238,888"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"800,221,327,206","809,386,989,359","910,572,239,366","1,541,497,540,080","819,919,388,968","1,047,540,998,883","1,200,147,659,393","1,565,507,763,388","897,371,275,800","1,114,509,644,038","1,474,462,458,876","2,039,833,619,801",,"1,066,547,068,176","1,418,912,243,433","1,862,405,846,970","1,387,809,029,327","1,660,147,845,205","1,840,070,501,067","2,306,142,869,546","1,669,353,324,774","1,788,882,387,602","2,094,430,175,295","2,367,871,643,328"
19. Lợi nhuận sau thuế công ty mẹ,"793,561,865,472","801,505,042,225","900,245,264,430","1,531,178,795,567","811,993,204,990","1,022,360,205,535","1,176,530,026,237","1,544,959,963,706","875,804,715,143","1,087,830,926,339","1,461,066,180,047","2,017,433,067,945",,"1,035,306,452,301","1,403,203,156,014","1,849,198,142,829","1,377,114,566,893","1,623,375,880,269","1,809,993,883,177","2,274,679,655,055","1,645,181,047,369","1,756,584,973,694","2,072,298,276,495","2,329,211,221,438"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"6,659,461,734","7,881,947,134","10,326,974,936","10,318,744,513","7,926,183,978","25,180,793,348","23,617,633,156","20,547,799,682","21,566,560,657","26,678,717,699","13,396,278,829","22,400,551,856",,"31,240,615,875","15,709,087,419","13,207,704,141","10,694,462,434","36,771,964,936","30,076,617,890","31,463,214,491","24,172,277,405","32,297,413,908","22,131,898,800","38,660,421,890"
21. Lãi cơ bản trên cổ phiếu(*),"1,301","1,314","1,282","2,178","1,152","1,450","1,669","2,188","1,236","1,535","2,061","2,839",,"1,446","1,960","2,582","1,922","2,266","2,526","3,175","2,293","2,448","2,886","3,236"
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
