TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"25,623,295,063,614","27,617,536,973,491","26,686,795,166,646","35,011,896,908,246","30,121,859,890,958","30,753,498,385,058","32,884,121,759,949","37,425,547,622,436","40,807,257,390,563","44,393,735,107,006","35,015,204,067,827","51,976,153,923,199","51,393,709,730,456","48,128,776,434,046","50,183,400,888,124","44,631,140,049,888","43,359,007,145,864","49,611,451,060,648","49,825,377,770,911","51,946,979,209,618","56,259,440,492,906","59,688,208,633,825","61,074,953,380,269","65,774,193,760,868"
I. Tiền và các khoản tương đương tiền,"2,839,159,906,918","3,292,659,082,600","3,697,191,147,790","3,177,236,816,468","3,273,375,468,382","2,166,228,016,587","2,590,965,281,039","7,347,957,397,925","2,203,952,214,497","4,617,786,523,255","3,215,215,954,814","4,943,933,460,193","3,259,252,088,558","2,897,829,353,037","7,065,242,844,865","5,061,020,547,422","2,781,240,200,379","3,441,539,364,017","2,351,917,872,085","5,365,704,857,172","5,570,878,069,236","5,776,462,799,036","9,752,339,611,719","5,697,331,540,730"
1. Tiền,"2,791,159,906,918","2,942,659,082,600","2,671,770,369,327","2,024,347,938,868","3,047,500,270,292","2,117,241,629,042","2,531,477,281,039","2,243,374,466,174","2,059,947,172,526","3,663,573,676,679","1,839,361,622,984","2,606,672,264,502","3,249,246,887,868","2,837,829,353,037","5,495,702,195,487","3,846,020,547,422","2,681,240,200,379","3,091,539,364,017","2,351,917,872,085","4,795,636,583,222","5,103,733,569,236","4,564,646,301,553","3,283,839,611,719","4,697,331,540,730"
2. Các khoản tương đương tiền,"48,000,000,000","350,000,000,000","1,025,420,778,463","1,152,888,877,600","225,875,198,090","48,986,387,545","59,488,000,000","5,104,582,931,751","144,005,041,971","954,212,846,576","1,375,854,331,830","2,337,261,195,691","10,005,200,690","60,000,000,000","1,569,540,649,378","1,215,000,000,000","100,000,000,000","350,000,000,000",,"570,068,273,950","467,144,500,000","1,211,816,497,483","6,468,500,000,000","1,000,000,000,000"
II. Các khoản đầu tư tài chính ngắn hạn,"3,830,000,000,000","6,133,400,000,000","4,275,400,000,000","3,075,000,000,000","3,800,000,000,000","8,712,400,000,000","10,598,354,547,946","8,057,318,821,918","12,622,967,473,973","13,524,445,343,145","6,814,280,806,241","13,434,708,637,069","11,671,727,339,355","12,320,647,805,155","8,846,233,086,123","10,059,049,605,640","17,028,152,930,606","20,978,938,278,068","20,901,865,637,222","18,937,008,073,823","24,673,243,705,959","25,180,620,627,700","21,548,922,441,819","28,524,441,756,320"
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,"3,830,000,000,000","6,133,400,000,000","4,275,400,000,000","3,075,000,000,000","3,800,000,000,000","8,712,400,000,000","10,598,354,547,946","8,057,318,821,918","12,622,967,473,973","13,524,445,343,145","6,814,280,806,241","13,434,708,637,069","11,671,727,339,355","12,320,647,805,155","8,846,233,086,123","10,059,049,605,640","17,028,152,930,606","20,978,938,278,068","20,901,865,637,222","18,937,008,073,823","24,673,243,705,959","25,180,620,627,700","21,548,922,441,819","28,524,441,756,320"
III. Các khoản phải thu ngắn hạn,"1,919,077,775,479","1,309,517,488,724","1,247,264,512,387","1,815,085,561,979","1,443,027,344,349","1,286,574,635,638","1,466,027,079,598","1,703,464,670,665","1,738,733,670,248","2,977,700,013,310","2,787,721,676,605","3,162,121,971,586","2,669,348,947,237","3,756,036,864,744","4,647,579,247,244","3,072,093,853,367","1,916,483,442,480","2,616,211,969,186","3,076,466,093,091","5,158,853,337,785","4,862,847,451,165","7,120,709,443,487","7,355,271,408,055","8,763,667,365,598"
1. Phải thu ngắn hạn của khách hàng,"416,047,422,558","486,349,557,247","213,184,365,169","262,268,362,817","203,722,665,005","293,731,036,207","163,056,682,102","196,394,545,434","216,790,068,593","491,171,403,764","189,752,539,769","384,236,578,232","231,867,971,687","377,447,704,388","210,748,997,022","178,061,365,251","113,839,506,188","218,495,722,481","192,130,085,127","308,474,343,927","307,572,402,792","347,552,799,612","232,971,309,862","241,405,396,887"
