,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"197,437,261,832","250,767,228,439","128,747,235,867","302,231,221,613","155,779,419,124","327,649,901,040","287,420,884,983","282,757,159,104",,"164,093,431,676","295,643,975,816","232,726,096,876","146,434,142,752","182,224,249,602","321,925,546,118","218,391,006,631",,"373,394,862,757","411,439,480,119","549,875,532,972","430,517,481,774","187,919,449,904","289,569,062,277",
2. Các khoản giảm trừ doanh thu,"50,000","1,533,952,390",,,,"25,980,952",,"5,238,095,238",,,"19,047,619",,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"197,437,211,832","249,233,276,049","128,747,235,867","302,231,221,613","155,779,419,124","327,623,920,088","287,420,884,983","277,519,063,866",,"164,093,431,676","295,624,928,197","232,726,096,876","146,434,142,752","182,224,249,602","321,925,546,118","218,391,006,631",,"373,394,862,757","411,439,480,119","549,875,532,972","430,517,481,774","187,919,449,904","289,569,062,277",
4. Giá vốn hàng bán,"161,251,546,734","219,433,306,919","109,893,043,929","268,477,837,826","129,722,711,057","289,319,273,228","248,910,030,209","210,553,758,901",,"127,675,442,771","234,468,687,364","152,033,724,155","97,159,420,280","141,765,477,403","253,716,027,620","151,075,020,936",,"262,084,455,690","299,001,056,807","319,162,026,761","295,526,054,247","127,441,158,347","200,387,719,816",
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"36,185,665,098","29,799,969,130","18,854,191,938","33,753,383,787","26,056,708,067","38,304,646,860","38,510,854,774","66,965,304,965",,"36,417,988,905","61,156,240,833","80,692,372,721","49,274,722,472","40,458,772,199","68,209,518,498","67,315,985,695",,"111,310,407,067","112,438,423,312","230,713,506,211","134,991,427,527","60,478,291,557","89,181,342,461",
6. Doanh thu hoạt động tài chính,"1,161,295,619","939,055,660","3,329,312,015","4,384,794,833","2,925,364,608","2,394,433,547","6,700,698,399","4,654,904,812",,"919,201,728","4,480,553,673","4,370,780,237","368,042,650","4,723,108,535","5,337,895,613","4,035,240,885",,"3,555,483,612","10,591,917,855","5,138,479,735","1,118,304,195","11,992,901,402","9,209,149,069",
7. Chi phí tài chính,"12,614,513,665","11,630,170,909","11,263,769,208","12,775,370,456","12,140,086,824","11,878,133,523","10,791,898,324","10,185,832,228",,"7,579,952,026","10,431,093,750","6,389,614,882","7,824,414,035","8,992,353,074","7,335,594,791","6,627,715,431",,"4,876,935,510","4,879,249,025","2,322,995,583","2,157,503,028","744,415,617","726,120,649",
- Trong đó: Chi phí lãi vay,"12,614,513,665","11,630,170,909",,"12,775,370,456","12,140,086,824","11,878,133,523","11,878,133,523","10,185,832,228",,"7,579,952,026","10,431,093,750","6,389,614,882","7,824,414,035","8,992,353,074","7,335,594,791","6,627,715,431",,"4,876,935,510","4,879,249,025","2,322,995,583","2,157,503,028","744,415,617","726,120,649",
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"408,787,947","1,192,732,904","1,296,882,746","1,735,495,019","754,856,736","703,194,455","2,110,002,053","1,153,196,960",,"903,866,228","1,185,826,128","948,533,283","408,682,763","272,491,452","1,588,979,766","860,331,231",,"-169,489,441","1,985,510,194","1,835,381,100","1,555,521,524","161,338,091","678,975,614",
10. Chi phí quản lý doanh nghiệp,"2,962,503,219","5,015,445,541","4,432,535,324","2,218,521,562","2,538,920,592","6,274,767,115","6,841,521,117","2,208,384,546",,"2,676,244,747","6,994,175,440","1,683,498,355","7,962,646,791","3,058,968,898","6,750,098,410","1,532,317,212",,"1,823,952,349","8,115,852,594","6,866,944,115","13,080,695,080","1,663,065,409","7,759,930,763",
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"21,361,155,886","12,900,675,436","5,190,316,675","21,408,791,583","13,548,208,523","21,842,985,314","25,468,131,679","58,072,796,043",,"26,177,127,632","47,025,699,188","76,041,506,438","33,447,021,533","32,858,067,310","57,872,741,144","62,330,862,706",,"108,334,492,261","108,049,729,354","224,826,665,148","119,316,012,090","69,902,373,842","89,225,464,504",
12. Thu nhập khác,"146,498","2,175,360,378","187,809,087","2,934,293,468","15,507,083","8,779,440","551,760,000","958,160,652",,"402,336,363",,10,"11,000,042","1,613,719,307","1,000,000","402,892",,"-258,572,000","1,151,178,895","46,742,914","20,370,370","1,000","81,917,655",
13. Chi phí khác,"97,933,877","6,047,300","135,021,735","2,856,150,887","1,446,493","-11,180,172","81,532,439","1,077,645,432",,"90,031,631","371,496,394","4,997,219","3,500,043","11,879,413","440,034,585","40,201,772",,"31,819,304","1,434,873","31,799,353","37,145,000","70,283,933","35,297,000",
14. Lợi nhuận khác(40=31-32),"-97,787,379","2,169,313,078","52,787,352","78,142,581","14,060,590","19,959,612","470,227,561","-119,484,780",,"312,304,732","-371,496,394","-4,997,209","7,499,999","1,601,839,894","-439,034,585","-39,798,880",,"-290,391,304","1,149,744,022","14,943,561","-16,774,630","-70,282,933","46,620,655",
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"21,263,368,507","15,069,988,514","5,243,104,027","21,486,934,164","13,562,269,113","21,862,944,926","25,938,359,240","57,953,311,263",,"26,489,432,364","46,654,202,794","76,036,509,229","33,454,521,532","34,459,907,204","57,433,706,559","62,291,063,826",,"108,044,100,957","109,199,473,376","224,841,608,709","119,299,237,460","69,832,090,909","89,272,085,159",
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,,,,,,,,"206,487,324",,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"21,263,368,507","15,069,988,514","5,243,104,027","21,486,934,164","13,562,269,113","21,862,944,926","25,938,359,240","57,953,311,263",,"26,489,432,364","46,654,202,794","76,036,509,229","33,454,521,532","34,459,907,204","57,433,706,559","62,291,063,826",,"108,044,100,957","109,199,473,376","224,635,121,385","119,299,237,460","69,832,090,909","89,272,085,159",
19. Lợi nhuận sau thuế công ty mẹ,"21,263,368,507","15,069,988,514","5,243,104,027","21,486,934,164","13,562,269,113","21,862,944,926","25,938,359,240","57,953,311,263",,"26,489,432,364","46,654,202,794","76,036,509,229","33,454,521,532","34,459,907,204","57,433,706,559","62,291,063,826",,"108,044,100,957","109,199,473,376","224,635,121,385","119,299,237,460","69,832,090,909","89,272,085,159",
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
