,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"12,493,875,791","19,469,007,175","13,697,144,662","23,475,327,389","12,118,438,835","15,829,208,069","14,305,122,940","15,457,767,793","17,101,704,434","18,957,535,915","4,035,269,131","27,226,794,549","13,320,815,743","22,045,783,371","24,643,823,715","32,515,347,013","15,265,647,115","21,218,645,007","18,362,959,030","23,671,868,436","19,622,912,166",,"21,338,981,380","29,422,722,448"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"40,968,524,756","55,628,543,666","75,191,895,759","62,499,826,223","41,118,156,459","54,006,274,462","73,809,141,931","67,185,541,263","31,747,731,557","80,646,857,401","67,130,511,826","106,105,945,656","44,389,451,126","116,611,109,203","81,671,174,275","83,414,091,921","50,630,177,389","77,368,856,457","87,609,935,075","88,503,107,749","57,316,895,944",,"90,856,341,215","190,060,607,570"
12. Thu nhập khác,"66,172,727","2,279,249,045","2,036,536,629","223,464,236","34,855,546","56,363,636","4,388,864","693,938,176","454,893,661","536,450,909","189,033,329","2,020,775,664","886,251,495","1,235,332,839","2,966,874,660","11,111,111","21,818,182","306,387,550","511,794,268","154,554,961","115,476,077",,"50,943,998","11,111,186"
13. Chi phí khác,"99,964,954","2,788,963,334","15,000,000","2,289,338","417,224","5,019,884","3,157,027","1,400,174","37,116,000","3,819,252","-30,980,000","680,904","25,478,096","56,974,220","392,777,778","15,000,000","173,207","7,073,220","22,452,489","7,599,533","2,038,022",,"154,776,873","100,059,335"
14. Lợi nhuận khác(40=31-32),"-33,792,227","-509,714,289","2,021,536,629","221,174,898","34,438,322","51,343,752","1,231,837","692,538,002","417,777,661","532,631,657","220,013,329","2,020,094,760","860,773,399","1,178,358,619","2,574,096,882","-3,888,889","21,644,975","299,314,330","489,341,779","146,955,428","113,438,055",,"-103,832,875","-88,948,149"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"40,934,732,529","55,118,829,377","77,213,432,388","62,721,001,121","41,152,594,781","54,057,618,214","73,810,373,768","67,878,079,265","32,165,509,218","81,179,489,058","67,350,525,155","108,126,040,416","45,250,224,525","117,789,467,822","84,245,271,157","83,410,203,032","50,651,822,364","77,668,170,787","88,099,276,854","88,650,063,177","57,430,333,999",,"90,752,508,340","189,971,659,421"
16. Chi phí thuế TNDN hiện hành,,"3,902,256,072","875,989,180","938,237,152","643,489,587","1,832,214,836","3,333,504,325","7,542,425,717","1,033,606,527","-3,631,908,018","937,424,008","-495,462,209","2,830,532,394","-2,406,215,527","5,894,981,988","3,028,212,459","1,825,888,515","-1,761,524,879","808,512,135","847,739,054","23,095,215",,"964,137,649","1,712,640,402"
17. Chi phí thuế TNDN hoãn lại,"34,280,688","276,489,709","34,539,472","300,550,694","199,177,939","90,295,967","165,353,090","-3,243,539,167","212,553,706","2,905,584,915","2,783,952,505","-1,781,438,417","206,728,483","1,767,559,422","-1,479,984,219","-930,268,241","232,054,444","3,355,178,158","-2,003,775,091","-957,137,767","200,605,936",,"-5,016,696,827","1,048,270,076"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"40,900,451,841","50,940,083,596","76,302,903,736","61,482,213,275","40,309,927,255","52,135,107,411","70,311,516,353","63,579,192,715","30,919,348,985","81,905,812,161","63,629,148,642","110,402,941,042","42,212,963,648","118,428,123,927","79,830,273,388","81,312,258,814","48,593,879,405","76,074,517,508","89,294,539,810","88,759,461,890","57,206,632,848",,"94,805,067,518","187,210,748,943"
19. Lợi nhuận sau thuế công ty mẹ,"40,900,451,841","50,940,083,596","76,302,903,736","61,482,213,275","40,309,927,255","52,135,107,411","70,311,516,353","63,579,192,715","29,772,819,585","75,714,145,105","56,498,370,121","104,743,271,431","40,697,784,222","113,979,603,612","76,916,128,336","78,195,226,216","43,657,472,219","71,138,110,322","81,580,024,749","82,328,458,460","49,697,873,883",,"79,628,088,451","110,090,662,579"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,"1,146,529,400","6,191,667,056","7,130,778,521","5,659,669,611","1,515,179,426","4,448,520,315","2,914,145,052","3,117,032,598","4,936,407,186","4,936,407,186","7,714,515,061","6,431,003,430","7,508,758,965",,"15,176,979,067","77,120,086,364"
21. Lãi cơ bản trên cổ phiếu(*),"1,017","1,267","1,898","1,302",822,"1,063","1,218","1,492",579,"1,287",960,"1,867",622,"1,788","1,213","1,196",668,"1,088","1,248","1,259",760,,"1,218","1,684"
22. Lãi suy giảm trên cổ phiếu (*),"1,017","1,267","1,898","1,302",822,"1,063","1,218","1,492",579,"1,287",960,"1,867",622,"1,788","1,213","1,196",668,"1,088","1,248","1,259",760,,"1,218","1,684"
