,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"172,838,775,984","183,229,284,244","180,649,135,178","219,939,747,768","185,736,861,143","136,841,308,498","139,032,627,654","217,160,893,635","174,510,552,918","191,560,279,570","151,634,202,013","197,781,190,452","219,953,569,712","213,186,204,186","250,938,488,695","352,083,722,318","244,688,698,950","267,066,649,061","262,348,935,252","396,368,848,099","282,910,008,850","289,719,442,453","242,949,953,847","517,047,134,054"
2. Các khoản giảm trừ doanh thu,"1,839,459,601","440,391,668","1,359,792,443","1,003,070,863","449,082,382","3,855,008,500","2,616,593,603","14,174,535,669","3,925,039,895","2,816,108,843","2,116,960,854","2,993,774,784","2,568,060,630","4,265,790,004","6,530,423,767","7,112,197,752","7,907,987,161","8,301,183,333","3,007,205,069","7,310,455,555","4,969,723,643","6,740,781,188","7,334,616,041","6,783,976,312"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"170,999,316,383","182,788,892,576","179,289,342,735","218,936,676,905","185,287,778,761","132,986,299,998","136,416,034,051","202,986,357,966","170,585,513,023","188,744,170,727","149,517,241,159","194,787,415,668","217,385,509,082","208,920,414,182","244,408,064,928","344,971,524,566","236,780,711,789","258,765,465,728","259,341,730,183","389,058,392,544","277,940,285,207","282,978,661,265","235,615,337,806","510,263,157,742"
4. Giá vốn hàng bán,"134,918,214,708","139,853,463,829","134,760,221,532","155,287,980,309","137,406,841,913","106,022,259,191","90,978,753,025","150,065,466,381","124,198,265,940","131,656,517,924","105,782,702,484","131,844,800,247","162,940,583,006","144,793,286,403","173,989,265,691","251,862,032,745","185,645,450,891","216,559,376,198","224,330,334,095","307,497,248,746","214,468,431,010","243,080,466,274","200,261,463,283","444,283,096,776"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"36,081,101,675","42,935,428,747","44,529,121,203","63,648,696,596","47,880,936,848","26,964,040,807","45,437,281,026","52,920,891,585","46,387,247,083","57,087,652,803","43,734,538,675","62,942,615,421","54,444,926,076","64,127,127,779","70,418,799,237","93,109,491,821","51,135,260,898","42,206,089,530","35,011,396,088","81,561,143,798","63,471,854,197","39,898,194,991","35,353,874,523","65,980,060,966"
6. Doanh thu hoạt động tài chính,"14,043,132,142","14,301,606,568","15,755,273,984","93,392,136,798","18,301,934,058","12,083,837,349","17,680,951,773","17,336,889,944","16,756,315,037","23,734,886,440","10,625,409,344","8,557,152,854","12,073,534,359","13,338,465,186","14,027,688,311","13,552,111,530","10,545,122,019","10,209,926,461","9,766,562,521","9,494,121,911","9,229,256,251","8,692,751,342","8,691,372,323","7,940,473,623"
7. Chi phí tài chính,"10,902,334,742","12,239,570,432","9,994,012,741","13,386,684,290","17,230,361,536","1,007,237,508","7,873,380,784","7,284,328,500","11,433,985,906","10,636,662,241","5,215,740,765","9,280,565,783","12,294,924,360","8,007,891,256","9,812,975,336","9,713,860,678","8,076,598,554","8,792,374,766","8,843,942,437","7,871,025,222","7,060,796,039","6,540,951,009","5,991,021,691","6,024,046,288"
- Trong đó: Chi phí lãi vay,"10,138,371,299","9,621,597,436","9,333,929,819","8,488,252,720","8,812,162,969","7,903,406,457","8,252,703,425","7,227,530,558","11,394,654,408","10,397,730,165","3,940,535,285","5,777,909,985","9,231,657,760","7,908,155,279","9,801,412,311","9,341,785,463","7,520,722,418","7,256,888,626","7,629,844,331","6,762,627,729","6,952,934,029","6,454,290,019","5,979,617,606","5,999,841,867"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"26,930,000,618","32,262,254,011","30,784,171,111","38,049,244,809","26,709,551,568","13,764,751,038","25,666,140,964","20,890,759,189","22,301,569,689","18,505,001,200","16,374,708,526","17,300,123,186","23,313,890,656","25,718,335,121","26,638,245,219","28,336,085,581","23,347,115,237","9,614,512,528","23,018,278,897","31,888,092,371","19,826,091,070","21,664,840,252","20,351,721,797","29,084,127,119"
10. Chi phí quản lý doanh nghiệp,"12,627,148,031","11,078,473,566","11,427,267,214","11,248,075,529","12,265,497,894","8,373,948,442","9,294,159,542","10,761,723,930","14,273,135,608","10,532,827,330","11,744,282,755","12,339,553,392","13,622,501,634","11,108,806,714","11,108,428,759","13,968,824,480","12,087,475,770","12,093,526,561","11,993,665,363","15,134,342,297","10,437,526,558","13,233,238,404","15,585,363,308","14,690,872,430"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"-335,249,574","1,656,737,306","8,078,944,121","94,356,828,766","9,977,459,908","15,901,941,168","20,284,551,509","31,320,969,910","15,134,870,917","41,148,048,472","21,025,215,973","32,579,525,914","17,287,143,785","32,630,559,874","36,886,838,234","54,642,832,612","18,169,193,356","21,915,602,136","922,071,912","36,161,805,819","35,376,696,781","7,151,916,668","2,117,140,050","24,121,488,752"
12. Thu nhập khác,"227,399,663","559,229,689","1,017,019,565","1,131,774,732","76,512,922","420,923,520","222,631,491","466,787,950","25,139,365","185,777,240","198,881,889","343,259,706","145,899,157","379,427,592","148,694,696","190,581,030","345,506,133","501,763,153","54,140,707","128,178,513","79,681,810","61,019,100","224,109,462","125,591,930"
13. Chi phí khác,"211,620,146","1,240,448,088","222,052,073","285,700,684","235,643,293","66,190,281","82,644,393","20,221,774","44,110,727","179,410,396","27,849,720","105,246,733","689,211,981","50,430,407","2,914,347","27,854,874","11,646,031","49,380,845","9,983,498","5,561,065","7,402,290,695","-7,064,752,631","22,551,934","120,752,298"
14. Lợi nhuận khác(40=31-32),"15,779,517","-681,218,399","794,967,492","846,074,048","-159,130,371","354,733,239","139,987,098","446,566,176","-18,971,362","6,366,844","171,032,169","238,012,973","-543,312,824","328,997,185","145,780,349","162,726,156","333,860,102","452,382,308","44,157,209","122,617,448","-7,322,608,885","7,125,771,731","201,557,528","4,839,632"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"-319,470,057","975,518,907","8,873,911,613","95,202,902,814","9,818,329,537","16,256,674,407","20,424,538,607","31,767,536,086","15,115,899,555","41,154,415,316","21,196,248,142","32,817,538,887","16,743,830,961","32,959,557,059","37,032,618,583","54,805,558,768","18,503,053,458","22,367,984,444","966,229,121","36,284,423,267","28,054,087,896","14,277,688,399","2,318,697,578","24,126,328,384"
16. Chi phí thuế TNDN hiện hành,"2,503,225,339","-283,037,462","3,342,596,131","12,258,035,925","2,311,227,245","3,392,856,784","4,109,437,074","7,431,826,931","3,496,095,789","8,720,116,403","3,598,583,635","5,380,714,547","4,372,536,010","7,647,257,719","7,336,431,792","12,782,219,618","3,683,011,257","1,911,445,278","202,025,176","9,131,536,573","4,767,795,137","3,408,653,230","-350,508,128","5,312,686,119"
17. Chi phí thuế TNDN hoãn lại,"-135,110,718","3,737,769,653","63,831,556","-3,758,074,995","-238,374,978","-183,598,190","281,884,308","-1,618,725,878","-417,755,350","-246,313,200","665,180,343","1,331,175,305","-1,092,220,391","-736,099,559","127,014,459","-1,809,536,810","143,749,251","2,634,226,206","66,435,773","-1,793,903,600","999,974,275","-355,330,340","1,105,740,740","-257,708,478"
