,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"1,789,365,741,825","2,024,514,172,572","1,885,081,537,981","2,196,055,433,496","1,642,024,580,951","1,666,052,115,122","1,816,135,494,691","2,013,743,504,175","1,790,422,962,630","2,343,551,168,125","2,231,625,437,038","2,694,729,026,221","3,276,387,851,281","4,327,183,005,181","3,376,115,824,177","2,496,427,245,121","2,238,531,779,797","2,731,163,824,413","2,709,625,126,770","2,399,360,802,380","2,860,328,816,494","3,213,180,951,364","3,293,105,850,397","3,220,094,207,311"
2. Các khoản giảm trừ doanh thu,"66,268,682",,"2,724,271,600","25,082,009,679","5,918,082,610","35,912,839,808","16,344,370,768","70,050,588,875","2,250,898,377","917,343,011","1,103,817,432","1,807,617,435","8,795,816,110","100,876,671,172","114,672,942,914","12,334,259,234","16,949,708,662","7,479,703,397","11,983,347,139","3,691,894,309","4,560,332,881","17,520,867,339","-15,199,389,705","-14,280,203,423"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"1,789,299,473,143","2,024,514,172,572","1,882,357,266,381","2,170,973,423,817","1,636,106,498,341","1,630,139,275,314","1,799,791,123,923","1,943,692,915,300","1,788,172,064,253","2,342,633,825,114","2,230,521,619,606","2,692,921,408,786","3,267,592,035,171","4,226,306,334,009","3,261,442,881,263","2,484,092,985,887","2,221,582,071,135","2,723,684,121,016","2,697,641,779,631","2,395,668,908,071","2,855,768,483,613","3,195,660,084,025","3,277,906,460,692","3,205,814,003,888"
4. Giá vốn hàng bán,"1,368,017,714,135","1,596,245,831,306","1,511,964,557,571","1,865,899,465,919","1,421,393,113,925","1,310,274,626,284","1,570,390,085,735","1,717,513,239,026","1,515,566,048,783","1,909,708,608,132","1,821,826,143,067","2,054,354,306,931","2,489,109,351,566","3,129,589,486,672","2,636,788,164,572","2,010,058,577,184","1,837,118,811,554","2,161,177,909,296","2,412,716,751,823","2,200,394,934,380","2,589,544,418,674","2,733,982,689,286","-2,699,313,535,479","-2,628,216,886,800"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"421,281,759,008","428,268,341,266","370,392,708,810","305,073,957,898","214,713,384,416","319,864,649,030","229,401,038,188","226,179,676,274","272,606,015,470","432,925,216,982","408,695,476,539","638,567,101,855","778,482,683,605","1,096,716,847,337","624,654,716,691","474,034,408,703","384,463,259,581","562,506,211,720","284,925,027,808","195,273,973,691","266,224,064,939","461,677,394,739","578,592,925,213","577,597,117,088"
6. Doanh thu hoạt động tài chính,"30,573,058,295","148,141,324,809","34,525,374,240","54,055,197,127","54,759,857,142","39,724,985,764","68,898,153,255","73,168,845,554","37,592,149,184","49,435,370,212","50,258,961,787","66,614,481,273","70,972,799,494","107,340,201,011","163,225,097,050","117,946,880,441","83,078,291,071","99,051,232,083","115,053,044,994","73,887,330,818","106,750,178,702","117,011,353,699","56,256,663,664","147,989,624,147"
7. Chi phí tài chính,"24,435,286,415","24,274,667,788","22,248,213,535","23,655,783,109","17,866,587,278","40,250,611,019","20,379,120,971","32,061,896,067","18,907,184,508","29,936,698,635","44,644,539,589","16,271,378,523","42,428,953,291","110,288,886,306","106,890,761,967","136,598,634,512","90,384,358,865","49,477,396,858","45,121,060,306","37,071,779,645","33,921,973,239","56,830,688,817","-80,910,869,079","-49,788,640,616"
- Trong đó: Chi phí lãi vay,"17,656,128,903","15,392,847,230","13,988,025,474","12,496,474,921","12,388,340,697","9,349,030,404","8,401,299,951","7,911,389,023","6,149,664,883","7,547,548,156","11,928,204,548","9,077,067,727","19,320,760,723","16,355,040,200","25,105,410,685","33,197,599,587","37,132,815,515","42,712,386,024","34,682,984,324","18,848,550,277","17,853,751,145","16,568,713,811","-20,615,836,234","-17,030,300,594"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","13,092,927,860","-11,317,289,071",,,,,"-75,824,549","94,785,782","119,108,672","364,925,070","-1,053,892,424","132,292,264","357,775,915","453,711,809","188,877,974","-777,849,761","154,297,252","285,048,513","190,148,775","171,199,411","309,500,187","669,205,682","704,880,301","555,813,907"
9. Chi phí bán hàng,"48,762,441,014","62,244,014,482","65,215,667,820","75,596,512,277","38,826,351,789","36,407,433,779","35,967,312,012","60,402,090,658","89,500,820,836","100,567,249,725","60,649,492,113","93,371,182,649","83,752,760,843","141,273,892,397","64,325,920,253","133,244,993,598","50,389,505,388","46,318,478,104","57,246,132,357","63,468,296,865","67,784,659,741","70,991,286,093","-89,774,117,358","-64,054,921,766"
10. Chi phí quản lý doanh nghiệp,"45,453,394,506","34,864,600,619","31,827,058,152","37,572,601,300","40,308,872,377","36,020,062,527","33,868,845,253","37,091,163,718","49,818,988,349","49,663,632,888","51,467,710,883","60,514,060,524","58,911,262,365","69,382,244,762","80,720,689,833","88,088,006,736","69,182,208,602","67,660,330,287","77,197,880,910","84,865,074,530","64,244,784,674","70,259,598,404","-71,102,855,150","-137,821,887,006"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"346,296,623,228","443,709,094,115","285,627,143,543","222,304,258,339","172,471,430,114","246,911,527,469","208,008,088,658","169,888,157,167","152,090,279,633","302,557,931,016","301,138,803,317","535,157,253,696","664,720,282,515","883,565,736,692","536,131,319,662","233,271,804,537","257,739,775,049","498,386,287,067","220,603,148,004","83,927,352,880","207,332,326,174","381,276,380,806","393,766,627,591","474,477,105,754"
12. Thu nhập khác,"556,257,476","7,707,856,762","709,032,746","2,874,931,963","1,530,511,099","3,675,626,414","4,626,738,722","4,390,039,034","3,486,465,290","5,067,896,552","3,932,801,269","9,991,934,056","3,287,818,861","11,191,100,454","14,659,520,980","5,625,518,988","9,187,544,536","8,516,022,592","13,932,076,519","17,403,511,339","13,971,103,612","17,393,813,754","17,967,987,648","17,528,218,849"
13. Chi phí khác,"725,808,740","2,112,803,013","3,150,082,931","2,544,043,795","2,154,504,117","10,038,650,291","16,229,637,019","3,415,566,469","3,378,615,065","5,606,639,688","12,321,693,314","3,256,110,409","5,117,511,720","15,038,223,616","5,049,712,803","5,807,149,719","7,411,700,325","2,683,535,614","5,651,352,220","2,766,207,567","4,614,938,111","5,567,759,426","-10,189,534,847","-11,424,750,971"
14. Lợi nhuận khác(40=31-32),"-169,551,264","5,595,053,749","-2,441,050,185","330,888,168","-623,993,018","-6,363,023,877","-11,602,898,297","974,472,565","107,850,225","-538,743,136","-8,388,892,045","6,735,823,647","-1,829,692,859","-3,847,123,162","9,609,808,177","-181,630,731","1,775,844,211","5,832,486,978","8,280,724,299","14,637,303,772","9,356,165,501","11,826,054,328","7,778,452,801","6,103,467,878"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"346,127,071,964","449,304,147,864","283,186,093,358","222,635,146,507","171,847,437,096","240,548,503,592","196,405,190,361","170,862,629,732","152,198,129,858","302,019,187,880","292,749,911,272","541,893,077,343","662,890,589,656","879,718,613,530","545,741,127,839","233,090,173,806","259,515,619,260","504,218,774,045","228,883,872,303","98,564,656,652","216,688,491,675","393,102,435,134","401,545,080,392","480,580,573,632"
16. Chi phí thuế TNDN hiện hành,"48,017,125,920","58,770,246,562","29,328,740,329","23,301,015,450","20,618,265,331","24,705,720,897","21,537,000,000","13,066,395,823","19,580,147,244","41,879,438,663","39,510,718,157","83,104,214,172","109,303,809,457","90,769,846,626","85,545,452,706","30,337,350,878","33,771,767,369","77,851,104,811","28,850,975,320","31,247,022,987","27,638,868,403","56,699,600,103","-57,635,239,218","-45,203,795,687"
17. Chi phí thuế TNDN hoãn lại,"-9,241,059,335","-1,235,656,843","33,885,050","47,341,900","-908,102,474","398,413,528","-548,725,500","4,576,811,872","1,053,666,326","-473,236,493","-2,970,693,384","-2,434,105,123","310,292,762","858,123,881","376,988,787","3,193,466,435","-5,829,060","-3,401,869,659","-874,397,777","981,352,548","-10,166,189","501,026,673","-2,840,274,120","5,175,763,258"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"307,351,005,379","391,769,558,145","253,823,467,979","199,286,789,157","152,137,274,239","215,444,369,167","175,416,915,861","153,219,422,037","131,564,316,288","260,612,985,710","256,209,886,499","461,222,968,294","553,276,487,437","788,090,643,023","459,818,686,346","199,559,356,493","225,749,680,951","429,769,538,893","200,907,294,760","66,336,281,117","189,059,789,461","335,901,808,358","341,069,567,054","440,552,541,203"
19. Lợi nhuận sau thuế công ty mẹ,"307,351,005,379","391,769,558,145","253,823,467,979","199,286,789,157","152,137,274,239","215,444,369,167","175,416,915,861","153,219,422,037","131,039,155,779","260,612,985,710","255,442,456,924","454,635,757,471","547,750,590,503","784,111,666,058","450,212,060,062","189,892,491,498","218,984,107,654","412,427,927,566","190,624,726,982","47,644,562,578","169,663,277,824","313,981,406,983","320,625,072,933","425,374,063,923"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,"525,160,509",,"767,429,575","6,587,210,823","5,525,896,934","3,978,976,965","9,606,626,284","9,666,864,995","6,765,573,297","17,341,611,327","10,282,567,778","18,691,718,539","19,396,511,637","21,920,401,375","20,444,494,121","15,178,477,280"
21. Lãi cơ bản trên cổ phiếu(*),"3,326","4,132","2,692","2,118",836,"1,184",964,842,720,"1,432","1,404","2,498","3,011","4,242","2,471","1,007","1,194","2,249","1,039",251,907,"1,256","1,429","1,897"
22. Lãi suy giảm trên cổ phiếu (*),"3,326","4,132","2,692","2,118",836,"1,184",964,842,720,"1,432","1,404","2,498","3,011","4,242","2,471","1,007","1,194","2,249","1,039",251,907,"1,256","1,429","1,897"
