,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"41,598,471,347","55,144,037,258","52,001,900,950","60,591,671,645","56,389,762,857","42,284,381,587","55,096,123,538","51,070,328,122","49,803,277,214","81,640,335,007","78,353,999,268","112,332,791,534","66,119,756,330","191,702,511,676","66,658,845,090","41,981,785,097","67,043,595,360","74,547,090,078","75,708,507,254","79,947,006,365","66,345,279,900","71,793,740,662","73,049,810,965","99,855,825,208"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"89,070,458,276","90,368,601,225","267,476,773,546","50,934,053,503","65,107,479,602","207,748,464,244","272,914,675,936","168,577,775,046","33,741,656,145","314,951,364,194","343,614,911,869","75,674,410,132","101,554,517,264","168,157,514,651","360,540,867,588","301,804,417,835","-93,917,072,269","58,636,829,670","-13,536,255,532","-33,964,643,009","17,638,851,864","68,219,993,247","-64,475,315,997","-155,876,252,526"
12. Thu nhập khác,"1,350,357,657","744,269,316","1,768,885,485","1,588,701,764","4,874,670,779","-1,529,217,040","4,566,949,888","3,043,076,859","16,925,025,237","-6,370,715,629","-4,506,814,782","20,014,593,042","7,359,003,174","602,004,377","5,565,307,229","3,479,657,362","480,963,426","1,695,051,607","3,529,798,915","6,565,428,914","3,410,556,521","-321,591,488","2,671,073,599","6,620,928,175"
13. Chi phí khác,"331,532,251","464,353,781","3,122,378,358","-2,767,509,388","805,524,333","5,796,184,127","5,358,838,275","7,753,610,684","15,233,683,751","-12,284,709,874","19,061,587,988","-5,215,384,327","2,854,167,328","759,583,156","910,194,171","782,931,728","1,820,613,965","-1,011,615,101","1,957,360,657","22,243,118,574","9,773,795,417","13,338,017,355","10,701,934,295","23,664,732,726"
14. Lợi nhuận khác(40=31-32),"1,018,825,406","279,915,535","-1,353,492,873","4,356,211,152","4,069,146,446","-7,325,401,167","-791,888,387","-4,710,533,825","1,691,341,486","5,913,994,245","-23,568,402,770","25,229,977,369","4,504,835,846","-157,578,779","4,655,113,058","2,696,725,634","-1,339,650,539","2,706,666,708","1,572,438,258","-15,677,689,660","-6,363,238,896","-13,659,608,843","-8,030,860,696","-17,043,804,551"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"90,089,283,682","90,648,516,760","266,123,280,673","55,290,264,655","69,176,626,048","200,423,063,077","272,122,787,549","163,867,241,221","35,432,997,631","320,865,358,439","320,046,509,099","100,904,387,501","106,059,353,110","167,999,935,872","365,195,980,646","304,501,143,469","-95,256,722,808","61,343,496,378","-11,963,817,274","-49,642,332,669","11,275,612,968","54,560,384,404","-72,506,176,693","-172,920,057,077"
16. Chi phí thuế TNDN hiện hành,"8,133,922,831","16,080,858,324","21,334,087,145","6,100,844,221","12,542,994,642","22,891,106,452","20,016,783,127","16,519,610,004","8,470,843,019","70,705,891,525","27,522,726,623","-37,450,615,642","14,458,844,255","3,314,595,761","28,545,066,064","11,682,213,418","3,022,327,950","5,457,093,805","1,386,558,661","2,666,872,579","2,170,205,686","4,323,885,677","5,579,381,723","5,948,017,214"
17. Chi phí thuế TNDN hoãn lại,"1,480,493,705","465,739,555","8,667,197,982","-7,847,085,411","1,538,814,048","1,256,201,623","8,445,436,459","5,330,892,800","332,508,647","416,333,754","3,337,648,351","45,281,242,505","-421,723,717","14,161,496,700","4,381,383,817","28,116,779,563",,"45,727,815,040","12,715,830,156","-61,425,039,885","1,825,750,975","11,820,662,648","12,051,638,848","11,604,922,753"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"80,474,867,146","74,101,918,881","236,121,995,546","57,036,505,845","55,094,817,358","176,275,755,002","243,660,567,963","142,016,738,417","26,629,645,965","249,743,133,160","289,186,134,125","93,073,760,638","92,022,232,572","150,523,843,411","332,269,530,765","264,702,150,488","-98,279,050,758","10,158,587,533","-26,066,206,091","9,115,834,637","7,279,656,307","38,415,836,079","-90,137,197,264","-190,472,997,044"
19. Lợi nhuận sau thuế công ty mẹ,"86,570,051,155","70,185,781,035","230,592,484,440","56,740,484,016","57,613,546,806","178,636,381,292","241,164,489,720","139,958,452,709","25,651,974,361","227,951,918,611","290,377,205,482","99,859,511,235","90,253,819,542","152,161,109,878","328,968,324,551","257,933,531,806","-97,270,643,509","10,956,513,429","-23,408,203,123","12,196,127,627","7,201,445,014","5,367,848,512","3,740,175,505","-186,927,410,285"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"-6,095,184,009","3,916,137,846","5,529,511,106","296,021,829","-2,518,729,448","-2,360,626,290","2,496,078,243","2,058,285,708","977,671,604","21,791,214,549","-1,191,071,357","-6,785,750,597","1,768,413,030","-1,637,266,467","3,301,206,214","6,768,618,682","-1,008,407,249","-797,925,896","-2,658,002,968","-3,080,292,990","78,211,293","33,047,987,567","-93,877,372,769","-3,545,586,759"
21. Lãi cơ bản trên cổ phiếu(*),625,407,"1,392",312,309,792,"1,212",700,129,"1,143","1,457",499,365,700,"1,645",645,-243,27,-59,30,18,83,-235,-467
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
