,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"1,645,447,416,684","2,955,041,929,301","1,996,755,410,231","2,117,081,283,884","751,199,542,241","1,501,548,663,924","1,826,424,362,303","3,630,700,976,477","2,429,830,943,512","2,766,182,716,379","2,062,100,491,613","3,190,943,987,093","2,370,721,844,908","5,965,415,834,211","2,849,486,408,106","3,078,138,126,827","2,483,556,312,624","3,748,053,178,899","4,551,204,404,084","6,076,816,268,712","3,874,144,700,078",,,
2. Các khoản giảm trừ doanh thu,"76,904,211,975","144,598,368,142","57,167,518,092","126,015,394,846","18,457,322,922","34,622,598,773","54,216,741,407","96,717,912,170","33,004,984,645","41,649,256,210","69,732,543,522","80,862,325,377","25,403,767,498","72,843,099,448","113,405,570,514","16,176,151,824","31,337,116,974","70,082,828,461","90,134,664,939","256,985,842,114","25,459,318,286",,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"1,568,543,204,709","2,810,443,561,159","1,939,587,892,139","1,991,065,889,038","732,742,219,319","1,466,926,065,151","1,772,207,620,896","3,533,983,064,307","2,396,825,958,867","2,724,533,460,169","1,992,367,948,091","3,110,081,661,716","2,345,318,077,410","5,892,572,734,763","2,736,080,837,592","3,061,961,975,003","2,452,219,195,650","3,677,970,350,438","4,461,069,739,145","5,819,830,426,598","3,848,685,381,792",,,
4. Giá vốn hàng bán,"1,226,003,537,975","2,180,695,243,593","1,591,155,916,483","1,609,622,746,500","554,966,673,289","1,068,115,907,341","1,399,706,466,962","2,823,305,640,817","1,804,156,322,584","2,376,441,630,677","1,638,455,553,415","2,443,489,415,815","1,792,635,401,618","4,968,257,471,641","2,244,457,607,675","2,329,373,261,862","2,179,372,248,163","3,151,680,110,639","4,308,849,850,936","4,297,280,995,862","3,603,623,246,534",,,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"342,539,666,734","629,748,317,566","348,431,975,656","381,443,142,538","177,775,546,030","398,810,157,810","372,501,153,934","710,677,423,490","592,669,636,283","348,091,829,492","353,912,394,676","666,592,245,901","552,682,675,792","924,315,263,122","491,623,229,917","732,588,713,141","272,846,947,487","526,290,239,799","152,219,888,209","1,522,549,430,736","245,062,135,258",,,
6. Doanh thu hoạt động tài chính,"2,696,702,784","9,822,091,199","5,782,437,867","2,267,334,862","4,114,245,234","17,932,741,384","6,836,705,882","3,946,385,917","6,396,549,718","14,009,657,112","18,920,265,585","19,382,986,131","17,324,480,820","25,110,285,666","1,973,282,571","164,530,023,652","61,720,433,053","49,375,112,006","4,248,226,201","111,406,619,051","32,915,218,126",,,
7. Chi phí tài chính,"59,079,909,894","73,417,992,763","61,878,182,010","48,364,789,367","57,370,154,359","51,779,453,200","20,766,378,935","68,504,229,253","110,487,673,215","56,263,046,916","80,369,983,380","104,682,033,307","70,008,685,993","186,506,422,635","110,686,691,626","224,645,620,291","147,046,553,674","231,404,970,595","268,187,454,399","310,450,707,503","188,621,326,395",,,
- Trong đó: Chi phí lãi vay,"45,015,736,061","50,706,159,193","39,560,156,560","27,652,361,872","26,054,958,890","20,852,758,819",,"21,904,180,782","31,798,375,577","38,740,133,897","40,624,767,145","42,976,457,549","38,129,434,802","92,053,707,959","66,007,326,392","63,821,193,574","105,502,703,814","168,438,983,840","164,159,007,543","144,156,491,823","126,879,600,330",,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","79,726,731","1,240,900,645","816,534,239","1,604,046,083","44,231,130","1,412,772,567","343,223,146","425,281,478","376,151,839","-145,118,044",,,,,,,,"326,885,615,559",,"-13,780,927,801","19,235,809,323",,,
9. Chi phí bán hàng,"156,536,809,040","223,345,724,323","176,622,084,369","178,663,521,315","98,289,863,405","151,700,209,758","164,308,841,410","257,416,323,808","190,702,581,933","182,287,249,060","172,592,099,899","310,575,857,725","174,444,607,467","413,193,340,016","186,369,586,359","287,154,126,126","151,910,745,297","135,775,616,107","164,897,356,349","525,225,359,443","137,073,870,302",,,
10. Chi phí quản lý doanh nghiệp,"66,668,297,312","100,596,617,478","61,010,827,424","95,684,778,059","66,813,916,313","63,529,267,183","53,100,321,006","177,005,811,902","72,044,399,270","74,225,606,375","65,753,086,282","146,424,557,132","101,226,624,694","189,240,072,884","103,822,323,521","106,567,709,370","114,103,094,282","128,382,994,814","51,319,381,331","424,264,172,109","104,763,980,182",,,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"63,031,080,003","243,450,974,846","55,519,853,959","62,601,434,742","-40,539,911,683","151,146,741,620","114,527,219,561","212,122,725,922","226,207,683,422","49,180,466,209","54,117,490,700","124,292,783,868","224,327,238,458","160,485,713,253","92,717,910,982","278,751,281,006","-78,493,012,713","406,987,385,848","-327,936,077,669","360,234,882,931","-133,246,014,172",,,
12. Thu nhập khác,"14,509,363,637","6,588,893,089","14,162,617,247","29,739,548,188","8,446,475,593","12,601,745,237","5,305,998,010","7,890,142,248","6,178,678,581","16,791,724,854","5,761,757,426","62,079,593,786","22,480,911,570","33,650,926,064","9,133,417,197","11,575,706,113","3,904,479,274","29,486,368,273","7,602,966,173","-3,441,917,272","48,972,493,634",,,
13. Chi phí khác,"64,545,506","538,136,975","7,105,246,572","17,574,826,685","4,170,121,894","3,547,495,714","2,868,273,801","7,937,333,786","2,194,797,024","2,254,151,732","3,068,610,944","6,245,202,814","3,179,100,426","5,551,806,855","6,766,089,810","17,583,127,815","2,562,113,634","1,479,889,110","1,820,977,837","9,239,246,855","2,136,478,045",,,
14. Lợi nhuận khác(40=31-32),"14,444,818,131","6,050,756,114","7,057,370,675","12,164,721,503","4,276,353,699","9,054,249,523","2,437,724,209","-47,191,538","3,983,881,557","14,537,573,122","2,693,146,482","55,834,390,972","19,301,811,144","28,099,119,209","2,367,327,387","-6,007,421,702","1,342,365,640","28,006,479,163","5,781,988,336","-12,681,164,127","46,836,015,589",,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"77,475,898,134","249,501,730,960","62,577,224,634","74,766,156,245","-36,263,557,984","160,200,991,143","116,964,943,770","212,075,534,384","230,191,564,979","63,718,039,331","56,810,637,182","180,127,174,840","243,629,049,602","188,584,832,462","95,085,238,369","272,743,859,304","-77,150,647,073","434,993,865,011","-322,154,089,333","347,553,718,804","-86,409,998,583",,,
16. Chi phí thuế TNDN hiện hành,"19,211,603,707","51,364,528,215","20,925,320,254","36,517,256,498","696,723,888","7,296,307,725","28,241,983,919","54,303,794,140","47,623,665,956","15,438,258,565","22,387,865,007","23,843,066,550","60,034,645,902","49,438,914,637","31,435,809,705","62,679,858,745","4,493,919,010","6,333,209,000","4,915,368,376","94,319,521,483","8,636,361,106",,,
17. Chi phí thuế TNDN hoãn lại,,"1,562,300,168",,"-4,289,518,671",,"195,081,996","-2,883,945,587","-5,916,570,884","-1,068,292,100","2,781,363,999","3,237,434,799","-3,436,472,768","-420,306,942","1,476,548,056","-148,073,886","1,310,864,003","-406,171,725","4,007,300,088",,"5,459,679,948","1,229,950,706",,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"58,264,294,427","196,574,902,577","41,651,904,380","42,538,418,418","-36,960,281,872","152,709,601,422","91,606,905,438","163,688,311,128","183,636,191,123","45,498,416,767","31,185,337,376","159,720,581,058","184,014,710,642","137,669,369,769","63,797,502,550","208,753,136,556","-81,238,394,358","424,653,355,923","-327,069,457,709","247,774,517,373","-96,276,310,395",,,
