,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"103,358,820,092","111,055,496,790","85,350,251,938","61,385,820,036","75,347,062,692","92,778,920,898","81,012,222,443","82,175,418,736","63,724,868,446","77,678,626,775","70,959,726,264","131,098,543,081","133,382,960,025","178,262,077,238","161,717,743,567","144,069,183,963","123,913,288,383","134,565,097,924","134,558,446,084","139,756,179,674","121,866,077,150","158,605,066,591","151,851,420,405","141,822,472,635"
2. Các khoản giảm trừ doanh thu,,,,,,"3,886,275,810","4,695,560,786","4,621,722,000","1,575,411,684",,,"238,918,464",,,"792,845,254",,,,"128,867,680",,,,"93,420,000",
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"103,358,820,092","111,055,496,790","85,350,251,938","61,385,820,036","75,347,062,692","88,892,645,088","76,316,661,657","77,553,696,736","62,149,456,762","77,678,626,775","70,959,726,264","130,859,624,617","133,382,960,025","178,262,077,238","160,924,898,313","144,069,183,963","123,913,288,383","134,565,097,924","134,429,578,404","139,756,179,674","121,866,077,150","158,605,066,591","151,758,000,405","141,822,472,635"
4. Giá vốn hàng bán,"82,439,633,241","86,715,836,184","76,369,685,977","60,790,568,818","67,382,882,149","78,470,654,265","67,291,136,854","67,839,494,146","53,292,623,673","66,830,085,131","59,192,097,776","97,555,724,649","106,410,802,455","142,497,125,441","132,663,427,533","118,291,818,650","103,109,159,317","111,714,670,795","114,406,618,399","119,842,368,396","101,144,484,775","130,159,148,882","122,055,962,743","113,136,303,317"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"20,919,186,851","24,339,660,606","8,980,565,961","595,251,218","7,964,180,543","10,421,990,823","9,025,524,803","9,714,202,590","8,856,833,089","10,848,541,644","11,767,628,488","33,303,899,968","26,972,157,570","35,764,951,797","28,261,470,780","25,777,365,313","20,804,129,066","22,850,427,129","20,022,960,005","19,913,811,278","20,721,592,375","28,445,917,709","29,702,037,662","28,686,169,318"
6. Doanh thu hoạt động tài chính,"1,238,142,225","1,890,873,392","17,417,050,862","13,241,468,582","1,087,358,073","8,806,843,495","912,953,471","357,010,323","16,591,839,351","589,953,068","1,159,827,461","1,521,236,604","1,382,498,629","18,178,621,547","2,741,874,867","4,624,291,213","3,770,917,840","19,508,775,193","4,806,166,258","3,589,625,202","3,904,657,112","20,128,195,035","3,069,358,554","4,762,012,528"
7. Chi phí tài chính,"1,578,254,104","1,284,927,132","1,567,367,653","1,211,673,461","1,156,505,402","979,546,239","1,186,519,675","824,545,109","639,618,553","827,786,198","852,380,894","1,793,375,133","1,347,712,616","2,720,585,171","3,642,997,523","4,585,075,009","2,976,318,290","2,862,659,793","1,580,731,547","1,439,242,599","1,873,305,252","214,805,241","1,758,095,507","1,872,925,867"
- Trong đó: Chi phí lãi vay,"1,264,778,726","-1,256,735,123","1,028,811,278","1,138,430,549","972,147,781","599,653,613","584,457,496","725,406,368","502,002,755","432,748,130","453,914,768","675,176,371","473,314,940","793,793,395","1,028,115,662","910,818,795","1,100,122,671","1,855,404,528","1,333,803,347","610,580,911","1,658,763,997","20,215,950","894,673,838","1,196,411,837"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","-4,856,514,549",,"-3,661,236,260","-3,596,202,603","-4,136,711,950",,"-4,061,413,286","-4,334,720,688","-5,197,789,582",,,,,,,,,,,,,,,
9. Chi phí bán hàng,"2,762,409,615","4,459,461,179","2,738,599,585","2,736,877,098","2,961,474,052","5,278,832,313","2,730,051,146","2,509,595,141","2,955,868,856","6,846,982,320","8,868,050,050","13,000,388,275","15,003,770,029","13,347,488,636","9,854,907,008","7,842,643,810","4,905,365,413","4,374,612,123","3,595,592,835","4,786,000,344","5,699,869,336","5,488,534,672","6,116,512,595","5,813,208,396"
