,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,,"2,874,111,312",,,,"2,862,450,340",,,,"2,594,584,615","2,209,384,646","3,380,979,281","3,517,016,872","4,273,465,629","3,864,717,865","3,634,387,663","6,272,591,206","5,015,874,268","4,077,338,950","3,115,167,690","4,357,925,703","5,361,540,534","4,217,618,422","5,582,421,917"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"12,960,150,808","17,612,034,375","18,430,413,325","6,291,966,638","796,847,212","10,108,005,426","1,960,494,167","2,402,351,975","16,655,395,449","1,169,141,579","997,640,359","16,650,393,883","8,486,156,682","33,602,033,908","13,640,723,251","14,339,550,044","10,420,771,997","30,106,056,138","15,575,462,931","14,163,025,847","12,695,149,196","37,509,232,297","20,679,169,692","20,179,625,666"
12. Thu nhập khác,"8,976,975","51,000,000","819,481,818","217,750,757","3,200,000",,"992,753,773","348,218,540","281,818,182","83,852,718","285,463,082","257,239,983","202,828,409","31,913,976","15,660,488","10,982,622","2,000,000","800,000","2,180,000","187,924,519","849,639","78,245,847","104,364,746","50,575,335"
13. Chi phí khác,,"1,433,638","7,517,956","5,170,529,585",,,"87,506,190","-43,709,207","1,039",,,"2,237,934","133,921,476",,,"207,656,785",,"10,500,000",520,"2,707,447",02,"900,000","2,280,000","17,093,393"
14. Lợi nhuận khác(40=31-32),"8,976,975","49,566,362","811,963,862","-4,952,778,828","3,200,000",,"905,247,583","391,927,747","281,817,143","83,852,718","285,463,082","255,002,049","68,906,933","31,913,976","15,660,488","-196,674,163","2,000,000","-9,700,000","2,179,480","185,217,072","849,637","77,345,847","102,084,746","33,481,942"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"12,969,127,783","17,661,600,737","19,242,377,187","1,339,187,810","800,047,212","10,108,005,426","2,865,741,750","2,794,279,722","16,937,212,592","1,252,994,297","1,283,103,441","16,905,395,932","8,555,063,615","33,633,947,884","13,656,383,739","14,142,875,881","10,422,771,997","30,096,356,138","15,577,642,411","14,348,242,919","12,695,998,833","37,586,578,144","20,781,254,438","20,213,107,608"
16. Chi phí thuế TNDN hiện hành,"1,750,842,546","2,494,780,457","480,709,799","-148,630,539","88,922,933","394,810,884","446,977,714","385,967,937","50,431,449","162,827,983","220,037,261","1,304,336,563","1,103,788,513","2,536,011,304","2,665,878,335","4,033,107,410","1,108,632,335","1,313,137,637","1,773,775,154","1,993,632,878","1,524,687,333","4,019,897,645","2,286,254,748","3,743,193,701"
17. Chi phí thuế TNDN hoãn lại,,"-556,477,003",,"-1,961,135,596",,"-132,924,164",,"893,451,205","42,733,714","-13,961,725","-14,530,394","833,622,617","-224,841,762","-713,231,847","-1,266,639,046","-2,434,903,021","116,940,811","411,911,900","-154,938,202","10,326,971",,"-157,178,649",,"-1,895,968,322"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"11,218,285,237","15,723,297,283","18,761,667,388","3,448,953,945","711,124,279","9,846,118,706","2,418,764,036","1,514,860,580","16,844,047,429","1,104,128,039","1,077,596,574","14,767,436,752","7,676,116,864","31,811,168,427","12,257,144,450","12,544,671,492","9,197,198,851","28,371,306,601","13,958,805,459","12,344,283,070","11,171,311,500","33,723,859,148","18,494,999,690","18,365,882,229"
19. Lợi nhuận sau thuế công ty mẹ,"11,218,285,237","15,723,297,283","18,761,667,388","3,453,174,272","712,896,838","9,643,871,994","2,283,130,578","1,413,447,748","16,755,310,696","1,040,638,441","1,077,596,574","14,767,436,752","7,676,116,864","31,811,168,427","12,257,144,450","12,544,671,492","9,197,198,851","28,371,306,601","13,958,805,459","12,344,283,070","11,171,311,500","33,723,859,148","18,494,999,690","18,365,882,229"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,"-4,220,327","-1,772,559","202,246,712","135,633,458","101,412,832","88,736,733","63,489,598",,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),975,"1,368","1,631",300,62,856,210,132,"1,465",96,94,"1,284",668,"2,767","1,066","1,091",781,"2,409","1,185","1,048",949,"2,863","1,570","1,559"
22. Lãi suy giảm trên cổ phiếu (*),,"1,368",,,,,,,,96,94,"1,284",668,"2,767","1,066","1,091",781,"2,409","1,185","1,048",949,"2,863",,
