,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"854,789,838,257","887,200,162,142","1,031,524,996,356","1,436,725,554,471","1,053,801,813,861","1,174,402,186,907","1,429,499,995,136","1,680,942,000,994","1,615,651,815,513","1,425,464,869,531","1,594,726,520,152","1,711,178,969,782","1,698,048,968,983",,,,,,,,,,,
2. Các khoản giảm trừ doanh thu,"15,220,506,260","18,017,767,176","15,970,288,209","18,848,874,007","20,672,606,571","18,363,635,849","25,129,308,033","27,723,025,719","32,660,531,258","21,233,781,432","828,129,570","-1,449,388,471","597,114,895",,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"839,569,331,997","869,182,394,966","1,015,554,708,147","1,417,876,680,464","1,033,129,207,290","1,156,038,551,058","1,404,370,687,103","1,653,218,975,275","1,582,991,284,255","1,404,231,088,099","1,593,898,390,582","1,712,628,358,253","1,697,451,854,088",,,,,,,,,,,
4. Giá vốn hàng bán,"723,588,701,603","728,458,696,119","854,917,072,773","1,173,658,905,555","877,033,083,115","1,003,540,342,912","1,184,392,883,054","1,419,571,395,822","1,364,971,139,851","1,367,273,213,346","1,524,679,228,480","1,602,706,835,724","1,599,162,253,843",,,,,,,,,,,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"115,980,630,394","140,723,698,847","160,637,635,374","244,217,774,909","156,096,124,175","152,498,208,146","219,977,804,049","233,647,579,453","218,020,144,404","36,957,874,753","69,219,162,102","109,921,522,529","98,289,600,245",,,,,,,,,,,
6. Doanh thu hoạt động tài chính,"7,051,400,569","6,619,490,633","6,139,701,480","7,414,446,018","9,788,419,753","8,744,949,589","10,376,208,362","12,346,503,828","9,414,537,667","7,830,017,620","7,661,563,479","8,261,430,799","5,821,415,806",,,,,,,,,,,
7. Chi phí tài chính,"7,243,333,578","8,161,348,526","6,494,313,122","6,232,435,589","7,982,442,046","6,257,471,688","6,175,054,703","9,260,643,114","8,452,436,037","8,669,251,886","7,998,836,520","11,065,239,315","12,425,181,775",,,,,,,,,,,
- Trong đó: Chi phí lãi vay,"7,028,032,846","7,597,064,426","7,099,052,255","6,232,435,589","7,977,977,013","6,226,431,992","6,175,053,900","9,259,808,615","8,452,299,964","8,601,453,322","7,984,701,024","10,721,901,540","11,352,569,542",,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","-84,999,714,128","-94,259,702,040",,,,"-79,421,450,220",,"-147,099,790,737","-113,479,674,403",,,,,,,,,,,,,,,
9. Chi phí bán hàng,"7,096,455,322","15,075,058,143","97,579,445,836","147,264,592,787","97,879,385,206","28,070,686,725","117,146,501,608","52,490,936,097","8,569,750,045","22,126,556,570","21,978,602,630","29,517,792,899","21,244,254,758",,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,,,"21,717,526,128","29,183,179,156","23,867,128,217",,"8,371,718,051",,,"5,052,188,552","5,230,244,786","5,901,087,246","4,492,204,373",,,,,,,,,,,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"23,692,527,935","29,847,080,771","40,986,051,768","68,952,013,395","36,155,588,459","47,493,549,102","98,660,738,049","37,142,713,333","96,932,821,586","8,939,895,365","41,673,041,645","71,698,833,868","65,949,375,145",,,,,,,,,,,
12. Thu nhập khác,"9,853,163,933","-2,988,899,326","328,228,662","101,714,774","1,126,422,323","60,902,898","265,970,343","135,531,022","119,108,922","67,656,819","95,329,066","193,333,729","85,304,548",,,,,,,,,,,
13. Chi phí khác,"3,509,024,398","-3,271,666,696",,,,,"4,960,000",,,"9,300,000",,,,,,,,,,,,,,
14. Lợi nhuận khác(40=31-32),"6,344,139,535","282,767,370","328,228,662","101,714,774","1,126,422,323","60,902,898","261,010,343","135,531,022","119,108,922","58,356,819","95,329,066","193,333,729","85,304,548",,,,,,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"30,036,667,470","30,129,848,141","41,314,280,430","69,053,728,169","37,282,010,782","47,554,452,000","98,921,748,392","37,278,244,355","97,051,930,508","8,998,252,184","41,768,370,711","71,892,167,597","66,034,679,693",,,,,,,,,,,
16. Chi phí thuế TNDN hiện hành,,"4,084,497,425","8,262,856,086","22,346,853,425","3,639,422,641","4,942,920,583","19,707,096,619","8,539,123,842","18,783,218,521","1,849,868,809","8,249,596,807","14,662,767,547","13,197,280,939",,,,,,,,,,,
17. Chi phí thuế TNDN hoãn lại,"6,007,333,494","1,941,472,203",,"-8,334,302,429","3,816,979,515","4,628,287,987","77,253,059","-865,411,324","627,167,581","-50,218,373","104,077,334","-143,989,142","9,655,000",,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"24,029,333,976","24,103,878,513","33,051,424,344","55,041,177,173","29,825,608,626","37,983,243,430","79,137,398,714","29,604,531,837","77,641,544,406","7,198,601,748","33,414,696,570","57,373,389,192","52,827,743,754",,,,,,,,,,,
19. Lợi nhuận sau thuế công ty mẹ,"24,029,333,976","24,103,878,513","33,051,424,344","55,041,177,173","29,825,608,626","37,983,243,430","79,137,398,714","29,604,531,837","77,641,544,406","7,198,601,748","33,414,696,570","57,373,389,192","52,827,743,754",,,,,,,,,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),709,712,976,"1,625",880,"1,121","2,336",874,"2,292",212,986,"1,694","1,559",,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
