,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"360,780,958,639","526,739,142,242","197,165,594,947","567,819,578,813","262,460,415,338","488,885,524,620","337,014,628,804","703,046,383,473","285,201,669,750","567,855,587,080","455,576,903,343","776,778,545,646","345,793,132,952","636,030,987,273","336,666,455,898","729,222,278,310","345,456,936,899","582,678,589,830","471,403,097,241","851,967,300,503","365,316,126,953","706,557,862,761","507,091,516,634","1,020,676,333,537"
2. Các khoản giảm trừ doanh thu,"22,934,206,256","62,084,113,126","27,276,736,046","21,758,195,605","42,776,579,475","36,065,499,851","40,899,873,918","36,470,188,332","39,830,018,387","36,195,392,886","50,302,114,200","27,643,721,057","18,751,483,055","68,864,154,210","29,092,645,110","36,192,362,202","29,812,048,990","63,980,905,268","48,848,585,885","71,192,797,984","14,813,937,463","74,044,717,153","9,831,646,097","51,609,329,997"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"337,846,752,383","464,655,029,116","169,888,858,901","546,061,383,208","219,683,835,863","452,820,024,769","296,114,754,886","666,576,195,141","245,371,651,363","531,660,194,194","405,274,789,143","749,134,824,589","327,041,649,897","567,166,833,063","307,573,810,788","693,029,916,108","315,644,887,909","518,697,684,562","422,554,511,356","780,774,502,519","350,502,189,490","632,513,145,608","497,259,870,537","969,067,003,540"
4. Giá vốn hàng bán,"204,341,071,325","308,856,015,703","107,958,992,379","353,545,607,390","147,897,865,968","283,466,376,857","189,371,527,278","456,632,945,202","164,321,899,154","347,041,608,412","298,639,623,860","500,991,433,887","234,803,387,554","347,160,509,669","210,894,863,892","469,122,672,751","220,278,056,876","350,724,184,528","307,183,754,947","524,980,363,304","233,038,705,701","441,174,429,511","372,532,167,729","675,754,997,588"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"133,505,681,058","155,799,013,413","61,929,866,522","192,515,775,818","71,785,969,895","169,353,647,912","106,743,227,608","209,943,249,939","81,049,752,209","184,618,585,782","106,635,165,283","248,143,390,702","92,238,262,343","220,006,323,394","96,678,946,896","223,907,243,357","95,366,831,033","167,973,500,034","115,370,756,409","255,794,139,215","117,463,483,789","191,338,716,097","124,727,702,808","293,312,005,952"
6. Doanh thu hoạt động tài chính,"881,761,276","2,619,367,937","1,998,611,628","1,132,782,237","1,358,147,739","3,256,647,544","1,009,804,393","281,095,955","1,063,358,733","2,282,811,957","804,794,533","1,309,676,169","1,749,824,685","3,926,750,356","3,330,929,611","3,292,516,095","3,220,111,907","4,166,526,990","3,447,607,651","3,902,604,305","5,364,929,924","7,212,158,057","2,580,498,717","3,864,006,473"
7. Chi phí tài chính,"4,541,440,939","4,793,004,866","1,264,394,602","5,815,976,937","2,779,967,590","3,231,231,677","5,317,858,210","7,456,220,447","4,518,559,076","9,462,251,815","6,610,918,499","11,011,037,006","3,071,660,100","7,796,487,004","4,621,125,901","10,205,570,779","5,389,139,678","12,446,793,855","8,584,811,010","11,492,411,459","4,547,905,076","13,445,049,886","8,091,343,769","13,515,653,669"
- Trong đó: Chi phí lãi vay,"2,994,026,362","4,609,196,192","1,099,061,792","1,954,356,507","1,400,768,030","2,717,659,892","5,637,001,229","4,932,130,457","3,574,683,300","4,290,832,295","4,285,132,103","2,507,180,938","2,301,430,353","3,033,824,865","3,757,963,159","3,365,501,183","4,086,623,578","5,545,006,982","5,902,494,663","3,815,866,596","3,428,647,598","5,669,359,275","4,653,784,095","4,138,394,210"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"28,543,484,384","39,828,347,581","17,145,067,087","48,202,549,237","23,714,298,777","38,827,744,482","28,255,219,693","63,800,375,971","18,436,981,892","52,007,056,700","29,832,687,019","65,596,223,664","26,508,040,444","59,336,213,729","29,775,885,332","63,128,021,456","26,239,454,390","46,119,480,326","39,516,141,483","73,109,689,824","35,716,966,697","63,335,371,145","41,386,750,047","94,231,297,790"
10. Chi phí quản lý doanh nghiệp,"40,789,819,440","41,211,037,042","23,355,549,046","54,365,046,208","27,554,277,146","46,167,913,297","38,320,487,207","64,429,118,362","20,742,670,868","54,818,562,042","35,235,379,291","70,217,023,373","27,351,399,027","61,909,746,986","28,382,146,202","61,296,593,920","24,356,922,665","46,188,603,522","40,775,783,326","61,648,267,112","35,624,786,086","50,263,804,805","38,084,913,300","73,743,798,955"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"60,512,697,571","72,585,991,861","22,163,467,415","85,264,985,673","19,095,574,121","84,383,406,000","35,859,466,891","74,538,631,114","38,414,899,106","70,613,527,182","35,760,975,007","102,628,782,828","37,056,987,457","94,890,626,031","37,230,719,072","92,569,573,297","42,601,426,207","67,385,149,321","29,941,628,241","113,446,375,125","46,938,755,854","71,506,648,318","39,745,194,409","115,685,262,011"
12. Thu nhập khác,"483,401,381","979,823,649","1,232,026,558","1,746,276,700","524,244,075","697,315,454","266,699,954","1,316,965,472","285,354,617","2,628,041,899","401,607,421","207,651,671","4,912,157,361","498,985,615","745,490,327","8,079,919,142","1,073,253,972","722,826,627","242,714,069","15,463,563,608","650,224,092","-226,934,786","-302,404,423","705,668,519"
