,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
13. Chi phí khác,"613,675,604","1,711,820,444","822,371,973","2,816,366,603","499,537,490","412,262,648","628,756,129","1,681,273,363","494,075,164","364,356,087","278,455,055","925,838,520","354,532,310","535,415,713","909,448,188","9,165,601,344","973,220,181","1,794,554,981","100,539,344","1,748,966,787","1,574,997,622","871,946,163","921,843,369","-435,595,337"
14. Lợi nhuận khác(40=31-32),"-130,274,223","-731,996,795","409,654,585","-1,070,089,903","24,706,585","285,052,806","-362,056,175","-364,307,891","-208,720,547","2,263,685,812","123,152,366","-718,186,849","4,557,625,051","-36,430,098","-163,957,861","-1,085,682,202","100,033,791","-1,071,728,354","142,174,725","13,714,596,821","-924,773,530","-1,098,880,949","-1,224,247,792","1,141,263,856"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"60,382,423,348","71,853,995,066","22,573,122,000","84,194,895,770","19,120,280,706","84,668,458,806","35,497,410,716","74,174,323,223","38,206,178,559","72,877,212,994","35,884,127,373","101,910,595,979","41,614,612,508","94,854,195,933","37,066,761,211","91,483,891,095","42,701,459,998","66,313,420,967","30,083,802,966","127,160,971,946","46,013,982,324","70,407,767,369","38,520,946,617","116,826,525,867"
16. Chi phí thuế TNDN hiện hành,"5,133,653,618","11,707,180,202","5,036,244,594","7,919,376,792","3,258,656,583","9,088,614,847","4,143,414,304","6,086,347,817","3,385,941,043","9,531,473,656","1,615,922,952","9,909,411,255","3,803,855,752","11,075,572,957","9,237,432,038","14,429,032,311","7,643,357,629","8,645,538,272","686,584,879","19,692,831,142","8,424,835,247","15,296,606,914","-783,096,744","27,987,991,717"
17. Chi phí thuế TNDN hoãn lại,"2,678,280,338","3,081,950,693","-365,230,345","1,710,912,920","-225,525,269","-1,664,910,713","214,153,370","-1,931,649,185","860,711,294","-1,565,571,403","43,578,771","-425,902,228","348,209,067","-1,953,413,864","-264,943,584","2,248,776,735","-362,522,469","111,565,811","1,030,580,757","-2,001,250,220","1,245,178,336","-1,791,064,901","1,940,498,757","-4,621,757,239"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"52,570,489,392","57,064,864,171","17,902,107,751","74,564,606,058","16,087,149,392","77,244,754,672","31,139,843,042","70,019,624,591","33,959,526,222","64,911,310,741","34,224,625,650","92,427,086,952","37,462,547,689","85,732,036,840","28,094,272,757","74,806,082,049","35,420,624,838","57,556,316,884","28,366,637,330","109,469,391,024","36,343,968,741","56,902,225,356","37,363,544,604","93,460,291,389"
19. Lợi nhuận sau thuế công ty mẹ,"46,776,901,732","64,861,340,455","17,226,670,588","73,035,230,196","15,827,750,026","75,785,092,707","30,421,882,343","68,064,073,638","33,283,140,234","62,929,462,462","33,478,289,007","89,430,983,843","36,962,688,652","83,237,053,258","27,513,668,197","72,037,681,228","35,208,663,269","55,221,700,304","27,778,373,212","105,978,353,316","35,479,435,233","54,227,168,413","36,359,144,418","90,375,538,884"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"5,793,587,660","-7,796,476,284","675,437,163","1,529,375,862","259,399,366","1,459,661,965","717,960,699","1,955,550,953","676,385,988","1,981,848,279","746,336,643","2,996,103,109","499,859,037","2,494,983,582","580,604,560","2,768,400,821","211,961,569","2,334,616,580","588,264,118","3,491,037,708","864,533,508","2,675,056,943","1,004,400,191","3,084,752,505"
21. Lãi cơ bản trên cổ phiếu(*),"2,660","3,688",980,"4,156",901,"4,312","1,731","3,873","1,894","3,581","1,905","5,089","2,103","4,736","1,565","4,099","2,003","3,143","1,596","6,063","2,019","3,086","2,051","4,282"
22. Lãi suy giảm trên cổ phiếu (*),"2,660","3,688",980,"4,156",,"4,312","1,731",,"1,894","3,581","1,905","5,089","2,103","4,736","1,565","4,099","2,003","3,143","1,596","6,063","2,019","3,086","2,051","4,282"
