,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"72,049,241,018","67,546,133,963","72,583,793,972","81,743,502,325","81,745,259,877","74,440,740,280","81,279,733,664","101,684,104,091","84,059,804,948","100,422,285,598","83,657,153,661","76,341,509,236","87,155,594,506","94,451,834,460","90,991,606,526","70,921,495,324","82,442,854,532","80,860,044,547","85,839,659,470","107,213,348,221","96,662,970,512","94,025,334,680","100,123,493,522","100,908,014,272"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"23,109,081,941","8,629,002,245","36,315,543,870","270,883,641,540","372,519,961,977","426,684,088,826","426,904,784,282","323,254,832,876","404,360,650,399","234,236,655,904","158,474,677,628","137,077,879,713","22,936,286,563","33,281,873,989","248,726,312,734","-49,050,932,674","-312,166,621,993","369,373,860,012","22,077,363,944","-1,563,572,785","98,170,358,194","149,251,623,776","331,319,019,527","255,787,518,603"
12. Thu nhập khác,"16,665,422,059","1,028,367,939","414,408,141","530,374,050","2,162,365,653","2,340,116,456","871,096,296","375,858,466","4,138,402,020","5,021,109,598","11,000,851,214","26,960,164,092","2,395,828,991","857,449,546","2,497,225,158","1,691,626,132","1,330,990,626","1,085,627,852","1,430,664,430","17,821,830,525","2,017,127,682","7,976,691,176","1,139,896,039","8,163,989,243"
13. Chi phí khác,"11,727,961,044","272,417,745","174,502,719","349,513,720","73,349,766","582,414,040","3,885,008","480,121,715","526,918,872","60,805,690","636,782,391","361,269,162","57,282,498","4,297,683,577","797,218,815","1,230,013,730","65,330,080","27,969,562","34,981,135","1,512,650,482","791,881,140","15,602,047","1,421,775,262","913,339,479"
14. Lợi nhuận khác(40=31-32),"4,937,461,015","755,950,194","239,905,422","180,860,330","2,089,015,887","1,757,702,416","867,211,288","-104,263,249","3,611,483,148","4,960,303,908","10,364,068,823","26,598,894,930","2,338,546,493","-3,440,234,031","1,700,006,343","461,612,402","1,265,660,546","1,057,658,290","1,395,683,295","16,309,180,043","1,225,246,542","7,961,089,129","-281,879,223","7,250,649,764"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"28,046,542,956","9,384,952,439","36,555,449,292","271,064,501,870","374,608,977,864","428,441,791,242","427,771,995,570","323,150,569,627","407,972,133,547","239,196,959,812","168,838,746,451","163,676,774,643","25,274,833,056","29,841,639,958","250,426,319,077","-48,589,320,272","-310,900,961,447","370,431,518,302","23,473,047,239","14,745,607,258","99,395,604,736","157,212,712,905","331,037,140,304","263,038,168,367"
16. Chi phí thuế TNDN hiện hành,"7,990,081,392","1,853,029,812","17,172,203,466","12,905,889,663","25,892,247,994","27,080,853,133","40,959,690,871","59,744,509,977","42,950,133,041","24,303,004,659","30,829,019,939","52,044,522,368","16,666,079,077","18,781,032,716","44,072,011,579","30,553,634,531","9,827,572,738","43,611,524,578","11,009,373,586","8,293,546,235","26,787,894,436","17,547,961,057","18,866,692,464","40,839,763,654"
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,"-3,215,411,000",,,,,,,,"-5,770,485,172",,"-16,659,018,374"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"20,056,461,564","7,531,922,627","19,383,245,826","258,158,612,207","348,716,729,870","401,360,938,109","386,812,304,699","263,406,059,650","365,022,000,506","214,893,955,153","138,009,726,512","111,632,252,275","8,608,753,979","14,276,018,242","206,354,307,498","-79,142,954,803","-320,728,534,185","326,819,993,724","12,463,673,653","6,452,061,023","72,607,710,300","145,435,237,020","312,170,447,840","238,857,423,087"
19. Lợi nhuận sau thuế công ty mẹ,"20,056,461,564","7,531,922,627","19,383,245,826","258,158,612,207","348,716,729,870","401,360,938,109","386,812,304,699","263,406,059,650","365,022,000,506","214,893,955,153","138,009,726,512","111,632,252,275","8,608,753,979","14,276,018,242","206,354,307,498","-79,142,954,803","-320,728,534,185","326,819,993,724","12,463,673,653","6,452,061,023","72,607,710,300","145,435,237,020","312,170,447,840","238,857,423,087"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),242,88,221,"2,946","3,828","4,187","3,693","2,515","3,485","1,865","1,198",969,75,62,853,,,"1,350",52,27,300,601,"1,290",714
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
