,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"11,815,267,513","7,063,383,086","10,073,711,824","17,603,698,275","12,644,313,609","11,660,677,497","13,747,737,390","18,509,106,134","11,208,237,803","6,801,065,297","13,862,224,592","24,602,525,173","13,689,839,595","41,363,027,277","21,115,408,576","18,047,485,065","18,412,497,717","23,288,357,230","16,073,043,212","17,941,927,252","18,177,088,639","21,177,067,200","20,147,080,542","21,186,913,600"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"221,834,883,126","174,397,634,790","176,946,138,375","223,913,053,139","49,855,866,308","31,829,941,023","49,959,234,074","73,812,764,079","71,348,518,246","20,924,500,849","-19,914,370,173","68,744,042,514","235,254,922,707","271,489,377,150","134,588,669,384","113,253,869,750","102,955,651,547","-58,253,939,077","3,461,386,831","1,785,140,895","29,213,918,248","34,720,153,331","44,754,629,266","11,132,985,344"
12. Thu nhập khác,"9,165,477,445","3,413,455,963","1,283,466,344","23,686,869,035","1,973,201,293","6,398,011,536","1,860,650,820","24,815,838,492","2,756,714,422","3,828,279,168","1,534,559,375","2,093,786,636","3,104,056,296","1,407,655,501","3,086,728,286","13,947,994,171","5,892,031,697","7,559,500,007","3,843,517,038","3,165,536,763","3,218,915,283","4,563,765,179","3,294,027,823","4,184,556,288"
13. Chi phí khác,"309,849,106","108,165,156","4,068,012,479","177,638,460","68,416,792","394,914,628","136,576,918","273,757,058","42,382,867","24,531,348","299,807,100","77,544,686","46,829","1,348,417,818","102,861,055","966,007,318","854,440,898","1,075,036,891","210,626,155","647,140,652","1,982,241,185","18,574,526,579","10,942,478,627","1,530,121,363"
14. Lợi nhuận khác(40=31-32),"8,855,628,339","3,305,290,807","-2,784,546,135","23,509,230,575","1,904,784,501","6,003,096,908","1,724,073,902","24,542,081,434","2,714,331,555","3,803,747,820","1,234,752,275","2,016,241,950","3,104,009,467","59,237,683","2,983,867,231","12,981,986,853","5,037,590,799","6,484,463,116","3,632,890,883","2,518,396,111","1,236,674,098","-14,010,761,400","-7,648,450,804","2,654,434,925"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"230,690,511,465","177,702,925,597","174,161,592,240","247,422,283,714","51,760,650,809","37,833,037,931","51,683,307,976","98,354,845,513","74,062,849,801","24,728,248,669","-18,679,617,898","70,760,284,464","238,358,932,174","271,548,614,833","137,572,536,615","126,235,856,603","107,993,242,346","-51,769,475,961","7,094,277,714","4,303,537,006","30,450,592,346","20,709,391,931","37,106,178,462","13,787,420,269"
16. Chi phí thuế TNDN hiện hành,"30,746,719,124","25,450,263,633","20,310,081,815","50,852,588,286","8,929,636,693","-417,554,313","11,976,698,402","18,812,022,510","10,198,416,834","4,525,414,247","-6,951,925,404","13,118,060,178","30,153,481,065","38,995,676,979","22,916,042,266","22,451,642,900","10,647,106,309","-61,306,104","6,042,939,253","4,770,672,079","10,195,193,038","5,695,408,575","7,015,274,563","5,776,652,531"
17. Chi phí thuế TNDN hoãn lại,"-375,000,000","-442,500,000","1,042,500,000","-1,125,000,000","-528,500,000","6,116,481,178","-316,500,000","-6,870,312,443","64,750,000","-3,538,922,802","1,441,550,001","4,133,760,393","1,575,500,000","-8,134,566,065","-5,245,250,000","-2,741,821,267","4,975,470,527","-663,908,145","12,347,334","50,750,761","3,352,500,000","-2,489,058,159","2,214,707,006","2,096,440,674"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"200,318,792,341","152,695,161,964","152,809,010,425","197,694,695,428","43,359,514,116","32,134,111,066","40,023,109,574","86,413,135,446","63,799,682,967","23,741,757,224","-13,169,242,495","53,508,463,893","206,629,951,109","240,687,503,919","119,901,744,349","106,526,034,970","92,370,665,510","-51,044,261,712","1,038,991,127","-517,885,834","16,902,899,308","17,503,041,515","27,876,196,893","5,914,327,064"
19. Lợi nhuận sau thuế công ty mẹ,"200,318,792,341","152,695,161,964","152,809,010,425","197,694,695,428","43,359,514,116","32,134,111,066","40,023,109,574","86,413,135,446","63,799,682,967","23,741,757,224","-13,169,242,495","53,508,463,893","206,629,951,109","240,687,503,919","119,901,744,349","106,526,034,970","92,370,665,510","-51,044,261,712","1,038,991,127","-517,885,834","16,902,899,308","17,503,041,515","27,876,196,893","5,914,327,064"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),"1,579","1,202","1,203","1,556",341,253,315,680,502,187,-104,421,"1,625","1,893",943,838,694,-383,08,-04,127,131,209,39
22. Lãi suy giảm trên cổ phiếu (*),"1,579","1,202","1,203","1,556",341,253,315,680,502,187,-104,421,"1,625","1,893",943,838,694,-383,08,-04,127,131,209,39
