,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"914,017,921,907","1,067,603,733,185","1,140,926,947,404","1,396,604,174,653","826,045,260,744","898,297,235,114","810,544,253,041","943,834,750,954","707,322,627,336","1,080,731,742,346","656,115,814,848","1,060,255,737,260","1,219,478,753,489","1,305,830,174,794","1,247,978,424,052","1,161,218,492,134","1,157,603,357,241","1,090,877,619,337","1,100,743,562,157","1,112,562,956,111","1,016,226,486,382","1,209,204,299,276","1,344,998,186,838","1,368,682,928,274"
2. Các khoản giảm trừ doanh thu,"3,751,640,854","3,110,519,139","13,513,606,476","17,910,544,055","14,880,565,202","14,203,785,577","2,246,855,537","7,475,583,490","1,463,542,818","6,363,731,565","316,091,318","2,356,234,815","311,032,327","11,312,062,857","9,296,349,764","16,939,359,083","2,404,970,502","16,583,485,410","1,922,667,174","1,753,738,880","217,782,258","15,791,434,691","3,976,876,226","7,859,834,682"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"910,266,281,053","1,064,493,214,046","1,127,413,340,928","1,378,693,630,598","811,164,695,542","884,093,449,537","808,297,397,504","936,359,167,464","705,859,084,518","1,074,368,010,781","655,799,723,530","1,057,899,502,445","1,219,167,721,162","1,294,518,111,937","1,238,682,074,288","1,144,279,133,051","1,155,198,386,739","1,074,294,133,927","1,098,820,894,983","1,110,809,217,231","1,016,008,704,124","1,193,412,864,585","1,341,021,310,612","1,360,823,093,592"
4. Giá vốn hàng bán,"633,008,091,160","839,922,597,110","890,807,754,838","1,074,555,698,641","689,808,534,919","794,134,407,471","701,232,031,898","770,068,477,899","563,561,220,829","936,210,796,006","586,791,196,775","854,049,642,369","860,306,359,468","839,825,105,428","951,858,384,309","909,114,878,733","951,899,894,183","1,026,112,650,257","1,014,020,341,511","996,514,859,337","914,753,549,094","1,050,185,704,754","1,168,357,194,650","1,222,183,723,943"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"277,258,189,893","224,570,616,936","236,605,586,090","304,137,931,957","121,356,160,623","89,959,042,066","107,065,365,606","166,290,689,565","142,297,863,689","138,157,214,775","69,008,526,755","203,849,860,076","358,861,361,694","454,693,006,509","286,823,689,979","235,164,254,318","203,298,492,556","48,181,483,670","84,800,553,472","114,294,357,894","101,255,155,030","143,227,159,831","172,664,115,962","138,639,369,649"
6. Doanh thu hoạt động tài chính,"7,905,298,001","18,570,103,870","13,708,596,720","12,243,828,117","13,058,402,489","11,999,663,095","8,453,202,842","9,399,630,904","7,444,867,562","7,198,730,484","11,936,836,497","14,446,836,484","11,298,773,346","16,591,231,477","15,757,773,274","36,023,954,719","9,064,545,904","7,725,908,093","8,333,288,294","6,976,266,293","5,238,300,146","10,747,529,101","2,418,259,578","14,212,851,162"
7. Chi phí tài chính,"9,521,686,516","15,733,494,893","16,438,975,712","18,949,174,265","16,692,449,279","22,105,745,549","13,805,921,619","27,402,665,089","24,028,304,667","31,376,113,680","21,310,502,936","39,200,472,429","24,068,290,680","45,130,634,729","49,513,736,666","69,445,744,526","36,272,402,336","46,362,153,774","36,018,746,959","45,917,400,450","24,606,734,179","27,239,372,700","28,078,018,440","23,559,258,822"
- Trong đó: Chi phí lãi vay,"9,151,787,091","11,430,374,978","13,794,125,096","14,979,573,262","13,754,138,276","16,573,468,546","13,348,678,523","18,935,920,279","21,238,504,666","28,939,223,970","18,036,176,168","34,745,448,073","21,904,877,982","24,311,534,118","25,778,737,202","33,152,241,631","32,525,322,422","42,982,913,781","29,299,027,468","32,485,759,646","22,401,908,444","26,566,099,893","20,471,326,945","21,907,206,275"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,"-22,666,094",,"-269,655,707",,"-178,533,769",,"286,875,516",,"-97,368,931",,"42,800,285",,"-1,989,053,272",,"-2,034,180,615",,"-2,090,711,241",,"-1,994,963,699"
9. Chi phí bán hàng,"41,991,650,739","45,946,208,037","46,855,356,899","55,915,834,395","55,221,933,916","36,339,674,998","38,005,675,365","55,696,129,460","43,157,670,535","86,075,731,664","65,687,005,897","86,036,531,960","97,147,082,058","113,203,829,899","97,363,648,627","70,483,909,981","54,722,486,860","42,521,766,564","37,580,664,764","53,591,974,975","34,495,714,110","68,747,384,460","82,102,647,292","94,978,099,346"
