a,b,activation,loss_function,final_loss
1,1,gelu,mse,0.05010192468762398
1,1,gelu,mape,40.104652404785156
1,1,relu,mse,0.06871803104877472
1,1,relu,mape,49.43931198120117
1,2,gelu,mse,0.07742245495319366
1,2,gelu,mape,60.564334869384766
1,2,relu,mse,0.0654432401061058
1,2,relu,mape,56.00933074951172
1,3,gelu,mse,0.0947965756058693
1,3,gelu,mape,55.25813674926758
1,3,relu,mse,0.10867460817098618
1,3,relu,mape,60.17536163330078
2,1,gelu,mse,0.05981675535440445
2,1,gelu,mape,43.524356842041016
2,1,relu,mse,0.04744089022278786
2,1,relu,mape,50.54710006713867
2,2,gelu,mse,0.11595305055379868
2,2,gelu,mape,53.97233963012695
2,2,relu,mse,0.07815483212471008
2,2,relu,mape,44.93778991699219
2,3,gelu,mse,0.1489904671907425
2,3,gelu,mape,57.593467712402344
2,3,relu,mse,0.13010935485363007
2,3,relu,mape,59.39299774169922
3,1,gelu,mse,0.044469889253377914
3,1,gelu,mape,40.30770492553711
3,1,relu,mse,0.06290868669748306
3,1,relu,mape,44.60812759399414
3,2,gelu,mse,0.09726255387067795
3,2,gelu,mape,57.78596496582031
3,2,relu,mse,0.09907344728708267
3,2,relu,mape,51.26929473876953
3,3,gelu,mse,0.11583685874938965
3,3,gelu,mape,53.8414192199707
3,3,relu,mse,0.09501288831233978
3,3,relu,mape,76.24259948730469
