,company_id,quarter,P,EPS,D/E,SIZE
1673,FCN,2021-01-01,-0.5759511458244471,-0.09246721816006473,0.15551488268697708,0.7545192941832831
1674,FCN,2021-04-01,-0.5750626005958024,-0.09246721363829136,0.23982575141815193,0.8142200999478325
1675,FCN,2021-07-01,-0.5751382631602734,-0.09246721791782686,0.20003337415914266,0.7945774963361458
1676,FCN,2021-10-01,-0.5748569942678697,-0.09246721214449123,0.07232073773319425,0.7944534790572092
1677,FCN,2022-01-01,-0.5747293625144915,-0.0924672257501843,0.04490151227292348,0.7548330719339117
1678,FCN,2022-04-01,-0.5740956005958521,-0.09246722005759461,-0.0020061732627590255,0.8089328415866144
1679,FCN,2022-07-01,-0.5739670469049621,-0.09246722252034618,-0.02097889079843085,0.7886849568135988
1680,FCN,2022-10-01,-0.5740186864770521,-0.0924672173526052,-0.029602791274269055,0.7918052803448595
1681,FCN,2023-01-01,-0.5737435284949226,-0.0924672257501843,-0.009634900102228734,0.8168098327030388
1682,FCN,2023-04-01,-0.5731358841045083,-0.09246722130915688,-0.00791588717122452,0.8013520379173164
1683,FCN,2023-07-01,-0.5732426657006184,-0.09246722151102177,-0.013422345235779634,0.7972169768784352
1684,FCN,2023-10-01,-0.5724235766327797,-0.09246723507634186,0.09642828932338823,0.885088394418875
1685,FCN,2024-01-01,-0.5726594279293667,-0.09246722583093026,0.06925944686546767,0.8630739238043104
1686,FCN,2024-04-01,-0.5721468012540618,-0.0924672209458001,0.07838046942791874,0.8663947916628633
1687,FCN,2024-07-01,-0.5718115391989578,-0.09246722211661641,0.0692059351601329,0.8586752637292879
1688,FCN,2024-10-01,-0.5724441579977094,-0.09246722441787608,0.17630513788694663,0.9486338452479567
1689,FIT,2023-07-01,-0.3408481696811959,-0.09246724327205608,-0.30092111803107857,0.7667472011638388
1690,FIT,2023-10-01,-0.40000723904604424,-0.09246721884640532,-0.2809674284293367,0.8048634334359431
1691,FIT,2024-01-01,-0.39144286454474353,-0.09246721747372412,-0.30306511012851645,0.7768934348559963
1692,FIT,2024-07-01,-0.407135797154488,-0.09246722110729201,-0.2954906385269014,0.79730014827611
1693,FIT,2024-10-01,-0.41085329291066314,-0.09246722328743273,-0.2899130620918856,0.8067512401636111
1694,FLC,2010-04-01,-0.5804737355527932,-0.09246720766309086,-0.35910058263818645,-1.3937835254398845
1695,FLC,2011-01-01,-0.5804394976233993,-0.09246721706999436,-0.07809955630288665,-0.9849076605717383
1696,FLC,2012-01-01,-0.5803978752063146,-0.09246722344892463,-0.15338633567587517,-0.008843002382553904
1697,FLC,2012-04-01,-0.5803924045646169,-0.09246721137740468,-0.15338633567587517,-0.008843002382553904
1698,FLC,2012-07-01,-0.5803615286115617,-0.09246722352967059,-0.15338633567587517,-0.008843002382553904
1699,FLC,2012-10-01,-0.5803566995114091,-0.09246720802644763,-0.15338633567587517,-0.008843002382553904
1700,FLC,2013-01-01,-0.5803424891719644,-0.0924672238526544,-0.1832571717126523,-0.015642439425624155
1701,FLC,2013-07-01,-0.5803647059933712,-0.09246721024696135,-0.1832571717126523,-0.015642439425624155
1702,FLC,2013-10-01,-0.5803684548346989,-0.09246719752947376,-0.1832571717126523,-0.015642439425624155
1703,FLC,2014-01-01,-0.5803424269952805,-0.0924672132345616,-0.2674645392719958,0.5796748251429297
1704,FLC,2014-04-01,-0.5803150690444242,-0.09246719462261946,-0.2674645392719958,0.5796748251429297
1705,FLC,2014-07-01,-0.5803189683031361,-0.09246721182150743,-0.2674645392719958,0.5796748251429297
1706,FLC,2014-10-01,-0.580300103612752,-0.09246721153889659,-0.2674645392719958,0.5796748251429297
1707,FLC,2015-04-01,-0.5802821729675989,-0.09246719882140901,-0.3074053870932489,0.7542423831912375
1708,FLC,2016-04-01,-0.5802358954233865,-0.09246718941450549,-0.12949707262544669,1.1172820755196313
1709,FLC,2016-07-01,-0.5802105599553279,-0.09246721779670794,-0.05128307872418333,1.3026760992694217
1710,FLC,2016-10-01,-0.5802366049500858,-0.09246720075931188,-0.04987589538181119,1.3305644328172919
1711,FLC,2017-01-01,-0.5802212006879294,-0.09246721440537792,-0.015488641030641053,1.3753635464483953
1712,FLC,2018-01-01,-0.5801929337594844,-0.0924672180389458,0.13276768773119538,1.5078026545119585
1713,FLC,2020-10-01,-0.5800195543974674,-0.09246722239922725,0.17996117536928283,1.8164859393912827
1714,FLC,2022-04-01,-0.5800716955407971,-0.09246726055169,0.553794452790434,1.7799778830924367
1715,FMC,2006-04-01,-0.5802606180534895,-0.09246718182438593,-0.10753737380373467,-1.4437856583446087
1716,FMC,2007-04-01,-0.5801333286217972,-0.0924672103277073,0.01971192881739706,-1.0879521245730068
1717,FMC,2007-10-01,-0.5799622181234041,-0.09246716377766545,0.01971192881739706,-1.0879521245730068
1718,FMC,2008-01-01,-0.5799561545375348,-0.0924672070574962,-0.031253351772692214,-1.1723711563201007
1719,FMC,2008-04-01,-0.5797648546129529,-0.09246720964136669,-0.031253351772692214,-1.1723711563201007
1720,FMC,2008-07-01,-0.5797609770363861,-0.09246720758234489,-0.031253351772692214,-1.1723711563201007
1721,FMC,2008-10-01,-0.5801450318848347,-0.09246720802644763,-0.031253351772692214,-1.1723711563201007
1722,FMC,2009-01-01,-0.580095529002075,-0.09246721868491342,0.5367228872240751,-0.7812246741098503
1723,FMC,2009-04-01,-0.5800169677571069,-0.0924672182004377,0.5367228872240751,-0.7812246741098503
1724,FMC,2009-07-01,-0.5800108181861325,-0.092467212548221,0.5367228872240751,-0.7812246741098503
1725,FMC,2009-10-01,-0.5799303125055403,-0.09246716026521651,0.5367228872240751,-0.7812246741098503
1726,FMC,2010-01-01,-0.5799094672031498,-0.0924672103277073,0.21751732357889936,-0.9177508711629728
1727,FMC,2010-07-01,-0.5798232743014127,-0.09246719115054348,0.21751732357889936,-0.9177508711629728
1728,FMC,2010-10-01,-0.5796467275763801,-0.09246711577419646,0.21751732357889936,-0.9177508711629728
1729,FMC,2011-01-01,-0.5796052949676792,-0.09246720132453355,0.6637876055573213,-0.6415881074743255
1730,FMC,2011-04-01,-0.5795346760924186,-0.0924672183619296,0.6637876055573213,-0.6415881074743255
1731,FMC,2011-07-01,-0.5796046504004206,-0.09246720059781997,0.6637876055573213,-0.6415881074743255
1732,FMC,2011-10-01,-0.5795771001882848,-0.09246712126492125,0.6637876055573213,-0.6415881074743255
1733,FMC,2012-01-01,-0.579363610645247,-0.09246728239347025,0.19171534654113268,-0.9742028919985016
1734,FMC,2012-04-01,-0.5792464825239172,-0.09246725199261899,0.19171534654113268,-0.9742028919985016
1735,FMC,2012-07-01,-0.57916441716949,-0.09246721093330194,0.19171534654113268,-0.9742028919985016
1736,FMC,2012-10-01,-0.5791583859850474,-0.09246712029596982,0.19171534654113268,-0.9742028919985016
1737,FMC,2013-01-01,-0.5790161216246262,-0.09246722062281629,0.2557433154468799,-0.6716778578818401
1738,FMC,2013-04-01,-0.5789900240213837,-0.09246722050169735,0.2557433154468799,-0.6716778578818401
1739,FMC,2013-07-01,-0.5788365503469065,-0.09246721351717244,0.2557433154468799,-0.6716778578818401
1740,FMC,2013-10-01,-0.5786400491008503,-0.09246713236748978,0.2557433154468799,-0.6716778578818401
1741,FMC,2014-01-01,-0.5785841745771391,-0.09246720976248562,0.22815724868102658,-0.3738735041704438
1742,FMC,2014-04-01,-0.5785690967320124,-0.09246716135528686,0.22815724868102658,-0.3738735041704438
1743,FMC,2014-07-01,-0.5788397564953617,-0.09246717290195813,0.22815724868102658,-0.3738735041704438
1744,FMC,2014-10-01,-0.5790974342570725,-0.09246718602317547,0.22815724868102658,-0.3738735041704438
1745,FMC,2015-04-01,-0.5790591842229075,-0.09246719224061385,0.29017844899277234,-0.3554683815595644
1746,FMC,2016-01-01,-0.5796073511297692,-0.09246719341143016,0.028373238679340034,-0.4339138752433678
1747,FMC,2016-04-01,-0.5793792495440502,-0.092467195389706,0.06785304585252543,-0.3872191455667044
1748,FMC,2016-07-01,-0.5793077549700428,-0.09246717532433671,0.2342043593664889,-0.21258111620279446
1749,FMC,2016-10-01,-0.5791543621718246,-0.09246718501385107,0.17853887182589606,-0.28321177344291204
1750,FMC,2017-01-01,-0.5789477903790895,-0.09246720435250678,0.31832535723520256,-0.31806219965109056
1751,FMC,2017-04-01,-0.5785192839555995,-0.09246719708537102,0.3622741171245139,-0.2591687812883412
1752,FMC,2017-07-01,-0.5782646517182729,-0.09246714548870712,0.2332683082307612,-0.14692446185007738
1753,FMC,2017-10-01,-0.5779725561562216,-0.0924672043121338,0.17393911821820612,-0.16796657481080915
1754,FMC,2018-01-01,-0.5781638046504642,-0.09246719038345692,0.039880741422674525,-0.26209420807085465
1755,FMC,2018-04-01,-0.5781699076544378,-0.09246719341143016,0.14178843214025966,-0.1957127497390775
1756,FMC,2018-07-01,-0.5781275528740122,-0.09246716515034666,0.08389235655359473,-0.18263377946376172
1757,FMC,2018-10-01,-0.5782990449123169,-0.09246716583668725,-0.0327569482333814,-0.23216673327441628
1758,FMC,2019-01-01,-0.5781750011588331,-0.09246718287408331,-0.10460318425912507,-0.29685258553772964
1759,FMC,2019-04-01,-0.5779873729567001,-0.0924671727808392,-0.07667842028601352,-0.223219631774951
1760,FMC,2019-07-01,-0.5777207363426066,-0.09246714730549106,-0.1313784526211005,-0.28711929551195364
1761,FMC,2019-10-01,-0.5774597990628002,-0.09246717136778503,-0.2315907398062938,-0.21970921077650019
1762,FMC,2020-01-01,-0.5774510497428134,-0.09246719074681371,-0.2170609010831977,-0.2203673588735426
1763,FMC,2020-04-01,-0.5774520675480005,-0.0924671810169264,-0.06442038347738896,-0.05979107788603857
1764,FMC,2020-07-01,-0.5769202088397641,-0.09246717475911505,-0.05564528014654402,-0.005935282081473625
1765,FMC,2020-10-01,-0.576752728332899,-0.0924671636969195,-0.20755462833807747,-0.14493544247644477
1766,FMC,2021-01-01,-0.5767537151068196,-0.09246720055744699,-0.22248200661022408,-0.057382189232992785
1767,FMC,2021-04-01,-0.5765612865751214,-0.09246717197337967,-0.17166372649579717,0.09987098667752191
1768,FMC,2021-07-01,-0.5771523626910408,-0.09246718517534297,-0.15599995069572237,0.1457047622214916
1769,FMC,2021-10-01,-0.577066870475159,-0.09246714855705333,-0.273037792795575,0.1402666458778425
1770,FMC,2022-01-01,-0.5764347233786631,-0.09246719882140901,-0.2570340691387989,0.16210735598546638
1771,FMC,2022-04-01,-0.576252275645083,-0.09246715174651847,-0.2026788674865323,0.23510372982302452
1772,FMC,2022-07-01,-0.5767484028911479,-0.09246717496097993,-0.2168192501397543,0.24118047664093142
1773,FMC,2022-10-01,-0.5761927657104611,-0.09246717564732053,-0.25765529411098964,0.20641986744157462
1774,FMC,2023-01-01,-0.576053256946996,-0.0924671969642521,-0.2834010921849916,0.16877208338312866
1775,FMC,2023-04-01,-0.5765269210868285,-0.09246718000760198,-0.21517867743376753,0.249785371350166
1776,FMC,2023-07-01,-0.5774608087656802,-0.09246717354792575,-0.1800672162141557,0.3228559953397888
1777,FMC,2023-10-01,-0.5785040021466353,-0.092467173103823,-0.23289785265455074,0.277341720799881
1778,FMC,2024-01-01,-0.578469665999394,-0.09246719324993825,-0.22347704401216967,0.30657107554130086
1779,FMC,2024-07-01,-0.5783154275646469,-0.09246717475911505,-0.19453168287438716,0.34219752896916333
1780,FMC,2024-10-01,-0.5784001955987906,-0.09246715594530802,-0.22289609667642363,0.3536457506042634
1781,FPT,2010-01-01,0.5281205892312497,-0.09246714233961496,0.15864827089456557,1.0982406488431031
1782,FPT,2010-07-01,0.37542432772673295,-0.09246716466587093,0.15864827089456557,1.0982406488431031
1783,FPT,2010-10-01,0.3468158474358769,-0.09246715986148674,0.15864827089456557,1.0982406488431031
1784,FPT,2011-01-01,0.19387692066966908,-0.09246716200125449,0.08695504692487831,1.220668074870287
1785,FPT,2011-04-01,0.09523774291397435,-0.09246713721224695,0.08695504692487831,1.220668074870287
1786,FPT,2011-07-01,0.11962832394380205,-0.09246714060357697,0.08695504692487831,1.220668074870287
1787,FPT,2011-10-01,0.0716084868564931,-0.0924671366066523,0.08695504692487831,1.220668074870287
1788,FPT,2012-01-01,0.12586949253523086,-0.09246716026521651,-0.03956852603574998,1.18893303666111
1789,FPT,2012-04-01,0.23473225132917586,-0.09246717504172589,-0.03956852603574998,1.18893303666111
1790,FPT,2012-07-01,0.14122649205331606,-0.09246717358829873,-0.03956852603574998,1.18893303666111
1791,FPT,2012-10-01,-0.004977033392836328,-0.09246715727761624,-0.03956852603574998,1.18893303666111
1792,FPT,2013-01-01,0.051638709309668775,-0.09246717108517419,0.0022567944674507104,1.322738687389525
1793,FPT,2013-04-01,0.08965174781669454,-0.09246715832731363,0.0022567944674507104,1.322738687389525
1794,FPT,2013-07-01,0.14772367305324538,-0.09246717524359076,0.0022567944674507104,1.322738687389525
1795,FPT,2013-10-01,0.19358999013134384,-0.09246715420927003,0.0022567944674507104,1.322738687389525
1796,FPT,2014-01-01,0.39533946466403275,-0.0924671708833093,0.12079888255965042,1.4829904604518354
1797,FPT,2014-07-01,0.5052889864009444,-0.09246717827156399,0.12079888255965042,1.4829904604518354
1798,FPT,2014-10-01,0.4452676147284788,-0.09246717104480122,0.12079888255965042,1.4829904604518354
1799,FPT,2015-04-01,0.4692964246626766,-0.09246717742373149,0.061226613971849274,1.4808526608516877
1800,FPT,2016-01-01,0.5484560393023533,-0.09246718880891085,0.01050518722117704,1.5372415016034577
1801,FPT,2016-04-01,0.5510030683320567,-0.09246717851380186,0.01128489992385382,1.5535895933706836
1802,FPT,2016-07-01,0.603817975231719,-0.09246718275296438,0.03637772688160464,1.5792519298415275
1803,FPT,2016-10-01,0.6057994567651278,-0.09246718251072653,0.09699659909978517,1.6580151858805856
1804,FPT,2017-01-01,0.6690679531589535,-0.09246718763809453,0.015569915147592588,1.616468677260863
1805,FPT,2017-04-01,0.7636266433358145,-0.09246718489273213,0.006934568587595172,1.6174103017476222
1806,FPT,2017-07-01,0.9391627326431647,-0.09246717952312626,-0.0019472411074041825,1.6533899541673558
1807,FPT,2017-10-01,1.1090423978924049,-0.09246713192338704,-0.11646495119906654,1.5456006265204125
1808,FPT,2018-01-01,1.308933003360646,-0.09246718521571594,-0.14350870340118732,1.5452403488004338
1809,FPT,2018-04-01,1.2258111794107145,-0.09246718473124023,-0.11581176386551975,1.5765778548860898
1810,FPT,2018-07-01,0.9803516210231055,-0.09246717613179624,-0.08938692178825794,1.6181976831179747
1811,FPT,2018-10-01,0.9808119231930066,-0.09246718707287287,-0.08018396901666285,1.6540734247168012
1812,FPT,2019-01-01,1.007727227704373,-0.09246718271259141,-0.12829831924460558,1.6330006597893083
1813,FPT,2019-04-01,1.1934343570797064,-0.09246717665664494,-0.10729750378095179,1.6677006747894025
1814,FPT,2019-07-01,1.4802640397586184,-0.09246716668451975,-0.0882963370936431,1.7059542729933528
1815,FPT,2019-10-01,1.7007473299859788,-0.09246719526858709,-0.08578747052421729,1.732372685222804
1816,FPT,2020-01-01,1.4063804164767175,-0.09246717948275329,-0.09835947054551644,1.7464051756773835
1817,FPT,2020-04-01,1.2430781342958976,-0.09246717867529376,-0.08245562236705978,1.7732203574742453
1818,FPT,2020-07-01,1.3441601658590834,-0.09246717601067732,-0.06151798672984041,1.8047843892448379
1819,FPT,2020-10-01,1.58072166097018,-0.09246718933375954,-0.011982300865496122,1.86811729031398
1820,FPT,2021-01-01,2.2871093889543905,-0.09246717726223959,-0.009071925519929617,1.907959142512409
1821,FPT,2021-04-01,2.7110708296301413,-0.09246717932126139,0.016996112915214818,1.9425055112668654
1822,FPT,2021-07-01,3.1082757621722883,-0.09246717379016361,0.026304194651156097,1.9592406684220152
1823,FPT,2021-10-01,3.2598969733433365,-0.09246718352005094,0.06563885166264705,2.026706056326116
1824,FPT,2022-01-01,3.0391228628726,-0.0924671688242875,0.0404796348121341,2.048670938891255
1825,FRT,2018-01-01,-0.577133553477705,-0.09246715945775698,0.7399793086318728,0.4086434409990675
1826,FRT,2018-04-01,-0.5771062682574475,-0.09246717488023397,0.6310996153931365,0.41600580494914347
1827,FRT,2018-07-01,-0.5768031451657949,-0.09246717592993137,0.5463204251566708,0.4255869440140764
1828,FRT,2018-10-01,-0.5768181834508656,-0.09246715243285906,0.6907085802224223,0.5739708174570515
1829,FRT,2019-01-01,-0.5766140184750786,-0.09246718570019166,0.462143329957529,0.492460900767205
1830,FRT,2019-04-01,-0.5765315491532618,-0.09246716676526572,0.5732433901266918,0.5676582425803864
1831,FRT,2019-07-01,-0.5765261729069702,-0.09246718505422404,0.6174283433967898,0.6245471504535798
1832,FRT,2019-10-01,-0.5764635800086065,-0.0924672343092553,0.8447382195469915,0.7050805113734264
1833,FRT,2020-01-01,-0.5769919884703034,-0.09246720507922036,0.683776015929838,0.650459669613556
1834,FRT,2020-04-01,-0.5780652006722548,-0.09246723297694708,0.40105864152714227,0.49350744377003686
1835,FRT,2020-10-01,-0.5779213048116909,-0.09246720459474464,0.6252777490878765,0.5781372562912891
1836,FRT,2021-01-01,-0.5774364736727365,-0.0924672081071936,0.8408957747908214,0.7506778043567757
1837,FRT,2021-04-01,-0.5768302062060182,-0.09246720855129634,1.0976545705675052,0.8040637326006865
1838,FRT,2021-07-01,-0.576624024485554,-0.09246719966924151,1.1942758272548608,0.8650521835045412
1839,FRT,2021-10-01,-0.5763045893729614,-0.09246705255011534,1.2154319068891641,1.0125891068433213
1840,FRT,2022-01-01,-0.5763907442343341,-0.09246713979611744,1.0488767323264254,1.0150317556610995
1841,FRT,2022-04-01,-0.5767360750568319,-0.09246720802644763,0.9203479850605313,0.968698093289954
1842,FRT,2022-07-01,-0.577069314243651,-0.09246719510709517,0.8362487901679283,0.962887606215114
1843,FRT,2022-10-01,-0.5770443957557602,-0.09246719171576516,0.8340985699185144,0.99615621841657
1844,FRT,2023-01-01,-0.5768772934082327,-0.09246722566943834,0.685026047720997,0.9312715991400881
1845,FRT,2023-04-01,-0.5772281470970293,-0.09246728873202756,0.8511710693336103,0.913537371275767
1846,FRT,2023-07-01,0.7940409092470344,-0.09246723019121171,1.2544051488032777,1.0675727212366193
1847,FRT,2023-10-01,1.4023358214432302,-0.09246725380940293,1.5769800678898782,1.1376415125820591
1848,FRT,2024-01-01,1.910430307560278,-0.09246721242710207,1.4235136692031198,1.1150351565076626
1849,FRT,2024-07-01,2.91982201096832,-0.0924671821877427,1.4738067709575515,1.2006019759574216
1850,FRT,2024-10-01,2.909127479426268,-0.09246719102942455,1.532572644725649,1.257103398755097
1851,FTS,2016-01-01,-0.5798572489774366,1.8878906563395803,-0.37328234923194714,-0.27288890657193393
1852,FTS,2016-04-01,-0.579748000674285,1.8901757668064512,-0.3734744497081788,-0.2733068444034306
1853,FTS,2016-07-01,-0.5797089918687157,1.4850519234649306,-0.3445302367903238,-0.2012785560366798
1854,FTS,2016-10-01,-0.5797503547995353,1.646635072177629,-0.36737510908941656,-0.23054620438715517
1855,FTS,2017-01-01,-0.5797139397537684,1.6152608284513033,-0.37352320149311014,-0.23400462649093334
1856,FTS,2017-04-01,-0.5796685607463457,1.963657006317636,-0.36614107872234414,-0.2205960959765052
1857,FTS,2017-07-01,-0.5795800107308547,1.932070804464966,-0.3735141412398364,-0.21853379734821013
1858,FTS,2017-10-01,-0.5795452621802482,2.8895147297040022,-0.3334370498195502,-0.11427964316150326
1859,FTS,2018-01-01,-0.5796265505614784,3.0691215862917036,-0.25883819801682445,0.0350753122680191
1860,FTS,2018-04-01,-0.5796562498066253,2.8876777592756873,-0.2669884185991397,0.019404270554246286
1861,FTS,2018-07-01,-0.5796482766632365,2.3394825843817086,-0.19826389667118524,0.13607790645035966
1862,FTS,2018-10-01,-0.579602909931849,13.214211463075571,-0.3010191482784616,0.09440114483589605
1863,FTS,2019-01-01,-0.5795322869389529,4.443674880389928,-0.333147259696817,0.06263108154945796
1864,FTS,2019-04-01,-0.5794523313090674,4.4719815853658496,-0.32245722136612864,0.09641600431202343
1865,FTS,2019-07-01,-0.5793506139292173,1.1923987141782562,-0.3338029863459102,0.08210399805871452
1866,FTS,2019-10-01,-0.579335919086093,-0.18528510051362776,-0.322041929391577,0.09990377895470283
1867,FTS,2020-01-01,-0.5793211834604579,-3.626826992824636,-0.3684598831298349,-0.018539848539712755
1868,FTS,2020-04-01,-0.5794037922646749,5.2970663408929735,-0.30973235614267436,0.10421165307169761
1869,FTS,2020-07-01,-0.5793324178891085,2.256675187311387,-0.28996687774492047,0.1517485174193296
1870,FTS,2020-10-01,-0.5792815318852271,4.544426854301418,-0.219597404467697,0.28694069226412705
1871,FTS,2021-01-01,-0.579270076844453,6.604200801623216,-0.17561011544155355,0.3853378909369794
1872,FTS,2021-04-01,-0.57911545871908,10.543324690635835,0.03736411858774818,0.6630385285641324
1873,FTS,2021-07-01,-0.579094672778755,13.291384003823259,0.011501593330367524,0.698605975300036
1874,FTS,2021-10-01,-0.5790804311104407,8.708779467016027,0.2617918915389754,0.9323048762586551
1875,FTS,2022-01-01,-0.5790066121198495,10.12656818159079,0.0518006821296314,0.804229280591534
1876,FTS,2022-04-01,-0.5789159016077272,4.403334606054367,-0.10273947922768874,0.6685344888686044
1877,FTS,2022-07-01,-0.5790387834043749,-1.5266154722940413,-0.10605262579685362,0.6738227843839432
1878,FTS,2022-10-01,-0.5792429960760054,4.376447011200538,-0.20852797372408702,0.5660526147214081
1879,FTS,2023-01-01,-0.5791638254684821,3.8902841071570515,-0.19925278875659122,0.5836310778106463
1880,FTS,2023-04-01,-0.5790503615103882,6.673226883183531,-0.139844603821305,0.6656113957104693
1881,FTS,2023-07-01,-0.5791379250963099,8.425126201638802,-0.07525184686044689,0.7703403863730727
1882,FTS,2023-10-01,-0.5791413525578168,2.4724937776632316,-0.007380439601279441,0.845159953185636
1883,FTS,2024-04-01,-0.579141692162534,7.539896760038511,0.018977014873384646,0.9087379281414936
1884,FTS,2024-07-01,-0.5789960256668447,4.060165742850888,-0.025747838977708486,0.8797632676625711
1885,FTS,2024-10-01,-0.5789392147987872,7.109477131045947,0.025186939598147547,0.9522193379589768
1886,GAB,2019-01-01,-0.5805326777335293,-0.09246721795819984,-0.2990437315645583,-1.5389942470954787
1887,GAB,2019-04-01,-0.5805227087416538,-0.09246721412276708,-0.29213838515390184,-1.5138128898631726
1888,GAB,2019-07-01,-0.5805216254878881,-0.09246720544257714,-0.3149726133792939,-1.5262744838407916
1889,GAB,2019-10-01,-0.5805214512233832,-0.09246720976248562,-0.3172888645347067,-1.511178773109293
1890,GAB,2020-01-01,-0.5805291412428614,-0.09246722284332999,-0.28540554923140865,-1.4595559849619373
1891,GAB,2020-04-01,-0.5805509608250105,-0.09246722090542712,-0.30693816501136134,-1.4913066007364828
1892,GAB,2020-07-01,-0.580536054852265,-0.09246722324705976,-0.04541693750254791,-1.155775646849212
1893,GAB,2020-10-01,-0.5805185732374472,-0.09246722199549749,-0.2672926653060381,-1.4267583339719347
1894,GAB,2021-01-01,-0.5805016666933522,-0.09246722292407594,-0.25571118552727556,-1.4097191909667528
1895,GAB,2021-04-01,-0.5804854518762893,-0.0924672221569894,-0.24031990331974523,-1.3846524638971764
1896,GAB,2021-07-01,-0.5804905506611895,-0.09246722332780571,-0.13727934910632458,-1.2500360788208094
1897,GAB,2021-10-01,-0.5804793607883666,-0.09246722195512451,-0.15032423533906847,-1.262889839792197
1898,GAB,2022-04-01,-0.5804811342175832,-0.09246722110729201,-0.23612569739200742,-1.3752280593504
1899,GAB,2022-07-01,-0.5804911165395452,-0.09246722736510335,-0.23387950412478078,-1.3769292225574843
1900,GAB,2022-10-01,-0.5805050282715151,-0.09246722768808717,-0.23272176351396054,-1.3807083377029346
1901,GAS,2012-07-01,0.994106565363114,-0.09246717104480122,-0.20249976854998925,1.9174081775151661
1902,GAS,2012-10-01,0.9743473815858888,-0.09246717068144443,-0.20249976854998925,1.9174081775151661
1903,GAS,2013-01-01,1.2273293649455046,-0.09246713256935465,-0.2438288499455696,1.9865161551009847
1904,GAS,2013-04-01,1.6892807032471902,-0.09246716204162747,-0.2438288499455696,1.9865161551009847
1905,GAS,2013-07-01,2.0211273738126776,-0.09246716034596246,-0.2438288499455696,1.9865161551009847
1906,GAS,2013-10-01,2.0071056835070937,-0.09246717726223959,-0.2438288499455696,1.9865161551009847
1907,GAS,2014-01-01,2.5730967038821833,-0.09246715659127565,-0.2474470792087053,2.0278171805230505
1908,GAS,2014-04-01,3.2766695857469688,-0.09246715505710254,-0.2474470792087053,2.0278171805230505
1909,GAS,2014-07-01,4.002859603668546,-0.09246708864355628,-0.2474470792087053,2.0278171805230505
1910,GAS,2014-10-01,3.171840758224269,-0.09246713462837645,-0.2474470792087053,2.0278171805230505
1911,GAS,2015-04-01,1.951637162598055,-0.09246717043920656,-0.2982474826257636,2.0183840717397508
1912,GAS,2016-01-01,1.03135438883935,-0.09246719684313316,-0.2707153457919265,2.093584061115044
1913,GAS,2016-04-01,1.5679463431362035,-0.09246718989898121,-0.2489945531270422,2.091927651956636
1914,GAS,2016-07-01,1.9633580097536716,-0.0924672044736257,-0.2684301442761911,2.0764461833548853
1915,GAS,2016-10-01,2.087179179700865,-0.09246715986148674,-0.26376906097051195,2.063190325156985
1916,GAS,2017-01-01,1.7424344686048885,-0.09246717887715865,-0.2508902739773151,2.1072006248447077
1917,GAS,2017-04-01,1.6449108324424657,-0.09246718755734858,-0.24394585394001989,2.100180710251551
1918,GAS,2017-07-01,1.9579679434062198,-0.0924671858213106,-0.24256586589844648,2.1027077867485877
1919,GAS,2017-10-01,2.5527448003333117,-0.09246714726511808,-0.2522410486430483,2.115144132164137
1920,GAS,2018-01-01,3.8865853114689295,-0.09246717249822836,-0.2482702823136723,2.158138460393621
1921,GAS,2018-04-01,3.7693517211128875,-0.09246715933663804,-0.2286422812550798,2.175553276088175
1922,GAS,2018-07-01,3.2600196322214945,-0.09246715715649731,-0.26798645964686174,2.1070650179068786
1923,GAS,2018-10-01,3.4485502846886456,-0.09246715594530802,-0.2856882315305913,2.1231700433679026
1924,GAS,2019-01-01,3.1835821998768794,-0.09246716381803843,-0.27631548863084376,2.117408881144379
1925,GAS,2019-04-01,3.658795515327801,-0.09246716212237342,-0.25986384839635035,2.149019702517463
1926,GAS,2019-07-01,3.550924945463679,-0.09246716442363308,-0.2841260910925294,2.1229543015533983
1927,GAS,2019-10-01,3.465711889843369,-0.09246716115342199,-0.3050348341503278,2.1198924393270735
1928,GAS,2020-01-01,2.624769685150333,-0.09246717479948802,-0.3030823749657116,2.1514626654768665
1929,GAS,2020-04-01,2.20790716971257,-0.09246719357292207,-0.30344949559836293,2.168173762120337
1930,GAS,2020-07-01,2.273143887571707,-0.0924671820262508,-0.293785498855628,2.1143001786992666
1931,GAS,2020-10-01,2.5465356892188042,-0.09246719014121907,-0.29796491158857275,2.128291738036625
1932,GAS,2021-01-01,2.9103446623635625,-0.09246718121879127,-0.2821003114762778,2.1813002693918895
1933,GAS,2021-04-01,2.8700274392330924,-0.09246718121879127,-0.21311349289047607,2.2358060289436135
1934,GAS,2021-07-01,3.042778888789316,-0.09246717379016361,-0.24421242480799651,2.2221147882844883
1935,GAS,2022-01-01,3.8497635184060948,-0.0924671517061455,-0.22348818994211117,2.317398957910766
1936,GDT,2010-01-01,0.048642088433799434,-0.09246719829656032,-0.26737168170562053,-1.5210036024478024
1937,GDT,2010-07-01,-0.036074077287555954,-0.09246716854167668,-0.26737168170562053,-1.5210036024478024
1938,GDT,2010-10-01,-0.05693249305105568,-0.09246719829656032,-0.26737168170562053,-1.5210036024478024
1939,GDT,2011-01-01,-0.06901240061549549,-0.0924671916350192,-0.28796762028716577,-1.4782577959378045
1940,GDT,2011-04-01,-0.16825893271902262,-0.09246717685850982,-0.28796762028716577,-1.4782577959378045
