company_id,quarter,P,EPS,D/E,SIZE
AAT,2021-01-01,25.205072309150072,255.0,0.5124728846050509,27.20962316880486
AAT,2021-04-01,29.262597523038348,458.0,0.40486454500572,27.17192011687856
AAT,2021-07-01,31.41579845547676,71.0,0.5887264683362147,27.300396486775195
AAT,2022-01-01,30.81768638856949,341.0,0.8508832419891909,27.844351383535024
AAT,2022-04-01,28.399587785044023,1384.0,0.4529105147385503,27.726306686851892
AAT,2022-07-01,24.54609191417694,10.0,0.432789650276137,27.68885412550312
AAT,2022-10-01,23.473480739290757,21.0,0.4284698904063783,27.68637781777055
AAT,2023-01-01,21.38066348721904,23.0,0.4275955086989117,27.67507018145242
AAT,2023-04-01,16.707717710925685,26.0,0.3933699167759385,27.656253249807715
AAT,2023-07-01,2696.634071991361,9.0,0.3787280581084537,27.642186913946684
AAT,2023-10-01,2500.784183712456,138.0,0.4067966048550944,27.68281209901098
AAT,2024-01-01,2622.074334462484,72.0,0.3891172725407681,27.67696574260305
AAT,2024-04-01,2286.9921665653105,56.0,0.5702813725430985,27.74488829859304
AAT,2024-07-01,1893.5864898201048,34.0,0.6009110158342738,27.768213059352377
AAT,2024-10-01,1705.437736831665,-171.0,0.8057528229445271,27.90989451580973
ABR,2019-10-01,8.052531562745571,715.0,0.2206855075706319,26.277904277297388
ABR,2020-04-01,4.507149514697847,266.0,0.2207832298584779,26.35079454344677
ABR,2021-01-01,9.91735008114674,201.0,0.2436533572750817,26.42384204790824
ABR,2021-04-01,11.539511862255278,229.0,0.2108928094701969,26.41602203427581
ABR,2021-07-01,12.096951991319656,229.0,0.2594582668914206,26.474054186960824
ABR,2021-10-01,12.782439455389977,291.0,0.2342064780772637,26.47683784040907
ABR,2022-01-01,12.160662512625418,289.0,0.2629190099017852,26.523307772303284
ABR,2022-04-01,11.385374330705211,285.0,0.2899201334879391,26.56605550467833
ABR,2022-07-01,10.713646903634071,429.0,0.3344168007904488,26.631140662178737
ABR,2022-10-01,10.141957131643144,456.0,0.3112407334141606,26.64616267021619
ABR,2023-01-01,10.567413253168906,452.0,0.2177236298564494,26.604493457214694
ABR,2023-04-01,9.8195248880694,768.0,0.2817171093300271,26.70657722964083
ABR,2023-07-01,12.9243680106269,288.0,0.2050256388860285,26.66329289317629
ABR,2023-10-01,11.552603888133216,1.0,0.2209455600666101,26.6764529311047
ABR,2024-01-01,11.561061780960834,238.0,0.2326407790799948,26.703577074611218
ABR,2024-04-01,11.961935558016338,190.0,0.2029457164424463,26.55949445375748
ABR,2024-07-01,12.816639944911003,155.0,0.1613596036924125,26.540912289513773
ABR,2024-10-01,14.007690535651314,231.0,0.2037991598235294,26.59265969305621
ABS,2023-07-01,7578.085106382979,15.0,0.704231981966505,28.092082304839955
ABS,2023-10-01,5755.3125,-52.0,0.7194533673158378,28.09638555533968
ABS,2024-01-01,5934.576271186441,43.0,0.7389395124851947,28.096506637294738
ABS,2024-04-01,5325.4098360655735,58.0,0.8049885466872427,28.14042193700669
ABS,2024-07-01,4560.476190476191,3.0,0.0879432458627698,27.63309300583953
ABS,2024-10-01,4159.83870967742,-57.0,0.0931912230660724,27.63295373924545
ABT,2006-01-01,13.199045781166324,2676.0,0.6325498034463648,25.491176428516138
ABT,2006-04-01,13.0914372338189,1722.0,0.6325498034463648,25.491176428516138
ABT,2006-10-01,14.908355077107748,1261.0,0.6325498034463648,25.491176428516138
ABT,2007-01-01,16.739071830374296,2207.0,0.4470386002564932,26.753021191051047
ABT,2007-07-01,16.88181737869505,1776.0,0.4470386002564932,26.753021191051047
ABT,2007-10-01,17.783621728420258,1701.0,0.4470386002564932,26.753021191051047
ABT,2008-01-01,17.99950565275599,1765.0,0.1254293490197202,26.679527777232025
ABT,2008-04-01,17.417599499225616,1432.0,0.1254293490197202,26.679527777232025
ABT,2008-07-01,18.882029443979263,1577.0,0.1254293490197202,26.679527777232025
ABT,2008-10-01,17.732786297798157,956.0,0.1254293490197202,26.679527777232025
ABT,2009-01-01,16.954038229144988,1244.0,0.2192035441985755,27.00927148780103
ABT,2009-04-01,14.925488048129612,2106.0,0.2192035441985755,27.00927148780103
ABT,2009-07-01,15.444359004497528,3900.0,0.2192035441985755,27.00927148780103
ABT,2010-01-01,18.647855070770763,1972.0,0.3548387644978459,27.12339905624548
ABT,2010-04-01,17.04810570913648,3466.0,0.3548387644978459,27.12339905624548
ABT,2010-07-01,17.429071873426437,1386.0,0.3548387644978459,27.12339905624548
ABT,2010-10-01,17.488114416599274,1144.0,0.3548387644978459,27.12339905624548
ABT,2011-01-01,16.83871570710213,2207.0,0.2187057398483604,26.893104472275667
ABT,2011-04-01,18.631500001937624,1919.0,0.2187057398483604,26.893104472275667
ABT,2011-07-01,18.563701629638672,1501.0,0.2187057398483604,26.893104472275667
ABT,2011-10-01,19.62276310390896,2142.0,0.2187057398483604,26.893104472275667
ABT,2012-01-01,20.98066323803317,2458.0,0.3423335671885517,26.969630735494427
ABT,2012-04-01,22.92026132250589,1919.0,0.3423335671885517,26.969630735494427
ABT,2012-07-01,24.90265383039202,1970.0,0.3423335671885517,26.969630735494427
