TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"4,541,559,001,179","5,100,471,349,205","5,332,806,458,916","5,239,029,363,285","6,356,626,523,984","7,511,835,126,372","8,495,030,873,614","6,208,882,070,733","6,873,390,498,336","7,270,745,033,931","6,779,666,670,912","10,167,059,910,979","10,394,981,987,880","8,763,531,150,583","8,937,655,068,249","10,330,798,429,957","10,074,058,823,779","13,912,197,785,052","13,431,851,705,683","14,338,558,163,404","14,039,372,209,860","17,593,495,064,693","18,216,910,780,048","18,299,289,828,960"
I. Tiền và các khoản tương đương tiền,"2,090,041,235,492","1,728,092,457,480","1,598,305,024,655","2,224,414,177,826","3,259,010,422,649","2,874,251,160,606","3,134,014,322,901","2,039,356,316,777","2,676,966,884,678","3,176,968,225,005","2,460,135,399,351","2,719,612,139,056","5,560,574,789,234","2,519,788,379,899","2,042,381,163,466","1,869,288,596,653","1,263,463,930,197","1,593,451,587,468","864,372,626,108","1,794,842,978,569","1,753,700,069,567","1,110,779,323,350","1,203,194,665,702","2,973,805,654,137"
1. Tiền,"495,107,175,181","398,430,379,457","719,473,847,577","891,083,897,876","444,218,761,946","603,069,283,621","1,085,818,305,683","628,103,177,546","599,178,945,567","337,946,135,314","441,260,881,695","940,421,505,428","722,764,738,676","785,695,013,189","781,469,992,351","1,081,333,480,667","745,280,582,580","690,079,298,771","525,366,461,033","845,579,489,922","1,101,489,539,985","778,379,323,350","686,564,665,702","1,656,705,200,438"
2. Các khoản tương đương tiền,"1,594,934,060,311","1,329,662,078,023","878,831,177,078","1,333,330,279,950","2,814,791,660,703","2,271,181,876,985","2,048,196,017,218","1,411,253,139,231","2,077,787,939,111","2,839,022,089,691","2,018,874,517,656","1,779,190,633,628","4,837,810,050,558","1,734,093,366,710","1,260,911,171,115","787,955,115,986","518,183,347,617","903,372,288,697","339,006,165,075","949,263,488,647","652,210,529,582","332,400,000,000","516,630,000,000","1,317,100,453,699"
II. Các khoản đầu tư tài chính ngắn hạn,"178,487,792,786","716,391,745,364","1,165,760,923,776","658,639,435,759","729,692,597,127","1,849,007,028,209","1,828,036,822,509","1,239,198,531,436","890,752,632,747","96,796,696,037","72,926,791,888","2,969,112,911,677","247,255,129,939","1,566,587,108,251","1,480,581,869,774","3,156,811,721,921","3,971,955,111,964","7,105,537,668,003","6,976,435,265,936","7,050,879,232,583","7,040,169,417,410","11,077,126,520,965","11,484,754,043,611","10,583,194,386,429"
1. Chứng khoán kinh doanh,"6,522,230,849","6,522,230,849","6,522,230,849","6,522,230,849","406,522,230,849","1,656,522,230,849","1,655,886,068,849","906,681,068,849","755,886,068,849","5,886,068,849","5,698,391,849","2,901,069,168,287","6,112,191,849","1,106,112,187,386","1,106,082,187,386","2,206,112,201,485","3,306,112,199,978","6,676,112,190,342","6,676,112,191,849","6,676,112,201,849","6,676,112,201,849","10,576,112,201,849","10,576,075,801,849","9,895,137,468,977"
2. Dự phòng giảm giá chứng khoán kinh doanh,"-3,121,963,063","-2,813,935,485","-3,011,931,390","-3,186,570,090","-3,333,408,722","-3,426,052,640","-3,260,096,340","-2,415,739,468","-2,166,638,157","-2,100,222,812","-2,084,799,961","-1,785,249,761","-1,821,561,061","-2,341,885,762","-2,737,082,739","-3,155,720,489","-2,969,989,939","-2,513,082,434","-2,259,225,734","-1,813,656,534","-1,946,471,707","-1,986,987,179","-2,329,263,629","-2,001,476,829"
3. Đầu tư nắm giữ đến ngày đáo hạn,"175,087,525,000","712,683,450,000","1,162,250,624,317","655,303,775,000","326,503,775,000","195,910,850,000","175,410,850,000","334,933,202,055","137,033,202,055","93,010,850,000","69,313,200,000","69,828,993,151","242,964,499,151","462,816,806,627","377,236,765,127","953,855,240,925","668,812,901,925","431,938,560,095","302,582,299,821","376,580,687,268","366,003,687,268","503,001,306,295","911,007,505,391","690,058,394,281"
III. Các khoản phải thu ngắn hạn,"817,241,071,728","1,015,385,651,724","848,632,283,876","816,719,364,724","740,380,094,809","815,763,123,940","1,434,291,739,750","1,378,053,243,936","1,613,047,596,777","1,472,005,468,401","1,873,414,879,485","1,747,477,931,819","1,849,125,895,199","1,549,363,798,017","1,988,546,988,235","2,082,234,824,955","1,635,669,810,351","1,275,741,212,489","1,656,766,538,661","2,228,126,977,868","2,011,169,753,704","1,478,863,829,147","2,170,273,956,996","1,491,429,766,851"
1. Phải thu ngắn hạn của khách hàng,"690,345,128,037","851,449,438,411","664,266,563,749","747,032,848,751","563,035,759,671","695,917,688,150","890,534,666,092","964,243,355,814","743,081,018,824","851,394,034,704","1,190,204,834,738","994,538,015,780","1,241,964,738,242","1,348,629,158,202","1,513,512,135,956","1,357,210,937,550","1,328,279,850,506","1,057,366,270,004","1,429,819,089,330","1,458,049,286,601","1,579,891,948,688","1,336,740,046,396","1,911,094,482,427","1,277,487,054,661"
