TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"10,084,584,361,011","9,567,278,168,621","10,595,028,915,387","10,096,875,965,624","10,239,317,401,479","10,248,237,174,933","12,418,476,317,336","12,609,099,325,493","13,853,620,716,280","14,979,299,315,385","15,612,208,098,826","17,731,807,828,611","17,558,435,985,252","18,849,913,468,638","19,478,013,452,665","20,065,271,840,304","20,878,581,027,990","24,204,388,477,531","24,306,121,751,392","23,714,448,676,566","24,016,136,570,954","21,355,768,752,035","21,283,736,644,251",
I. Tiền và các khoản tương đương tiền,"1,178,552,948,360","562,917,288,881","644,481,372,328","1,009,914,830,382","916,524,038,879","980,270,182,736","600,805,350,496","1,732,297,113,682","1,743,177,659,778","2,401,712,305,067","1,372,552,178,660","2,525,942,825,447","2,479,054,657,119","2,508,957,453,835","2,316,002,325,018","3,154,089,200,670","2,841,902,547,627","4,436,647,362,107","4,445,072,485,860","4,569,359,741,279","4,806,052,249,303","4,701,287,854,478","4,904,367,567,250",
1. Tiền,"1,133,552,948,360","296,521,313,859","528,231,372,328","799,514,830,382","759,798,372,166","610,576,695,865","375,221,029,221","1,008,162,514,798","1,052,087,609,116","1,502,179,252,584","620,145,794,892","1,048,462,910,514","1,044,152,931,474","1,211,142,418,356","1,048,559,924,777","1,505,822,321,511","1,014,046,572,420","1,211,103,722,203","1,309,926,337,361","1,281,243,800,041","1,412,913,809,759","1,460,689,718,914","897,881,153,135",
2. Các khoản tương đương tiền,"45,000,000,000","266,395,975,022","116,250,000,000","210,400,000,000","156,725,666,713","369,693,486,871","225,584,321,275","724,134,598,884","691,090,050,662","899,533,052,483","752,406,383,768","1,477,479,914,933","1,434,901,725,645","1,297,815,035,479","1,267,442,400,241","1,648,266,879,159","1,827,855,975,207","3,225,543,639,904","3,135,146,148,499","3,288,115,941,238","3,393,138,439,544","3,240,598,135,564","4,006,486,414,115",
II. Các khoản đầu tư tài chính ngắn hạn,"762,518,060,789","842,822,731,840","424,435,515,434","885,684,838,289","1,058,168,560,122","1,525,093,233,604","1,584,594,487,721","1,370,889,107,847","1,605,954,512,325","1,675,417,514,022","1,837,667,508,148","2,031,299,193,750","2,216,000,840,691","2,229,074,401,187","2,349,445,814,696","2,495,675,687,480","2,655,834,835,488","2,836,362,988,292","3,241,965,294,708","3,832,187,429,751","3,550,712,095,407","4,074,669,774,475","3,640,423,191,685",
1. Chứng khoán kinh doanh,"395,295,283,285","386,784,654,336","47,029,737,930","403,156,942,886","415,846,903,857","673,422,144,456","702,422,970,697","691,827,262,888","842,711,235,436","820,883,300,721","804,797,163,620","806,283,626,819","805,858,183,936","802,320,897,311","802,312,071,386","802,315,396,300","802,315,142,993","812,192,003,340","812,192,003,340","812,192,003,340","812,192,003,340","778,141,003,340","778,141,003,340",
2. Dự phòng giảm giá chứng khoán kinh doanh,"-2,222,496","-6,922,496","-12,639,222,496","-43,067,104,597","-44,095,259,181","-22,041,922,496","-27,148,865,299","-67,055,613,671","-72,429,856,542","-12,861,041,282","-9,325,542,047","-29,749,551,218","-39,915,521,218","-82,511,859,497","-85,389,921,847","-68,136,531,097","-56,179,683,197","-94,802,130,947","-84,431,685,747","-68,584,163,497","-100,421,015,100","-78,816,221,698","-37,649,878,498",
3. Đầu tư nắm giữ đến ngày đáo hạn,"367,225,000,000","456,045,000,000","390,045,000,000","525,595,000,000","686,416,915,446","873,713,011,644","909,320,382,323","746,117,458,630","835,673,133,431","867,395,254,583","1,042,195,886,575","1,254,765,118,149","1,450,058,177,973","1,509,265,363,373","1,632,523,665,157","1,761,496,822,277","1,909,699,375,692","2,118,973,115,899","2,514,204,977,115","3,088,579,589,908","2,838,941,107,167","3,375,344,992,833","2,899,932,066,843",
III. Các khoản phải thu ngắn hạn,"5,371,968,928,403","5,436,701,815,931","6,508,472,449,109","5,504,006,412,091","5,725,781,058,593","5,276,717,222,963","5,906,192,176,924","6,221,573,572,054","7,281,908,659,889","7,834,505,679,410","8,335,609,478,363","8,548,095,822,760","9,062,131,263,370","9,266,735,305,525","9,408,066,546,116","9,775,017,590,077","11,044,413,310,886","13,330,916,043,688","12,003,366,497,012","11,255,093,559,687","12,130,965,817,395","9,226,856,854,818","8,218,845,342,084",
1. Phải thu ngắn hạn của khách hàng,"1,551,779,779,583","1,689,460,309,560","1,407,038,013,185","1,027,646,989,257","615,203,910,792","999,471,812,507","1,005,050,411,308","1,465,907,313,248","2,157,871,730,863","1,949,150,399,717","1,973,142,978,079","2,258,257,695,432","2,268,931,189,549","1,620,229,338,471","1,882,259,697,676","1,919,858,220,260","1,718,698,802,564","2,759,929,703,892","2,556,747,024,523","2,230,160,573,837","3,204,962,755,425","2,257,372,100,271","2,298,349,801,181",
2. Trả trước cho người bán ngắn hạn,"1,446,826,115,696","1,990,806,462,056","2,564,663,514,141","2,516,557,208,766","3,199,878,644,880","2,616,353,046,563","3,187,836,878,197","2,840,138,241,192","3,565,445,430,406","3,412,170,388,352","4,699,498,448,840","4,233,589,010,562","4,693,041,367,496","5,433,052,088,801","5,376,589,484,399","5,180,439,795,013","6,095,456,437,875","6,614,676,762,723","5,360,648,611,755","5,211,224,531,139","5,496,803,568,507","5,953,121,868,572","4,776,038,174,425",
3. Phải thu nội bộ ngắn hạn,,,,,,,,,,,,,,,,,,,,,,"186,604,500,000",,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,,,,,,,,,,,,,,,,,,,,,,,
5. Phải thu về cho vay ngắn hạn,"15,500,000,000","26,831,093,700","24,831,093,700",,"4,560,226,227","278,486,270","272,838,444","272,662,918",,"45,000,357,036","45,271,948,845","42,767,526,567","20,914,500,000","21,195,065,468","20,914,500,000","87,204,500,000","298,296,100,000","698,792,549,712","726,135,495,849","511,415,787,581","449,104,500,000",,"242,072,658,420",
6. Phải thu ngắn hạn khác,"2,389,877,632,588","1,759,702,066,475","2,542,980,390,350","1,997,183,951,496","1,937,898,036,749","1,696,307,456,408","1,750,911,848,483","2,002,087,485,486","1,644,305,388,657","2,520,836,633,623","1,742,236,752,329","2,114,861,020,350","2,162,513,084,312","2,260,744,940,066","2,191,849,757,655","2,671,791,999,649","3,007,372,908,831","3,358,672,521,384","3,455,456,518,753","3,434,877,656,255","3,114,357,258,706","973,982,342,387","1,054,678,549,374",
7. Dự phòng phải thu ngắn hạn khó đòi,"-32,014,599,464","-30,098,115,860","-31,040,562,267","-37,381,737,428","-31,759,760,055","-35,693,578,785","-37,879,799,508","-86,832,130,790","-85,713,890,037","-92,652,099,318","-124,574,656,352","-101,486,847,057","-83,268,877,987","-69,885,164,647","-64,969,458,851","-85,805,532,162","-77,759,636,892","-101,158,215,568","-96,591,389,087","-132,584,989,125","-135,681,601,849","-145,616,269,759","-152,444,498,853",
8. Tài sản Thiếu chờ xử lý,,,,,,,,,,,"34,006,622","107,416,906",,"1,399,037,366","1,422,565,237","1,528,607,317","2,348,698,508","2,721,545","970,235,219",,"1,419,336,606","1,392,313,347","150,657,537",
IV. Hàng tồn kho,"2,392,251,056,099","2,346,260,458,898","2,803,741,627,913","2,523,409,718,042","2,279,350,519,799","2,121,467,126,844","4,104,666,629,728","3,135,813,384,323","3,120,984,199,284","2,966,541,324,678","3,917,004,390,710","4,485,933,117,244","3,691,665,043,253","4,691,452,629,811","5,251,656,314,828","4,491,625,183,452","4,184,901,080,340","3,464,749,872,544","4,495,554,285,277","3,931,361,452,705","3,390,603,663,340","3,231,065,041,744","4,361,577,565,713",
1. Hàng tồn kho,"2,393,930,138,973","2,347,939,541,772","2,805,683,780,027","2,530,060,970,017","2,289,869,930,489","2,126,564,967,949","4,109,781,088,256","3,153,239,000,114","3,138,626,184,461","2,990,196,622,852","3,940,954,622,606","4,508,790,058,523","3,712,571,229,971","4,711,102,908,483","5,271,275,430,319","4,521,557,927,924","4,215,375,779,426","3,494,856,308,970","4,527,186,442,680","3,972,097,514,528","3,429,860,217,887","3,268,452,522,071","4,401,785,710,963",
2. Dự phòng giảm giá hàng tồn kho,"-1,679,082,874","-1,679,082,874","-1,942,152,114","-6,651,251,975","-10,519,410,690","-5,097,841,105","-5,114,458,528","-17,425,615,791","-17,641,985,177","-23,655,298,174","-23,950,231,896","-22,856,941,279","-20,906,186,718","-19,650,278,672","-19,619,115,491","-29,932,744,472","-30,474,699,086","-30,106,436,426","-31,632,157,403","-40,736,061,823","-39,256,554,547","-37,387,480,327","-40,208,145,250",
