TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"7,657,765,579,073","7,632,720,534,506","7,879,947,985,174","7,558,525,461,322","7,848,503,797,617","7,995,076,139,896","8,911,674,052,085","8,332,104,049,323","8,907,570,807,269","9,062,524,417,662","9,201,630,600,435","9,278,792,717,291","9,617,285,366,100","9,715,175,186,930","9,318,159,848,857","9,211,846,322,393","9,728,251,939,737","9,775,134,627,436","10,011,105,362,841","11,097,792,363,751","10,999,184,770,663","11,491,115,730,383","11,722,123,395,180","13,612,326,985,222"
I. Tiền và các khoản tương đương tiền,"439,063,869,297","694,571,697,924","579,834,050,318","823,039,812,502","380,755,001,509","579,357,851,787","771,957,779,906","781,486,471,417","603,291,123,780","968,793,255,378","846,602,135,607","800,553,548,004","449,803,838,155","782,739,356,254","987,691,169,286","817,343,213,117","612,838,248,623","324,945,379,538","859,294,255,163","1,365,027,739,995","657,496,133,753","723,618,193,729","660,403,660,947","2,070,300,521,307"
1. Tiền,"283,776,730,444","293,459,341,925","334,863,228,653","576,331,306,092","155,317,712,245","421,454,885,755","668,376,031,020","490,660,505,385","432,709,374,894","564,743,883,494","482,386,025,867","464,795,608,133","353,432,213,039","493,118,188,462","481,849,111,304","468,746,575,535","524,073,449,178","265,534,926,393","367,209,234,891","444,944,309,108","278,695,058,009","398,268,497,869","325,557,578,348","899,822,413,292"
2. Các khoản tương đương tiền,"155,287,138,853","401,112,355,999","244,970,821,665","246,708,506,410","225,437,289,264","157,902,966,032","103,581,748,886","290,825,966,032","170,581,748,886","404,049,371,884","364,216,109,740","335,757,939,871","96,371,625,116","289,621,167,792","505,842,057,982","348,596,637,582","88,764,799,445","59,410,453,145","492,085,020,272","920,083,430,887","378,801,075,744","325,349,695,860","334,846,082,599","1,170,478,108,015"
II. Các khoản đầu tư tài chính ngắn hạn,"891,897,953,560","928,537,166,414","927,004,693,593","658,110,346,447","507,432,463,593","441,646,636,414","549,142,853,560","1,172,783,636,414","1,334,878,831,231","1,197,160,418,872","1,337,849,546,905","1,390,026,899,680","1,619,307,943,896","1,463,372,582,530","1,161,464,431,290","981,405,931,644","1,439,685,172,568","1,700,822,783,580","1,101,796,017,811","981,956,468,827","1,153,509,626,518","1,238,078,658,699","1,294,633,110,421","2,064,880,437,306"
1. Chứng khoán kinh doanh,,,,,,,,,,"860,445,000",,"1,410,012,119","4,767,424,194","6,558,595,140","7,011,638,216","7,269,215,860","7,100,649,645","6,651,198,112","6,786,976,053","6,509,116,327","5,995,356,412","6,257,255,627","6,164,291,379","6,230,107,978"
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,"-22,502,203","-1,537,559,628","-2,092,583,614","-2,362,011,972","-2,074,692,645","-1,469,059,930","-1,213,536,075","-1,316,610,153","-698,321,585","-847,726,043","-759,542,949","-754,621,703"
3. Đầu tư nắm giữ đến ngày đáo hạn,"891,897,953,560","928,537,166,414","927,004,693,593","658,110,346,447","507,432,463,593","441,646,636,414","549,142,853,560","1,172,783,636,414","1,334,878,831,231","1,196,299,973,872","1,337,849,546,905","1,388,616,887,561","1,614,563,021,905","1,458,351,547,018","1,156,545,376,688","976,498,727,756","1,434,659,215,568","1,695,640,645,398","1,096,222,577,833","976,763,962,653","1,148,212,591,691","1,232,669,129,115","1,289,228,361,991","2,059,404,951,031"
III. Các khoản phải thu ngắn hạn,"3,628,417,137,178","3,104,364,851,959","3,505,664,763,286","3,059,488,585,796","3,675,741,234,370","3,459,392,374,719","3,984,059,646,849","3,176,963,793,150","3,875,375,839,905","3,969,720,954,618","4,273,872,005,913","4,177,940,761,844","4,671,192,859,421","4,588,227,586,240","4,153,128,670,087","4,165,336,155,454","4,496,775,318,265","4,198,311,301,114","4,309,319,804,698","4,132,243,385,406","4,687,404,575,326","5,158,871,237,586","5,152,481,932,450","5,081,437,687,714"
1. Phải thu ngắn hạn của khách hàng,"1,662,660,042,919","1,495,452,235,807","1,536,547,381,898","1,400,987,831,872","1,996,762,036,631","1,741,406,870,637","1,831,000,691,056","1,424,087,544,943","1,773,366,666,271","1,840,634,463,896","1,793,699,716,662","1,721,315,263,872","1,959,573,386,975","1,773,537,818,470","1,852,097,786,875","1,744,033,006,809","1,911,424,587,748","1,886,702,514,479","1,869,394,884,129","1,663,306,509,210","2,088,426,470,054","2,338,809,227,597","2,415,311,680,177","2,182,808,096,419"
