TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"2,869,281,798,299","2,906,783,234,905","2,826,025,706,442","2,493,211,990,941","2,441,352,380,173","2,525,511,044,728","2,433,920,919,743","2,216,152,718,826","2,262,080,977,226","2,256,523,774,112","2,789,699,235,481","3,048,410,383,447","3,149,597,542,319","3,611,208,400,688","3,487,641,621,544","3,487,312,160,819","3,318,460,869,221","3,054,178,986,954","3,030,189,288,543","2,743,424,595,832","2,947,446,792,660",,"2,996,224,630,164","2,609,029,616,931"
I. Tiền và các khoản tương đương tiền,"152,922,351,844","243,450,177,111","328,629,278,836","397,285,604,612","192,668,974,829","301,040,645,426","290,772,371,540","419,560,067,680","318,750,433,862","150,365,708,731","367,051,137,305","243,941,623,517","351,178,989,317","174,107,432,028","436,082,985,767","539,023,061,616","184,164,952,897","314,802,669,856","407,279,407,185","602,044,366,543","153,311,518,244",,"351,364,622,729","626,537,070,746"
1. Tiền,"125,922,351,844","231,450,177,111","208,629,278,836","317,285,604,612","188,668,974,829","246,040,645,426","290,772,371,540","319,560,067,680","308,750,433,862","150,365,708,731","367,051,137,305","243,941,623,517","351,178,989,317","174,107,432,028","436,082,985,767","539,023,061,616","182,664,952,897","314,802,669,856","407,279,407,185","333,544,366,543","149,811,518,244",,"150,364,622,729","195,448,714,746"
2. Các khoản tương đương tiền,"27,000,000,000","12,000,000,000","120,000,000,000","80,000,000,000","4,000,000,000","55,000,000,000",,"100,000,000,000","10,000,000,000",,,,,,,,"1,500,000,000",,,"268,500,000,000","3,500,000,000",,"201,000,000,000","431,088,356,000"
II. Các khoản đầu tư tài chính ngắn hạn,"33,846,512,059","33,846,512,059","33,846,512,059","24,346,512,059",,"4,000,000,000",,,,,"5,000,000,000","3,000,000,000","3,000,000,000","5,000,000,000","5,000,000,000","7,000,000,000","5,000,000,000","23,500,000,000","23,500,000,000","25,000,000,000","28,000,000,000",,"15,500,000,000","10,500,000,000"
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,"33,846,512,059","33,846,512,059","33,846,512,059","24,346,512,059",,"4,000,000,000",,,,,"5,000,000,000","3,000,000,000","3,000,000,000","5,000,000,000","5,000,000,000","7,000,000,000","5,000,000,000","23,500,000,000","23,500,000,000","25,000,000,000","28,000,000,000",,"15,500,000,000","10,500,000,000"
III. Các khoản phải thu ngắn hạn,"682,333,577,795","1,007,596,982,462","1,021,536,834,492","703,820,387,012","730,088,389,521","932,051,999,132","948,370,904,063","579,628,172,423","835,707,728,777","1,068,552,601,992","772,129,359,340","234,439,775,518","686,556,123,191","762,507,194,001","903,372,638,889","564,155,722,751","510,927,757,769","739,629,036,478","892,628,457,108","560,745,469,124","738,991,825,201",,"998,341,238,540","463,775,594,905"
1. Phải thu ngắn hạn của khách hàng,"629,047,830,571","959,937,676,315","970,267,672,418","673,984,591,032","681,715,109,043","882,521,714,402","877,679,383,489","519,745,698,942","789,057,265,701","992,836,207,022","708,667,046,604","212,290,104,967","619,797,579,339","749,948,327,333","865,729,525,422","569,266,723,104","511,178,527,283","739,893,782,936","889,642,678,497","575,752,790,218","727,645,273,812",,"987,021,974,868","499,278,076,972"
