,year,P,EPS,D/E,SIZE
0,2020,13.347826051530063,1318.0,0.49782269591376244,31.514586354170707
1,2021,18.06950199478404,1129.5,0.517742061180119,31.5892939560689
2,2022,14.762069448168713,908.0,0.49190529128864374,31.574323260661863
3,2023,12.415160506307561,1148.0,0.48456029553620117,31.580839573787987
4,2024,12.525601137046575,961.3333333333334,0.5327966279627708,31.620346529308367
