,year,P,EPS,D/E,SIZE
0,2020,96.63204181818429,3329.0,1.1207611373569955,26.92778756250214
1,2021,96.9145224790011,3904.0,1.1175902691827027,27.13202593403679
2,2022,88.49575325359885,4328.0,1.1223293217689123,27.314297899480405
3,2023,85.94032234664581,4265.0,1.1214116923007098,27.574401705035704
4,2024,89.59652375387023,4284.0,1.1207450116859394,27.752177178306685
