TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"573,929,283,755","546,282,179,680","621,247,224,862","591,014,352,023","813,476,994,976","713,736,935,238","696,239,249,106","580,880,387,087","706,842,522,684","867,871,271,634","1,403,351,445,472","1,287,219,365,118","1,805,919,743,347","1,305,780,684,394","1,134,804,505,331","849,032,150,339","791,888,418,978","772,790,296,308","526,463,901,726","422,600,363,908","354,589,061,046","290,239,518,590","290,940,763,601","200,166,503,582"
I. Tiền và các khoản tương đương tiền,"36,855,138,323","31,765,917,344","45,848,433,848","37,378,388,934","6,327,557,641","4,713,724,043","22,815,237,646","154,540,348,675","5,291,100,585","57,469,385,420","90,884,341,962","231,677,264,187","57,026,685,413","65,305,136,723","16,554,548,591","11,226,300,334","6,952,275,947","13,341,533,161","7,528,359,425","7,362,686,712","7,418,986,869","6,333,192,024","6,544,319,329","5,719,965,035"
1. Tiền,"7,855,138,323","16,095,917,344","14,208,433,848","6,408,388,934","6,242,557,641","4,703,724,043","22,815,237,646","18,740,348,675","5,291,100,585","27,469,385,420","45,884,341,962","186,677,264,187","57,026,685,413","65,305,136,723","16,554,548,591","11,226,300,334","6,952,275,947","13,341,533,161","7,528,359,425","7,362,686,712","5,004,249,813","3,901,007,227","4,093,131,225","3,249,266,998"
2. Các khoản tương đương tiền,"29,000,000,000","15,670,000,000","31,640,000,000","30,970,000,000","85,000,000","10,000,000",,"135,800,000,000",,"30,000,000,000","45,000,000,000","45,000,000,000",,,,,,,,,"2,414,737,056","2,432,184,797","2,451,188,104","2,470,698,037"
II. Các khoản đầu tư tài chính ngắn hạn,"49,700,000,000","105,700,000,000","169,185,824,000","194,705,824,000","141,455,824,000","230,045,824,000","208,245,824,000","118,450,000,000","102,740,000,000","48,100,000,000","58,500,000,000","58,500,000,000","119,409,156,100","75,740,000,000","80,040,000,000","77,840,000,000","66,750,000,000","55,936,365,469","29,988,051,094","8,828,400,000","13,647,346,947",,,
1. Chứng khoán kinh doanh,,,"185,824,000","185,824,000","185,824,000","185,824,000","185,824,000",,,,,,"47,909,156,100","62,505,203,375","62,505,203,375","62,505,203,375","62,505,203,375","31,652,057,250","5,275,342,875",,"4,818,946,947",,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,"-27,765,203,375","-27,765,203,375","-38,565,203,375","-29,655,203,375",,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,"49,700,000,000","105,700,000,000","169,000,000,000","194,520,000,000","141,270,000,000","229,860,000,000","208,060,000,000","118,450,000,000","102,740,000,000","48,100,000,000","58,500,000,000","58,500,000,000","71,500,000,000","41,000,000,000","45,300,000,000","53,900,000,000","33,900,000,000","24,284,308,219","24,712,708,219","8,828,400,000","8,828,400,000",,,
III. Các khoản phải thu ngắn hạn,"105,837,197,799","73,036,442,233","74,192,890,364","100,456,913,714","122,786,202,808","122,946,056,236","103,057,166,003","87,711,423,563","82,956,379,217","290,324,370,232","689,468,007,025","763,893,702,853","1,005,597,062,314","877,584,209,957","815,506,848,891","620,637,233,363","579,881,601,993","573,893,306,222","329,443,965,827","359,788,587,299","263,566,876,751","233,515,787,024","240,754,539,895","154,745,439,178"
1. Phải thu ngắn hạn của khách hàng,"90,314,533,914","63,311,162,826","67,565,816,981","76,978,718,895","101,967,889,266","104,853,767,096","91,883,736,226","64,512,168,231","54,494,030,628","216,688,846,049","611,275,448,020","398,634,990,492","225,007,601,246","268,844,496,994","291,284,776,949","171,672,928,461","140,265,703,127","145,673,454,585","232,300,955,519","215,258,481,659","185,369,751,479","183,608,914,025","193,243,297,286","176,085,139,187"
