TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"561,761,485,875","422,464,813,803","626,769,339,811","634,137,516,074","498,392,510,667","455,154,862,281","559,500,952,351","459,177,981,607",,"351,341,301,666","598,711,178,226","565,390,612,744","492,807,876,585","492,670,677,943","680,850,939,524","779,346,292,945",,"543,585,080,585","739,434,347,435","781,233,332,217","894,245,305,477","864,836,044,115","1,452,850,715,336",
I. Tiền và các khoản tương đương tiền,"7,348,798,930","17,555,086,226","2,377,381,102","3,687,307,032","6,691,956,182","10,135,538,594","54,078,123,830","4,674,467,769",,"3,969,928,662","14,025,920,238","4,489,086,530","45,471,630,184","5,851,213,327","13,098,045,984","6,691,915,531",,"6,700,503,504","16,356,617,824","116,227,167,920","284,609,494,072","168,943,856,382","20,129,737,103",
1. Tiền,"7,348,798,930","17,555,086,226","2,377,381,102","3,687,307,032","6,691,956,182","10,135,538,594","54,078,123,830","4,674,467,769",,"3,969,928,662","14,025,920,238","4,489,086,530","45,471,630,184","5,851,213,327","13,098,045,984","6,691,915,531",,"6,700,503,504","16,356,617,824","73,227,167,920","19,909,494,072","64,775,267,591","20,129,737,103",
2. Các khoản tương đương tiền,,,,,,,,,,,,,,,,,,,,"43,000,000,000","264,700,000,000","104,168,588,791",,
II. Các khoản đầu tư tài chính ngắn hạn,,,,,,,,,,"2,300,000,000",,,,,,,,,,"45,300,000,000","178,300,000,000","54,170,465,753",,
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,,,,"2,300,000,000",,,,,,,,,,"45,300,000,000","178,300,000,000","54,170,465,753",,
III. Các khoản phải thu ngắn hạn,"266,443,651,087","267,747,864,425","220,327,941,607","196,079,894,910","169,430,577,330","280,142,184,815","205,018,048,085","255,960,510,753",,"224,635,244,233","269,812,571,802","313,617,740,086","278,396,202,584","236,607,590,056","210,072,415,123","304,156,045,415",,"340,072,491,147","307,549,752,795","294,608,923,637","351,534,891,388","456,658,380,199","816,222,589,743",
1. Phải thu ngắn hạn của khách hàng,"69,459,724,134","63,050,964,401","52,986,980,179","56,807,251,048","56,015,135,864","182,452,162,490","135,271,738,490","166,206,806,408",,"128,792,343,627","181,498,706,775","176,896,964,863","131,825,677,941","75,197,996,378","75,739,094,486","114,942,723,654",,"136,507,177,821","166,634,118,317","151,903,650,085","182,581,651,905","293,379,621,776","664,708,600,001",
