TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"2,132,963,284,253","2,500,196,060,073","2,539,831,470,377","2,686,817,284,470","2,698,342,366,845","2,478,675,301,619","2,654,376,080,837","2,783,810,065,611","2,870,277,427,144","3,084,283,370,628","2,893,024,879,171","2,916,543,313,685","3,107,762,231,345","3,395,805,829,859","3,460,309,496,916","3,211,900,959,692","3,507,668,786,543","3,300,957,844,322","3,197,226,353,726","2,942,630,011,240","2,921,306,621,612","2,747,958,348,988","2,738,156,127,175","2,585,543,414,472"
I. Tiền và các khoản tương đương tiền,"6,655,977,542","10,042,797,897","10,651,976,701","24,589,646,497","9,449,746,880","108,602,803,175","38,051,449,503","43,798,851,185","63,509,761,278","29,241,228,671","8,312,121,451","42,701,081,617","29,778,063,884","14,381,702,594","52,490,531,594","31,053,714,794","30,712,608,719","32,004,399,767","29,817,735,188","39,671,072,278","41,272,631,989","31,915,938,526","72,362,460,436","219,090,199,195"
1. Tiền,"6,655,977,542","10,042,797,897","10,651,976,701","24,589,646,497","9,449,746,880","28,102,803,175","38,051,449,503","43,798,851,185","30,909,761,278","29,241,228,671","8,312,121,451","7,401,081,617","29,778,063,884","14,381,702,594","50,490,531,594","30,253,714,794","30,712,608,719","32,004,399,767","24,537,735,188","33,121,072,278","32,722,631,989","27,465,938,526","69,762,460,436","53,490,199,195"
2. Các khoản tương đương tiền,,,,,,"80,500,000,000",,,"32,600,000,000",,,"35,300,000,000",,,"2,000,000,000","800,000,000",,,"5,280,000,000","6,550,000,000","8,550,000,000","4,450,000,000","2,600,000,000","165,600,000,000"
II. Các khoản đầu tư tài chính ngắn hạn,"532,830,000,000","624,917,000,000","489,306,446,000","585,058,006,000","393,868,560,000","313,600,000,000","405,300,000,000","321,370,000,000","360,314,000,000","519,569,073,309","678,839,462,027","646,490,000,000","703,150,000,000","845,680,000,000","610,030,000,000","314,610,000,000","285,170,000,000","201,100,000,000","186,130,000,000","71,923,630,137","63,483,630,137","67,465,229,436","60,105,229,436","56,058,725,174"
1. Chứng khoán kinh doanh,,,,,,,,,,"565,611,282",,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,"532,830,000,000","624,917,000,000","489,306,446,000","585,058,006,000","393,868,560,000","313,600,000,000","405,300,000,000","321,370,000,000","360,314,000,000","519,003,462,027","678,839,462,027","646,490,000,000","703,150,000,000","845,680,000,000","610,030,000,000","314,610,000,000","285,170,000,000","201,100,000,000","186,130,000,000","71,923,630,137","63,483,630,137","67,465,229,436","60,105,229,436","56,058,725,174"
III. Các khoản phải thu ngắn hạn,"529,637,801,507","455,748,977,791","450,623,695,717","439,544,153,652","442,053,066,251","321,929,498,641","303,765,820,574","431,621,691,451","371,320,086,097","520,215,856,099","285,636,668,190","381,082,083,334","607,692,391,584","486,927,739,831","395,373,646,713","434,578,670,778","427,002,578,309","334,008,552,411","412,440,564,902","363,641,683,577","404,136,256,308","423,693,379,822","495,335,658,324","551,733,574,259"
1. Phải thu ngắn hạn của khách hàng,"460,769,540,773","434,155,223,620","453,878,304,855","403,589,853,940","394,135,294,654","284,735,353,396","275,017,770,537","334,320,441,326","286,158,399,840","475,671,766,103","234,375,551,898","333,325,402,073","478,469,590,841","374,417,607,273","357,450,967,353","412,580,912,652","380,317,454,564","308,342,930,112","373,229,739,003","358,877,524,257","362,917,258,080","403,631,920,146","471,885,812,623","517,702,281,862"
