TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"2,373,186,730,202","2,585,808,819,129","2,585,808,819,129","2,985,507,999,250","2,839,163,265,603","2,553,705,701,115","2,359,570,593,002","2,219,279,704,214","3,087,088,728,901","2,636,804,060,629","2,858,593,836,187","3,635,982,475,644","3,772,124,722,532","3,639,228,167,733","4,137,168,118,392","3,643,255,244,022","3,567,219,781,031","3,372,138,133,354","3,410,735,018,178","3,562,206,004,634","3,755,147,345,836","3,635,289,979,809","3,501,002,430,843","3,464,044,287,865"
I. Tiền và các khoản tương đương tiền,"108,870,803,545","102,507,197,477","102,507,197,477","180,243,467,710","166,369,893,917","18,142,838,464","13,752,116,869","151,953,845,967","143,958,707,686","43,923,661,345","71,756,232,891","62,326,810,147","91,088,252,267","72,505,223,109","108,309,626,784","113,893,416,229","56,587,153,286","34,766,344,869","63,419,720,457","270,116,543,664","124,288,661,686","114,924,130,987","113,265,922,856","102,126,933,904"
1. Tiền,"38,039,413,973","22,523,602,368","22,523,602,368","52,509,040,615","13,765,391,777","13,783,461,621","7,480,483,836","115,134,547,870","130,948,340,440","3,992,020,097","17,154,247,339","23,623,117,458","58,488,936,813","11,250,887,634","5,770,513,714","31,416,273,959","28,856,570,826","11,295,488,540","18,002,815,953","195,129,194,382","68,671,314,768","72,861,531,780","17,505,740,385","23,784,592,824"
2. Các khoản tương đương tiền,"70,831,389,572","79,983,595,109","79,983,595,109","127,734,427,095","152,604,502,140","4,359,376,843","6,271,633,033","36,819,298,097","13,010,367,246","39,931,641,248","54,601,985,552","38,703,692,689","32,599,315,454","61,254,335,475","102,539,113,070","82,477,142,270","27,730,582,460","23,470,856,329","45,416,904,504","74,987,349,282","55,617,346,918","42,062,599,207","95,760,182,471","78,342,341,080"
II. Các khoản đầu tư tài chính ngắn hạn,"8,128,228,513","12,163,556,513","12,163,556,513","109,232,511,101","119,407,126,280","139,450,629,390","130,628,457,049","153,882,563,836","245,254,835,907","274,456,018,968","230,379,342,361","302,329,670,127","392,458,398,333","283,959,161,681","136,073,184,829","81,658,074,210","80,411,611,221","110,324,280,900","115,521,340,759","42,832,316,463","35,118,934,801","61,919,602,218","56,410,270,580","78,935,286,448"
1. Chứng khoán kinh doanh,"12,076,795,782","13,408,676,982","13,408,676,982","11,533,568,532","13,883,948,182","12,315,862,432","23,434,620,244","21,524,840,630","59,265,240,951","47,806,145,151","80,129,313,532","107,478,859,324","142,207,507,903","158,547,989,675","138,217,383,903","105,568,228,259","89,738,848,002","96,460,037,477","88,232,181,452","3,060,779,402","13,567,014,715","43,343,456,938","31,136,756,548","46,706,017,750"
2. Dự phòng giảm giá chứng khoán kinh doanh,"-3,948,567,269","-4,175,120,469","-4,175,120,469","-4,460,886,919","-4,452,136,919","-3,397,548,059","-3,226,348,059","-1,494,461,658","-1,494,461,658","-4,423,181,701","-3,580,326,245","-4,116,544,271","-7,171,386,257","-65,585,467,973","-60,789,752,144","-62,948,087,287","-49,493,092,070","-26,301,611,866","-13,477,607,294","-1,255,229,540","-481,965,000","-3,457,739,806","-3,640,141,416","-5,504,386,750"
3. Đầu tư nắm giữ đến ngày đáo hạn,,"2,930,000,000","2,930,000,000","102,159,829,488","109,975,315,017","130,532,315,017","110,420,184,864","133,852,184,864","187,484,056,614","231,073,055,518","153,830,355,074","198,967,355,074","257,422,276,687","190,996,639,979","58,645,553,070","39,037,933,238","40,165,855,289","40,165,855,289","40,766,766,601","41,026,766,601","22,033,885,086","22,033,885,086","28,913,655,448","37,733,655,448"
III. Các khoản phải thu ngắn hạn,"499,572,353,032","483,325,555,053","483,325,555,053","375,240,192,573","330,881,092,849","350,276,384,851","302,429,013,614","253,884,347,807","579,924,681,127","166,682,840,199","271,926,085,072","415,441,998,334","641,517,839,900","307,689,931,027","380,938,934,339","373,296,688,117","515,668,173,849","488,669,868,711","437,624,129,375","820,745,018,296","793,285,372,572","824,325,256,744","788,293,631,076","594,142,013,566"
1. Phải thu ngắn hạn của khách hàng,"564,429,616,287","528,231,159,560","528,231,159,560","487,867,230,083","393,926,636,336","435,215,911,493","435,914,625,939","410,899,046,110","381,121,572,872","307,112,514,349","383,477,374,224","421,595,750,632","582,022,553,089","358,293,428,406","486,088,373,711","513,613,934,233","669,647,401,048","616,256,665,319","531,225,576,852","714,745,899,325","645,982,831,295","819,722,543,130","866,492,414,035","726,969,991,810"
2. Trả trước cho người bán ngắn hạn,"20,139,741,538","33,418,473,871","33,418,473,871","45,432,134,894","97,324,396,062","58,405,815,703","21,358,485,621","8,268,800,132","345,781,101,207","8,417,605,062","20,564,467,213","13,825,724,107","9,181,150,451","7,269,559,401","5,218,647,943","7,971,692,590","8,233,688,913","14,963,866,866","21,246,162,250","99,538,161,417","109,735,831,211","48,745,730,663","88,113,268,575","36,475,285,964"
3. Phải thu nội bộ ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,,,,,,,,,,,,,,,,,,,,,,,
5. Phải thu về cho vay ngắn hạn,,"4,000,000,000","4,000,000,000","4,000,000,000","4,000,000,000",,"11,120,000,000",,"17,000,000,000","13,486,900,000","7,578,231,162",,,,"3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000",,,"1,000,000,000","1,000,000,000","1,000,000,000","1,000,000,000"
6. Phải thu ngắn hạn khác,"13,022,914,369","15,695,840,784","15,695,840,784","18,506,630,892","16,195,863,747","37,220,460,951","14,601,705,350","15,261,234,296","16,587,810,344","18,231,624,084","40,871,815,769","161,064,344,764","231,357,957,529","123,170,764,389","67,675,733,854","29,798,882,087","15,874,904,681","35,537,157,319","66,240,211,066","187,637,635,329","217,743,387,841","136,033,660,726","13,864,626,241","13,284,965,034"
7. Dự phòng phải thu ngắn hạn khó đòi,"-98,019,919,162","-98,019,919,162","-98,019,919,162","-180,565,803,296","-180,565,803,296","-180,565,803,296","-180,565,803,296","-180,565,803,296","-180,565,803,296","-180,565,803,296","-180,565,803,296","-181,043,821,169","-181,043,821,169","-181,043,821,169","-181,043,821,169","-181,087,820,793","-181,087,820,793","-181,087,820,793","-181,087,820,793","-181,176,677,775","-181,176,677,775","-181,176,677,775","-181,176,677,775","-183,588,229,242"
8. Tài sản Thiếu chờ xử lý,,,,,,,,"21,070,565",,,,,,,,,,,,,,,,
IV. Hàng tồn kho,"1,725,880,672,827","1,912,493,305,604","1,912,493,305,604","2,185,479,944,939","2,097,615,928,153","2,002,967,787,520","1,878,354,588,414","1,643,231,525,587","2,072,250,868,972","2,118,638,972,227","2,237,509,732,351","2,807,410,908,611","2,571,855,860,091","2,902,287,001,108","3,386,451,253,441","2,994,322,301,980","2,849,932,376,591","2,697,392,100,167","2,754,951,115,827","2,413,355,743,578","2,739,799,919,976","2,567,686,329,545","2,466,222,501,267","2,573,014,546,180"
1. Hàng tồn kho,"1,745,796,570,942","1,915,473,886,588","1,915,473,886,588","2,223,787,394,174","2,123,546,784,247","2,020,225,058,497","1,884,931,506,067","1,645,856,215,376","2,074,348,760,639","2,120,736,863,894","2,239,595,260,306","2,880,729,219,723","2,645,174,171,203","2,952,059,307,628","3,386,451,253,441","3,036,509,363,340","2,870,968,333,020","2,705,667,855,947","2,759,876,485,255","2,425,831,576,310","2,746,134,571,165","2,592,839,771,180","2,491,375,942,902","2,692,564,199,230"
2. Dự phòng giảm giá hàng tồn kho,"-19,915,898,115","-2,980,580,984","-2,980,580,984","-38,307,449,235","-25,930,856,094","-17,257,270,977","-6,576,917,653","-2,624,689,789","-2,097,891,667","-2,097,891,667","-2,085,527,955","-73,318,311,112","-73,318,311,112","-49,772,306,520",,"-42,187,061,360","-21,035,956,429","-8,275,755,780","-4,925,369,428","-12,475,832,732","-6,334,651,189","-25,153,441,635","-25,153,441,635","-119,549,653,050"
