TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"1,170,337,709,241","1,218,606,462,454","1,252,295,631,736","632,423,039,746","851,395,776,659","911,834,695,704","840,529,014,429","538,821,460,611","622,278,840,169","789,435,604,697","803,885,375,068","543,494,148,390","711,369,687,033","864,424,805,636","1,067,167,676,130","804,676,941,007","824,800,796,398","778,332,382,392","793,221,805,320","611,984,330,343","832,254,161,591",,"842,265,376,519","672,229,543,798"
I. Tiền và các khoản tương đương tiền,"81,677,324,674","47,293,209,456","39,872,434,104","122,117,264,588","36,883,072,631","36,776,741,192","41,795,148,213","88,125,503,724","9,388,001,271","49,052,749,699","20,811,659,584","94,824,395,642","22,908,621,243","22,938,581,906","41,615,186,352","42,606,774,972","33,162,121,507","15,128,114,257","6,246,215,379","188,202,362,327","57,223,437,736",,"43,108,759,836","150,704,730,540"
1. Tiền,"81,655,031,129","47,208,562,364","39,787,597,954","122,032,258,888","36,797,931,771","36,691,552,069","41,709,939,862","88,040,276,114","9,388,001,271","49,052,749,699","20,811,659,584","94,824,395,642","22,908,621,243","22,938,581,906","41,615,186,352","42,606,774,972","33,162,121,507","15,128,114,257","6,246,215,379","188,202,362,327","57,223,437,736",,"43,108,759,836","150,704,730,540"
2. Các khoản tương đương tiền,"22,293,545","84,647,092","84,836,150","85,005,700","85,140,860","85,189,123","85,208,351","85,227,610",,,,,,,,,,,,,,,,
II. Các khoản đầu tư tài chính ngắn hạn,"5,000,000,000","5,000,000,000","5,000,000,000","5,000,000,000",,,,,,,,,,,,,,,,,,,,
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,"5,000,000,000","5,000,000,000","5,000,000,000","5,000,000,000",,,,,,,,,,,,,,,,,,,,
III. Các khoản phải thu ngắn hạn,"326,705,440,143","356,770,906,549","390,727,511,925","130,302,253,501","387,412,691,526","415,150,610,237","415,150,209,757","91,032,608,821","289,928,776,991","343,329,496,813","385,045,920,924","87,050,606,798","338,803,150,362","331,333,795,060","363,703,515,218","118,938,522,302","353,909,825,111","356,818,601,717","344,397,626,048","77,351,509,524","402,482,419,924",,"388,800,616,276","61,117,412,886"
1. Phải thu ngắn hạn của khách hàng,"278,298,412,491","295,569,073,998","312,901,096,018","84,240,410,298","338,427,349,023","365,800,184,638","359,622,984,798","36,943,213,466","329,300,522,692","293,465,238,456","314,695,693,783","33,470,082,567","259,276,387,298","281,860,085,004","312,241,310,706","69,815,474,961","306,980,247,390","322,209,803,352","309,454,484,833","68,315,849,729","392,004,639,866",,"376,416,624,553","50,051,128,288"
